time,Minnesota,pts.away,score,pts.home,LA Clippers
4:19.0,R. Rubio misses 2-pt shot from 17 ft,,66-85,,
4:17.0,,,66-85,,Defensive rebound by S. Hawes
4:02.0,,,66-87,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
3:37.0,N. Pekovic makes 2-pt shot from 4 ft (assist by R. Rubio),2,68-87,,
3:17.0,,,68-87,,S. Hawes misses 3-pt shot from 23 ft
3:15.0,Defensive rebound by Team,,68-87,,
3:15.0,J. Hamilton enters the game for N. Pekovic,,68-87,,
3:15.0,,,68-87,,A. Rivers enters the game for C. Paul
3:03.0,,,68-87,,Personal foul by S. Hawes (drawn by A. Payne)
3:03.0,C. Budinger enters the game for A. Wiggins,,68-87,,
3:03.0,L. Brown enters the game for R. Rubio,,68-87,,
3:03.0,Z. LaVine enters the game for K. Martin,,68-87,,
3:03.0,,,68-87,,J. Hamilton enters the game for M. Barnes
2:50.0,J. Hamilton makes 2-pt shot from 7 ft (assist by L. Brown),2,70-87,,
2:35.0,,,70-89,2,J. Redick makes 2-pt shot from 20 ft (assist by A. Rivers)
2:22.0,C. Budinger misses 2-pt shot from 15 ft,,70-89,,
2:21.0,,,70-89,,Defensive rebound by D. Jordan
2:09.0,,,70-89,,S. Hawes misses 2-pt shot from 1 ft
2:03.0,Defensive rebound by L. Brown,,70-89,,
2:03.0,,,70-89,,Personal foul by J. Hamilton (drawn by L. Brown)
2:03.0,,,70-89,,N. Robinson enters the game for S. Hawes
2:03.0,,,70-89,,C. Wilcox enters the game for D. Jordan
2:03.0,,,70-89,,E. Udoh enters the game for J. Redick
2:03.0,,,70-89,,G. Davis enters the game for A. Rivers
2:03.0,L. Brown misses free throw 1 of 2,,70-89,,
2:03.0,Offensive rebound by Team,,70-89,,
2:03.0,L. Brown misses free throw 2 of 2,,70-89,,
2:02.0,,,70-89,,Defensive rebound by Team
1:47.0,,,70-89,,C. Wilcox misses 2-pt shot from 23 ft
1:46.0,Defensive rebound by A. Payne,,70-89,,
1:37.0,Shooting foul by E. Udoh (drawn by A. Payne),,70-89,,
1:37.0,A. Payne misses free throw 1 of 2,,70-89,,
1:37.0,Offensive rebound by Team,,70-89,,
1:37.0,,,70-89,,D. Jones enters the game for G. Davis
1:37.0,A. Payne makes free throw 2 of 2,1,71-89,,
1:16.0,,,71-89,,Turnover by E. Udoh (bad pass; steal by L. Brown)
1:11.0,L. Brown makes 2-pt shot from 1 ft,2,73-89,,
0:53.0,,,73-89,,Turnover by C. Wilcox (lost ball; steal by J. Hamilton)
0:44.0,Z. LaVine makes 3-pt shot from 24 ft (assist by C. Budinger),3,76-89,,
0:20.0,,,76-89,,Turnover by Team (shot clock)
0:11.0,Z. LaVine misses 3-pt shot from 24 ft,,76-89,,
0:08.0,,,76-89,,Defensive rebound by N. Robinson
0:00.0,End of 4th quarter,,,,End of 4th quarter
