time,Toronto,pts.away,score,pts.home,Chicago
5:34.0,,,97-102,2,D. Rose makes 2-pt shot from 8 ft
5:34.0,,,97-102,,Shooting foul by K. Lowry (drawn by D. Rose)
5:34.0,,,97-102,,D. Rose misses free throw 1 of 1
5:32.0,Defensive rebound by J. Valanciunas,,97-102,,
5:19.0,Shooting foul by N. Mirotic (drawn by K. Lowry),,97-102,,
5:19.0,K. Lowry misses free throw 1 of 2,,97-102,,
5:19.0,Offensive rebound by Team,,97-102,,
5:19.0,L. Williams enters the game for T. Ross,,97-102,,
5:19.0,K. Lowry makes free throw 2 of 2,1,98-102,,
5:02.0,,,98-104,2,D. Rose makes 2-pt shot from 20 ft (assist by J. Noah)
4:31.0,K. Lowry makes 2-pt shot from 1 ft,2,100-104,,
4:13.0,,,100-106,2,D. Rose makes 2-pt shot from 21 ft
3:48.0,P. Patterson misses 2-pt shot from 2 ft,,100-106,,
3:48.0,,,100-106,,Defensive rebound by Team
3:48.0,Loose ball foul by J. Valanciunas (drawn by N. Mirotic),,100-106,,
3:48.0,,,100-106,,N. Mirotic misses free throw 1 of 2
3:48.0,,,100-106,,Offensive rebound by Team
3:48.0,,,100-107,1,N. Mirotic makes free throw 2 of 2
3:32.0,K. Lowry makes 2-pt shot from 1 ft,2,102-107,,
3:06.0,,,102-109,2,J. Butler makes 2-pt shot from 15 ft
2:46.0,P. Patterson misses 3-pt shot from 25 ft,,102-109,,
2:46.0,,,102-109,,Defensive rebound by Team
2:46.0,Loose ball foul by J. Valanciunas (drawn by N. Mirotic),,102-109,,
2:46.0,,,102-109,,Chicago full timeout
2:46.0,,,102-110,1,N. Mirotic makes free throw 1 of 2
2:46.0,,,102-111,1,N. Mirotic makes free throw 2 of 2
2:31.0,Shooting foul by N. Mirotic (drawn by P. Patterson),,102-111,,
2:31.0,P. Patterson misses free throw 1 of 2,,102-111,,
2:31.0,Offensive rebound by Team,,102-111,,
2:31.0,P. Patterson makes free throw 2 of 2,1,103-111,,
2:12.0,,,103-113,2,J. Noah makes 2-pt shot at rim (assist by D. Rose)
1:53.0,K. Lowry misses 3-pt shot from 24 ft,,103-113,,
1:53.0,Offensive rebound by J. Valanciunas,,103-113,,
1:53.0,,,103-113,,Personal foul by J. Noah (drawn by J. Valanciunas)
1:53.0,J. Valanciunas makes free throw 1 of 2,1,104-113,,
1:53.0,J. Valanciunas makes free throw 2 of 2,1,105-113,,
1:43.0,,,105-115,2,D. Rose makes 2-pt shot from 1 ft
1:43.0,,,105-115,,Shooting foul by L. Williams (drawn by D. Rose)
1:43.0,T. Ross enters the game for J. Valanciunas,,105-115,,
1:43.0,,,105-116,1,D. Rose makes free throw 1 of 1
1:31.0,L. Williams misses 3-pt shot from 25 ft,,105-116,,
1:30.0,,,105-116,,Defensive rebound by N. Mirotic
1:17.0,,,105-118,2,D. Rose makes 2-pt shot from 20 ft
1:17.0,Toronto full timeout,,105-118,,
1:17.0,,,105-118,,T. Gibson enters the game for N. Mirotic
1:09.0,K. Lowry makes 2-pt shot from 1 ft,2,107-118,,
1:04.0,Personal foul by T. Ross (drawn by J. Butler),,107-118,,
1:04.0,,,107-119,1,J. Butler makes free throw 1 of 2
1:04.0,,,107-120,1,J. Butler makes free throw 2 of 2
0:55.0,L. Williams makes 2-pt shot from 20 ft,2,109-120,,
0:50.0,,,109-120,,Chicago full timeout
0:50.0,,,109-120,,Chicago full timeout
0:50.0,,,109-120,,N. Mirotic enters the game for T. Gibson
0:49.0,,,109-122,2,J. Noah makes 2-pt shot from 2 ft (assist by J. Butler)
0:39.0,Shooting foul by N. Mirotic (drawn by K. Lowry),,109-122,,
0:39.0,K. Lowry makes free throw 1 of 2,1,110-122,,
0:39.0,K. Lowry makes free throw 2 of 2,1,111-122,,
0:36.0,,,111-122,,Turnover by D. Rose (bad pass; steal by L. Williams)
0:34.0,L. Williams makes 2-pt shot from 2 ft,2,113-122,,
0:24.0,Personal foul by L. Williams (drawn by J. Noah),,113-122,,
0:24.0,,,113-123,1,J. Noah makes free throw 1 of 2
0:24.0,,,113-124,1,J. Noah makes free throw 2 of 2
0:24.0,Toronto full timeout,,113-124,,
0:24.0,,,113-124,,T. Gibson enters the game for N. Mirotic
0:21.0,K. Lowry makes 2-pt shot from 2 ft,2,115-124,,
0:18.0,Personal foul by J. Johnson (drawn by A. Brooks),,115-124,,
0:18.0,,,115-125,1,A. Brooks makes free throw 1 of 2
0:18.0,,,115-126,1,A. Brooks makes free throw 2 of 2
0:18.0,Toronto full timeout,,115-126,,
0:16.0,K. Lowry makes 3-pt shot from 25 ft (assist by L. Williams),3,118-126,,
0:14.0,,,118-126,,Turnover by D. Rose (lost ball)
0:13.0,J. Johnson makes 2-pt shot at rim (assist by L. Williams),2,120-126,,
0:13.0,,,120-126,,Chicago full timeout
0:13.0,,,120-126,,N. Mirotic enters the game for T. Gibson
0:10.0,Personal take foul by P. Patterson (drawn by J. Noah),,120-126,,
0:10.0,,,120-126,,J. Noah misses free throw 1 of 2
0:10.0,,,120-126,,Offensive rebound by Team
0:10.0,,,120-126,,T. Gibson enters the game for N. Mirotic
0:10.0,,,120-127,1,J. Noah makes free throw 2 of 2
0:07.0,,,120-127,,Personal foul by T. Gibson (drawn by K. Lowry)
0:07.0,K. Lowry misses free throw 1 of 2,,120-127,,
0:07.0,Offensive rebound by Team,,120-127,,
0:07.0,,,120-127,,N. Mirotic enters the game for T. Gibson
0:07.0,K. Lowry misses free throw 2 of 2,,120-127,,
0:04.0,,,120-127,,Defensive rebound by D. Rose
0:04.0,Personal take foul by T. Ross (drawn by D. Rose),,120-127,,
0:04.0,G. Vasquez enters the game for T. Ross,,120-127,,
0:04.0,,,120-128,1,D. Rose makes free throw 1 of 2
0:04.0,,,120-129,1,D. Rose makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
