time,Houston,pts.away,score,pts.home,Minnesota
4:35.0,J. Harden makes free throw 2 of 2,1,107-87,,
4:25.0,,,107-90,3,R. Hummel makes 3-pt shot from 24 ft (assist by Z. LaVine)
4:00.0,J. Harden misses 3-pt shot from 24 ft,,107-90,,
3:59.0,,,107-90,,Defensive rebound by C. Brewer
3:54.0,,,107-90,,Shooting foul by D. Motiejunas (drawn by C. Brewer)
3:54.0,,,107-91,1,C. Brewer makes free throw 1 of 2
3:54.0,,,107-91,,C. Budinger enters the game for A. Wiggins
3:54.0,T. Black enters the game for D. Howard,,107-91,,
3:54.0,N. Johnson enters the game for J. Harden,,107-91,,
3:54.0,,,107-91,,C. Brewer misses free throw 2 of 2
3:54.0,Defensive rebound by T. Ariza,,107-91,,
3:43.0,I. Canaan misses 3-pt shot from 24 ft,,107-91,,
3:41.0,,,107-91,,Defensive rebound by C. Budinger
3:28.0,,,107-91,,Turnover by Z. LaVine (bad pass; steal by D. Motiejunas)
3:17.0,T. Ariza makes 3-pt shot from 23 ft (assist by I. Canaan),3,110-91,,
3:00.0,,,110-91,,Shooting foul by T. Black (drawn by C. Brewer)
3:00.0,,,110-93,2,C. Brewer makes 2-pt shot from 4 ft
3:00.0,T. Daniels enters the game for T. Ariza,,110-93,,
3:00.0,J. Dorsey enters the game for D. Motiejunas,,110-93,,
3:00.0,Houston full timeout,,110-93,,
3:00.0,,,110-94,1,C. Brewer makes free throw 1 of 1
2:42.0,Turnover by T. Daniels (bad pass; steal by C. Brewer),,110-94,,
2:39.0,,,110-94,,Shooting foul by I. Canaan (drawn by Z. LaVine)
2:39.0,,,110-95,1,Z. LaVine makes free throw 1 of 2
2:39.0,,,110-96,1,Z. LaVine makes free throw 2 of 2
2:16.0,Turnover by I. Canaan (bad pass; steal by C. Budinger),,110-96,,
2:10.0,,,110-98,2,C. Budinger makes 2-pt shot from 6 ft (assist by C. Brewer)
1:49.0,T. Daniels makes 3-pt shot from 25 ft,3,113-98,,
1:35.0,,,113-98,,R. Hummel misses 3-pt shot from 22 ft
1:34.0,Defensive rebound by J. Dorsey,,113-98,,
1:26.0,T. Daniels misses 3-pt shot from 22 ft,,113-98,,
1:24.0,,,113-98,,Defensive rebound by Z. LaVine
1:18.0,,,113-98,,C. Budinger misses 3-pt shot from 24 ft
1:17.0,Defensive rebound by J. Dorsey,,113-98,,
1:06.0,T. Black misses 2-pt shot from 4 ft,,113-98,,
1:05.0,Offensive rebound by J. Dorsey,,113-98,,
1:04.0,Shooting foul by R. Hummel (drawn by J. Dorsey),,113-98,,
1:04.0,J. Dorsey misses free throw 1 of 2,,113-98,,
1:04.0,Offensive rebound by Team,,113-98,,
1:04.0,,,113-98,,S. Muhammad enters the game for C. Brewer
1:04.0,J. Dorsey misses free throw 2 of 2,,113-98,,
1:04.0,,,113-98,,Defensive rebound by R. Turiaf
0:55.0,,,113-98,,Shooting foul by J. Dorsey (drawn by Z. LaVine)
0:55.0,,,113-99,1,Z. LaVine makes free throw 1 of 2
0:55.0,,,113-100,1,Z. LaVine makes free throw 2 of 2
0:38.0,J. Dorsey misses 2-pt shot from 4 ft,,113-100,,
0:36.0,,,113-100,,Defensive rebound by Z. LaVine
0:31.0,Personal foul by T. Daniels (drawn by S. Muhammad),,113-100,,
0:31.0,,,113-100,,S. Muhammad misses free throw 1 of 2
0:31.0,,,113-100,,Offensive rebound by Team
0:31.0,,,113-101,1,S. Muhammad makes free throw 2 of 2
0:17.0,T. Daniels misses 3-pt shot from 25 ft,,113-101,,
0:15.0,Offensive rebound by T. Black,,113-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
