time,Charlotte,pts.away,score,pts.home,Washington
0:15.0,Defensive rebound by M. Kidd-Gilchrist,,88-85,,
0:15.0,,,88-85,,Personal foul by N. Hilario (drawn by M. Kidd-Gilchrist)
0:15.0,Charlotte full timeout,,88-85,,
0:15.0,,,88-85,,G. Temple enters the game for P. Pierce
0:15.0,,,88-85,,O. Porter enters the game for R. Butler
0:15.0,G. Neal enters the game for M. Kidd-Gilchrist,,88-85,,
0:15.0,,,88-85,,Personal take foul by J. Wall (drawn by G. Henderson)
0:15.0,G. Henderson makes free throw 1 of 2,1,89-85,,
0:15.0,M. Kidd-Gilchrist enters the game for G. Neal,,89-85,,
0:15.0,,,89-85,,M. Gortat enters the game for O. Porter
0:15.0,G. Henderson makes free throw 2 of 2,1,90-85,,
0:15.0,,,90-85,,Washington full timeout
0:15.0,,,90-85,,R. Butler enters the game for M. Gortat
0:15.0,,,90-85,,P. Pierce enters the game for G. Temple
0:12.0,,,90-88,3,P. Pierce makes 3-pt shot from 25 ft (assist by J. Wall)
0:11.0,Charlotte full timeout,,90-88,,
0:11.0,,,90-88,,G. Temple enters the game for R. Butler
0:11.0,G. Neal enters the game for M. Kidd-Gilchrist,,90-88,,
0:10.0,,,90-88,,Personal take foul by J. Wall (drawn by B. Roberts)
0:10.0,B. Roberts makes free throw 1 of 2,1,91-88,,
0:10.0,M. Kidd-Gilchrist enters the game for G. Neal,,91-88,,
0:10.0,,,91-88,,R. Butler enters the game for G. Temple
0:10.0,B. Roberts makes free throw 2 of 2,1,92-88,,
0:06.0,,,92-88,,J. Wall misses 3-pt shot from 26 ft
0:04.0,Defensive rebound by M. Kidd-Gilchrist,,92-88,,
0:03.0,,,92-88,,Personal take foul by R. Butler (drawn by M. Kidd-Gilchrist)
0:03.0,M. Kidd-Gilchrist misses free throw 1 of 2,,92-88,,
0:03.0,Offensive rebound by Team,,92-88,,
0:03.0,M. Kidd-Gilchrist misses free throw 2 of 2,,92-88,,
0:03.0,,,92-88,,Defensive rebound by P. Pierce
0:00.0,,,92-88,,Turnover by P. Pierce (bad pass)
0:00.0,End of 4th quarter,,,,End of 4th quarter
