time,Portland,pts.away,score,pts.home,Oklahoma City
3:40.0,Personal take foul by J. Freeland (drawn by S. Adams),,82-95,,
3:40.0,,,82-96,1,S. Adams makes free throw 1 of 2
3:40.0,,,82-97,1,S. Adams makes free throw 2 of 2
3:31.0,,,82-97,,Def 3 sec tech foul by E. Kanter
3:31.0,M. Leonard makes technical free throw,1,83-97,,
3:31.0,Portland full timeout,,83-97,,
3:31.0,,,83-97,,N. Collison enters the game for S. Adams
3:28.0,M. Leonard makes 3-pt shot from 23 ft (assist by A. Crabbe),3,86-97,,
3:06.0,,,86-97,,E. Kanter misses 2-pt shot from 2 ft
3:05.0,Defensive rebound by J. Freeland,,86-97,,
3:00.0,T. Frazier misses 2-pt shot from 3 ft,,86-97,,
2:59.0,,,86-97,,Defensive rebound by E. Kanter
2:52.0,,,86-99,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
2:38.0,A. Crabbe misses 2-pt shot from 15 ft,,86-99,,
2:37.0,,,86-99,,Defensive rebound by R. Westbrook
2:19.0,,,86-99,,A. Morrow misses 2-pt shot from 12 ft
2:18.0,Defensive rebound by J. Freeland,,86-99,,
2:14.0,,,86-99,,Personal foul by R. Westbrook (drawn by T. Frazier)
2:01.0,J. Freeland makes 2-pt shot from 15 ft (assist by T. Frazier),2,88-99,,
1:44.0,,,88-99,,R. Westbrook misses 2-pt shot from 12 ft
1:42.0,Defensive rebound by T. Frazier,,88-99,,
1:36.0,J. Freeland makes 2-pt shot from 14 ft (assist by T. Frazier),2,90-99,,
1:36.0,,,90-99,,Oklahoma City full timeout
1:14.0,,,90-99,,Offensive foul by R. Westbrook
1:14.0,,,90-99,,Turnover by R. Westbrook (offensive foul)
1:02.0,T. Frazier misses 3-pt shot from 25 ft,,90-99,,
1:01.0,,,90-99,,Defensive rebound by A. Morrow
0:39.0,,,90-99,,D. Waiters misses 3-pt shot from 24 ft
0:38.0,,,90-99,,Offensive rebound by A. Morrow
0:27.0,Personal foul by T. Frazier (drawn by R. Westbrook),,90-99,,
0:27.0,,,90-100,1,R. Westbrook makes free throw 1 of 2
0:27.0,,,90-100,,K. Singler enters the game for E. Kanter
0:27.0,,,90-101,1,R. Westbrook makes free throw 2 of 2
0:27.0,Portland full timeout,,90-101,,
0:27.0,,,90-101,,A. Roberson enters the game for R. Westbrook
0:26.0,,,90-101,,Loose ball foul by K. Singler (drawn by M. Leonard)
0:21.0,M. Leonard misses 3-pt shot from 25 ft,,90-101,,
0:20.0,,,90-101,,Defensive rebound by A. Morrow
0:00.0,End of 4th quarter,,,,End of 4th quarter
