time,Phoenix,pts.away,score,pts.home,Denver
11:04.0,,,87-74,,D. Gallinari enters the game for J. Lauvergne
11:04.0,,,87-74,,J. Nurkic misses free throw 2 of 2
11:02.0,,,87-74,,Offensive rebound by Team
10:45.0,,,87-74,,D. Gallinari misses 2-pt shot from 20 ft
10:43.0,,,87-74,,Offensive rebound by W. Barton
10:37.0,,,87-74,,Turnover by D. Gallinari (lost ball)
10:19.0,T. Warren makes 2-pt shot from 4 ft (assist by G. Green),2,89-74,,
9:55.0,,,89-77,3,W. Barton makes 3-pt shot from 23 ft
9:37.0,T. Warren misses 2-pt shot from 1 ft,,89-77,,
9:34.0,,,89-77,,Defensive rebound by D. Gallinari
9:29.0,,,89-77,,G. Harris misses 2-pt shot from 2 ft (block by E. Bledsoe)
9:29.0,,,89-77,,Offensive rebound by Team
9:29.0,,,89-77,,J. Lauvergne enters the game for J. Nurkic
9:15.0,,,89-77,,D. Gallinari misses 2-pt shot from 6 ft
9:14.0,Defensive rebound by M. Morris,,89-77,,
9:01.0,,,89-77,,Violation by W. Barton (def goaltending)
9:01.0,T. Warren makes 2-pt shot from 4 ft (assist by E. Bledsoe),2,91-77,,
8:41.0,,,91-77,,T. Lawson misses 2-pt shot from 13 ft
8:39.0,Defensive rebound by Team,,91-77,,
8:39.0,Official timeout,,91-77,,
8:25.0,G. Green misses 2-pt shot from 20 ft,,91-77,,
8:23.0,,,91-77,,Defensive rebound by J. Lauvergne
7:59.0,,,91-80,3,D. Gallinari makes 3-pt shot from 25 ft (assist by J. Lauvergne)
7:38.0,B. Wright misses 2-pt shot from 5 ft,,91-80,,
7:37.0,,,91-80,,Defensive rebound by D. Gallinari
7:17.0,,,91-83,3,T. Lawson makes 3-pt shot from 24 ft (assist by W. Barton)
7:17.0,Phoenix full timeout,,91-83,,
7:17.0,A. Len enters the game for G. Green,,91-83,,
7:17.0,P. Tucker enters the game for B. Wright,,91-83,,
7:17.0,B. Knight enters the game for M. Morris,,91-83,,
7:04.0,E. Bledsoe misses 2-pt shot from 17 ft,,91-83,,
7:03.0,Offensive rebound by A. Len,,91-83,,
6:53.0,Turnover by E. Bledsoe (bad pass; steal by G. Harris),,91-83,,
6:50.0,,,91-83,,Shooting foul by P. Tucker (drawn by J. Lauvergne)
6:50.0,,,91-84,1,J. Lauvergne makes free throw 1 of 2
6:50.0,,,91-85,1,J. Lauvergne makes free throw 2 of 2
6:30.0,A. Len misses 2-pt shot at rim (block by W. Barton),,91-85,,
6:28.0,Offensive rebound by P. Tucker,,91-85,,
6:27.0,P. Tucker makes 2-pt shot from 1 ft,2,93-85,,
6:14.0,,,93-85,,Turnover by G. Harris (bad pass; steal by E. Bledsoe)
6:09.0,E. Bledsoe makes 2-pt shot from 2 ft,2,95-85,,
6:00.0,,,95-85,,G. Harris misses 3-pt shot from 24 ft
5:58.0,Defensive rebound by E. Bledsoe,,95-85,,
5:42.0,Jump ball: T. Lawson vs. P. Tucker (T. Warren gains possession),,,,Jump ball: T. Lawson vs. P. Tucker (T. Warren gains possession)
5:40.0,Turnover by T. Warren (traveling),,95-85,,
5:29.0,,,95-85,,D. Gallinari misses 3-pt shot from 26 ft
5:27.0,Defensive rebound by E. Bledsoe,,95-85,,
5:19.0,B. Knight makes 3-pt shot from 26 ft (assist by E. Bledsoe),3,98-85,,
5:02.0,,,98-87,2,G. Harris makes 2-pt shot from 7 ft (assist by T. Lawson)
4:49.0,B. Knight makes 3-pt shot from 26 ft,3,101-87,,
4:49.0,,,101-87,,Denver full timeout
4:25.0,,,101-87,,G. Harris misses 2-pt shot from 1 ft
4:24.0,Defensive rebound by A. Len,,101-87,,
4:02.0,P. Tucker misses 3-pt shot from 25 ft,,101-87,,
4:00.0,,,101-87,,Defensive rebound by T. Lawson
3:53.0,Personal foul by E. Bledsoe (drawn by T. Lawson),,101-87,,
3:53.0,,,101-87,,R. Foye enters the game for G. Harris
3:37.0,,,101-90,3,W. Barton makes 3-pt shot from 25 ft (assist by T. Lawson)
3:14.0,B. Knight misses 2-pt shot from 22 ft,,101-90,,
3:14.0,,,101-90,,Defensive rebound by Team
3:06.0,,,101-92,2,T. Lawson makes 2-pt shot from 12 ft
2:45.0,P. Tucker misses 2-pt shot from 5 ft,,101-92,,
2:44.0,Offensive rebound by P. Tucker,,101-92,,
2:42.0,P. Tucker misses 2-pt shot from 4 ft,,101-92,,
2:40.0,Offensive rebound by A. Len,,101-92,,
2:40.0,A. Len misses 2-pt shot at rim,,101-92,,
2:38.0,Offensive rebound by A. Len,,101-92,,
2:35.0,A. Len makes 2-pt shot from 1 ft,2,103-92,,
2:21.0,,,103-92,,R. Foye misses 3-pt shot from 25 ft
2:19.0,Defensive rebound by B. Knight,,103-92,,
2:05.0,E. Bledsoe makes 3-pt shot from 26 ft (assist by B. Knight),3,106-92,,
2:05.0,,,106-92,,Denver full timeout
1:47.0,,,106-92,,T. Lawson misses 3-pt shot from 24 ft
1:46.0,Defensive rebound by T. Warren,,106-92,,
1:33.0,E. Bledsoe misses 3-pt shot from 25 ft,,106-92,,
1:31.0,,,106-92,,Defensive rebound by J. Lauvergne
1:27.0,,,106-92,,Shooting foul by T. Warren (drawn by W. Barton)
1:27.0,,,106-93,1,W. Barton makes free throw 1 of 2
1:27.0,A. Goodwin enters the game for E. Bledsoe,,106-93,,
1:27.0,E. Barron enters the game for A. Len,,106-93,,
1:27.0,,,106-94,1,W. Barton makes free throw 2 of 2
1:02.0,A. Goodwin misses 2-pt shot from 16 ft,,106-94,,
1:01.0,,,106-94,,Defensive rebound by T. Lawson
0:59.0,,,106-96,2,W. Barton makes 2-pt shot from 1 ft (assist by T. Lawson)
0:40.0,B. Knight makes 2-pt shot from 19 ft,2,108-96,,
0:30.0,Personal block foul by E. Barron (drawn by J. Lauvergne),,108-96,,
0:30.0,,,108-96,,J. Lauvergne misses free throw 1 of 2
0:30.0,,,108-96,,Offensive rebound by Team
0:30.0,R. Bullock enters the game for P. Tucker,,108-96,,
0:30.0,,,108-96,,J. Lauvergne misses free throw 2 of 2
0:28.0,Defensive rebound by B. Knight,,108-96,,
0:11.0,R. Bullock makes 2-pt shot at rim,2,110-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
