time,Orlando,pts.away,score,pts.home,Boston
6:21.0,V. Oladipo misses 3-pt shot from 23 ft,,79-74,,
6:20.0,,,79-74,,Defensive rebound by B. Bass
5:59.0,,,79-77,3,A. Bradley makes 3-pt shot from 24 ft (assist by P. Pressey)
5:43.0,N. Vucevic misses 2-pt shot from 16 ft,,79-77,,
5:43.0,,,79-77,,Defensive rebound by P. Pressey
5:22.0,,,79-79,2,E. Turner makes 2-pt shot from 17 ft
5:06.0,T. Harris makes 2-pt shot from 18 ft (assist by E. Payton),2,81-79,,
4:48.0,,,81-79,,A. Bradley misses 3-pt shot from 25 ft
4:47.0,Defensive rebound by E. Payton,,81-79,,
4:37.0,E. Payton makes 2-pt shot at rim,2,83-79,,
4:20.0,,,83-79,,J. Crowder misses 3-pt shot from 22 ft
4:19.0,Defensive rebound by V. Oladipo,,83-79,,
4:11.0,,,83-79,,Personal foul by A. Bradley (drawn by E. Payton)
4:11.0,D. Dedmon enters the game for M. Harkless,,83-79,,
4:11.0,,,83-79,,K. Olynyk enters the game for J. Crowder
4:01.0,T. Harris misses 2-pt shot from 18 ft,,83-79,,
4:00.0,,,83-79,,Defensive rebound by B. Bass
3:45.0,,,83-81,2,E. Turner makes 2-pt shot from 16 ft
3:23.0,E. Payton misses 3-pt shot from 24 ft,,83-81,,
3:22.0,,,83-81,,Defensive rebound by E. Turner
3:06.0,,,83-81,,Shooting foul by D. Dedmon (drawn by P. Pressey)
3:06.0,,,83-82,1,P. Pressey makes free throw 1 of 2
3:06.0,,,83-82,,P. Pressey misses free throw 2 of 2
3:06.0,Defensive rebound by V. Oladipo,,83-82,,
2:51.0,Orlando full timeout,,83-82,,
2:51.0,Official timeout,,83-82,,
2:43.0,Turnover by E. Payton (lost ball; steal by P. Pressey),,83-82,,
2:33.0,,,83-84,2,E. Turner makes 2-pt shot from 6 ft
2:33.0,,,83-84,,Shooting foul by V. Oladipo (drawn by E. Turner)
2:33.0,,,83-85,1,E. Turner makes free throw 1 of 1
2:18.0,,,83-85,,Personal block foul by K. Olynyk (drawn by V. Oladipo)
2:06.0,N. Vucevic makes 2-pt shot at rim (assist by E. Payton),2,85-85,,
1:54.0,,,85-87,2,E. Turner makes 2-pt shot from 12 ft
1:38.0,,,85-87,,Personal foul by P. Pressey (drawn by E. Payton)
1:38.0,M. Harkless enters the game for D. Dedmon,,85-87,,
1:38.0,,,85-87,,J. Crowder enters the game for K. Olynyk
1:28.0,E. Payton misses 2-pt shot from 6 ft,,85-87,,
1:27.0,,,85-87,,Defensive rebound by B. Bass
1:12.0,,,85-89,2,E. Turner makes 2-pt shot from 16 ft
1:12.0,Orlando full timeout,,85-89,,
1:08.0,V. Oladipo misses 2-pt shot from 3 ft (block by B. Bass),,85-89,,
1:06.0,,,85-89,,Defensive rebound by J. Crowder
0:53.0,,,85-91,2,B. Bass makes 2-pt shot at rim (assist by E. Turner)
0:53.0,,,85-91,,Shooting foul by M. Harkless (drawn by B. Bass)
0:53.0,,,85-91,,B. Bass misses free throw 1 of 1
0:53.0,,,85-91,,Offensive rebound by B. Bass
0:35.0,,,85-91,,Turnover by E. Turner (bad pass; steal by V. Oladipo)
0:29.0,Shooting foul by J. Crowder (drawn by E. Payton),,85-91,,
0:29.0,E. Payton misses free throw 1 of 2,,85-91,,
0:29.0,Offensive rebound by Team,,85-91,,
0:29.0,,,85-91,,T. Zeller enters the game for E. Turner
0:29.0,,,85-91,,M. Smart enters the game for P. Pressey
0:29.0,A. Gordon enters the game for N. Vucevic,,85-91,,
0:29.0,E. Payton makes free throw 2 of 2,1,86-91,,
0:29.0,,,86-91,,Boston full timeout
0:29.0,,,86-91,,E. Turner enters the game for B. Bass
0:29.0,,,86-91,,L. Datome enters the game for M. Smart
0:25.0,Personal foul by A. Gordon (drawn by E. Turner),,86-91,,
0:25.0,,,86-92,1,E. Turner makes free throw 1 of 2
0:25.0,N. Vucevic enters the game for M. Harkless,,86-92,,
0:25.0,D. Dedmon enters the game for A. Gordon,,86-92,,
0:25.0,,,86-92,,B. Bass enters the game for L. Datome
0:25.0,,,86-92,,P. Pressey enters the game for T. Zeller
0:25.0,,,86-93,1,E. Turner makes free throw 2 of 2
0:25.0,Orlando full timeout,,86-93,,
0:25.0,A. Gordon enters the game for D. Dedmon,,86-93,,
0:25.0,L. Ridnour enters the game for E. Payton,,86-93,,
0:25.0,,,86-93,,M. Smart enters the game for P. Pressey
0:23.0,V. Oladipo misses 3-pt shot from 23 ft,,86-93,,
0:22.0,,,86-93,,Defensive rebound by J. Crowder
0:19.0,Personal block foul by T. Harris (drawn by M. Smart),,86-93,,
0:19.0,,,86-94,1,M. Smart makes free throw 1 of 2
0:19.0,,,86-95,1,M. Smart makes free throw 2 of 2
0:11.0,V. Oladipo makes 2-pt shot from 18 ft,2,88-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
