time,Memphis,pts.away,score,pts.home,Portland
2:54.0,M. Conley makes 2-pt shot from 5 ft (assist by M. Gasol),2,101-90,,
2:42.0,,,101-90,,Shooting foul by M. Conley (drawn by D. Lillard)
2:42.0,Memphis full timeout,,101-90,,
2:42.0,,,101-90,,D. Lillard misses free throw 1 of 2
2:42.0,,,101-90,,Offensive rebound by Team
2:42.0,,,101-91,1,D. Lillard makes free throw 2 of 2
2:29.0,M. Conley makes 2-pt shot from 2 ft (assist by M. Gasol),2,103-91,,
2:17.0,,,103-91,,D. Lillard misses 2-pt shot from 2 ft
2:16.0,Defensive rebound by M. Gasol,,103-91,,
2:07.0,,,103-91,,Personal foul by D. Lillard (drawn by M. Conley)
2:07.0,M. Conley makes free throw 1 of 2,1,104-91,,
2:07.0,,,104-91,,S. Blake enters the game for R. Lopez
2:07.0,M. Conley makes free throw 2 of 2,1,105-91,,
1:59.0,,,105-93,2,D. Lillard makes 2-pt shot at rim
1:37.0,T. Allen makes 3-pt shot from 23 ft (assist by C. Lee),3,108-93,,
1:29.0,,,108-93,,W. Matthews misses 3-pt shot from 22 ft
1:28.0,Defensive rebound by Z. Randolph,,108-93,,
1:11.0,Z. Randolph misses 2-pt shot from 1 ft,,108-93,,
1:10.0,,,108-93,,Defensive rebound by W. Matthews
1:03.0,,,108-95,2,W. Matthews makes 2-pt shot at rim
1:03.0,Memphis full timeout,,108-95,,
1:03.0,,,108-95,,A. Crabbe enters the game for L. Aldridge
1:03.0,,,108-95,,W. Barton enters the game for W. Matthews
1:03.0,,,108-95,,J. Freeland enters the game for D. Lillard
0:54.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Gasol),2,110-95,,
0:48.0,,,110-97,2,W. Barton makes 2-pt shot from 3 ft (assist by N. Batum)
0:44.0,,,110-97,,Personal foul by W. Barton (drawn by M. Conley)
0:44.0,M. Conley makes free throw 1 of 2,1,111-97,,
0:44.0,B. Udrih enters the game for T. Allen,,111-97,,
0:44.0,J. Stokes enters the game for Z. Randolph,,111-97,,
0:44.0,J. Leuer enters the game for M. Gasol,,111-97,,
0:44.0,M. Conley makes free throw 2 of 2,1,112-97,,
0:37.0,,,112-99,2,W. Barton makes 2-pt shot from 8 ft (assist by S. Blake)
0:13.0,B. Udrih misses 3-pt shot from 22 ft,,112-99,,
0:11.0,Offensive rebound by M. Conley,,112-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
