time,Houston,pts.away,score,pts.home,Sacramento
3:44.0,J. Harden misses 2-pt shot from 1 ft,,84-87,,
3:43.0,,,84-87,,Defensive rebound by D. Williams
3:39.0,,,84-87,,Turnover by D. Williams (lost ball)
3:28.0,,,84-87,,Personal foul by J. Thompson (drawn by D. Motiejunas)
3:28.0,D. Motiejunas makes free throw 1 of 2,1,85-87,,
3:28.0,J. Terry enters the game for T. Daniels,,85-87,,
3:28.0,D. Motiejunas makes free throw 2 of 2,1,86-87,,
3:14.0,,,86-87,,Shooting foul by D. Motiejunas (drawn by J. Thompson)
3:14.0,,,86-87,,J. Thompson misses free throw 1 of 2
3:14.0,,,86-87,,Offensive rebound by Team
3:14.0,,,86-88,1,J. Thompson makes free throw 2 of 2
3:06.0,J. Harden misses 3-pt shot from 27 ft,,86-88,,
3:05.0,,,86-88,,Defensive rebound by B. McLemore
2:53.0,,,86-88,,Offensive charge foul by D. Collison
2:53.0,,,86-88,,Turnover by D. Collison (offensive foul)
2:53.0,Official timeout,,86-88,,
2:36.0,J. Harden makes 2-pt shot at rim,2,88-88,,
2:13.0,,,88-90,2,R. Gay makes 2-pt shot from 9 ft (assist by D. Collison)
1:49.0,T. Ariza makes 2-pt shot from 3 ft,2,90-90,,
1:33.0,,,90-93,3,D. Williams makes 3-pt shot from 25 ft (assist by R. Gay)
1:12.0,T. Ariza misses 3-pt shot from 25 ft,,90-93,,
1:12.0,,,90-93,,Defensive rebound by Team
1:12.0,Loose ball foul by D. Motiejunas (drawn by J. Thompson),,90-93,,
1:12.0,J. Dorsey enters the game for D. Motiejunas,,90-93,,
1:12.0,,,90-94,1,J. Thompson makes free throw 1 of 2
1:12.0,,,90-95,1,J. Thompson makes free throw 2 of 2
0:59.0,J. Harden misses 3-pt shot from 26 ft,,90-95,,
0:58.0,Offensive rebound by T. Ariza,,90-95,,
0:57.0,Shooting foul by D. Williams (drawn by T. Ariza),,90-95,,
0:57.0,T. Ariza makes free throw 1 of 2,1,91-95,,
0:57.0,T. Ariza makes free throw 2 of 2,1,92-95,,
0:37.0,,,92-95,,R. Gay misses 3-pt shot from 24 ft
0:36.0,Defensive rebound by P. Beverley,,92-95,,
0:21.0,J. Harden makes 3-pt shot from 25 ft (assist by P. Beverley),3,95-95,,
0:21.0,,,95-95,,Sacramento full timeout
0:02.0,,,95-95,,R. Gay misses 2-pt shot from 17 ft
0:01.0,Defensive rebound by J. Dorsey,,95-95,,
0:01.0,Houston full timeout,,95-95,,
0:01.0,,,95-95,,R. Hollins enters the game for J. Thompson
0:01.0,T. Daniels enters the game for J. Dorsey,,95-95,,
0:00.0,J. Harden misses 2-pt shot from 19 ft,,95-95,,
0:00.0,Offensive rebound by Team,,95-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: T. Ariza vs. J. Thompson (J. Dorsey gains possession),,,,Jump ball: T. Ariza vs. J. Thompson (J. Dorsey gains possession)
4:45.0,J. Harden makes 2-pt shot from 3 ft,2,97-95,,
4:25.0,,,97-95,,D. Collison misses 2-pt shot from 13 ft
4:24.0,Defensive rebound by T. Ariza,,97-95,,
4:07.0,J. Harden makes 3-pt shot from 25 ft,3,100-95,,
3:47.0,,,100-95,,R. Gay misses 2-pt shot from 19 ft
3:46.0,Defensive rebound by J. Dorsey,,100-95,,
3:33.0,J. Harden makes 2-pt shot from 2 ft,2,102-95,,
3:33.0,,,102-95,,Sacramento full timeout
3:22.0,Personal foul by T. Ariza (drawn by R. Gay),,102-95,,
3:14.0,,,102-95,,Shooting foul by J. Dorsey (drawn by J. Thompson)
3:14.0,,,102-95,,J. Thompson misses free throw 1 of 2
3:14.0,,,102-95,,Offensive rebound by Team
3:14.0,,,102-96,1,J. Thompson makes free throw 2 of 2
2:47.0,J. Harden misses 2-pt shot from 14 ft,,102-96,,
2:47.0,,,102-96,,Defensive rebound by J. Thompson
2:32.0,,,102-96,,R. Gay misses 2-pt shot from 6 ft
2:31.0,Defensive rebound by J. Dorsey,,102-96,,
2:20.0,J. Harden makes 2-pt shot from 2 ft,2,104-96,,
2:19.0,,,104-96,,Sacramento full timeout
2:04.0,,,104-96,,B. McLemore misses 2-pt shot from 19 ft
2:03.0,Defensive rebound by P. Beverley,,104-96,,
1:48.0,Shooting foul by J. Thompson (drawn by J. Harden),,104-96,,
1:48.0,J. Harden misses free throw 1 of 2,,104-96,,
1:48.0,Offensive rebound by Team,,104-96,,
1:48.0,,,104-96,,N. Stauskas enters the game for J. Thompson
1:48.0,J. Harden makes free throw 2 of 2,1,105-96,,
1:39.0,,,105-96,,D. Williams misses 3-pt shot from 24 ft
1:38.0,Defensive rebound by J. Dorsey,,105-96,,
1:16.0,P. Beverley misses 3-pt shot from 24 ft,,105-96,,
1:16.0,,,105-96,,Defensive rebound by R. Gay
1:08.0,,,105-99,3,R. Gay makes 3-pt shot from 24 ft (assist by N. Stauskas)
0:45.0,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden),3,108-99,,
0:45.0,,,108-99,,Sacramento full timeout
0:42.0,,,108-99,,Shooting foul by J. Terry (drawn by B. McLemore)
0:42.0,,,108-100,1,B. McLemore makes free throw 1 of 2
0:42.0,,,108-100,,B. McLemore misses free throw 2 of 2
0:41.0,Defensive rebound by P. Beverley,,108-100,,
0:30.0,,,108-100,,Personal take foul by N. Stauskas (drawn by P. Beverley)
0:30.0,P. Beverley misses free throw 1 of 2,,108-100,,
0:30.0,Offensive rebound by Team,,108-100,,
0:30.0,N. Johnson enters the game for J. Harden,,108-100,,
0:30.0,P. Beverley makes free throw 2 of 2,1,109-100,,
0:22.0,,,109-103,3,D. Collison makes 3-pt shot from 27 ft
0:21.0,,,109-103,,Personal take foul by B. McLemore
0:21.0,P. Beverley misses free throw 1 of 2,,109-103,,
0:21.0,Offensive rebound by Team,,109-103,,
0:21.0,P. Beverley misses free throw 2 of 2,,109-103,,
0:20.0,,,109-103,,Defensive rebound by R. Gay
0:13.0,,,109-106,3,N. Stauskas makes 3-pt shot from 28 ft (assist by D. Collison)
0:13.0,Houston full timeout,,109-106,,
0:13.0,J. Harden enters the game for J. Dorsey,,109-106,,
0:13.0,T. Daniels enters the game for N. Johnson,,109-106,,
0:13.0,,,109-106,,Personal take foul by N. Stauskas (drawn by J. Terry)
0:13.0,J. Terry makes free throw 1 of 2,1,110-106,,
0:13.0,J. Terry makes free throw 2 of 2,1,111-106,,
0:07.0,,,111-109,3,D. Collison makes 3-pt shot from 26 ft
0:07.0,,,111-109,,Personal take foul by B. McLemore (drawn by J. Harden)
0:07.0,J. Harden makes free throw 1 of 2,1,112-109,,
0:07.0,J. Harden makes free throw 2 of 2,1,113-109,,
0:00.0,,,113-109,,D. Collison misses 3-pt shot from 30 ft
0:00.0,,,113-109,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
