time,Atlanta,pts.away,score,pts.home,Milwaukee
2:42.0,,,84-80,,Defensive rebound by K. Marshall
2:26.0,,,84-80,,B. Knight misses 2-pt shot from 1 ft (block by A. Horford)
2:23.0,Defensive rebound by J. Teague,,84-80,,
2:17.0,,,84-80,,Personal block foul by B. Knight (drawn by J. Teague)
2:01.0,D. Carroll misses 2-pt shot from 13 ft (block by G. Antetokounmpo),,84-80,,
1:59.0,,,84-80,,Defensive rebound by J. Henson
1:50.0,,,84-80,,Turnover by K. Marshall (bad pass; steal by A. Horford)
1:45.0,P. Millsap makes 2-pt shot at rim (assist by D. Carroll),2,86-80,,
1:26.0,,,86-80,,K. Marshall misses 3-pt shot from 27 ft
1:25.0,Defensive rebound by J. Teague,,86-80,,
1:15.0,,,86-80,,Violation by J. Henson (kicked ball)
1:15.0,,,86-80,,J. Bayless enters the game for K. Marshall
1:00.0,P. Millsap misses 3-pt shot from 24 ft,,86-80,,
1:00.0,,,86-80,,Defensive rebound by B. Knight
0:53.0,,,86-80,,B. Knight misses 2-pt shot from 1 ft
0:52.0,Defensive rebound by J. Teague,,86-80,,
0:34.0,P. Millsap misses 2-pt shot at rim (block by G. Antetokounmpo),,86-80,,
0:31.0,Offensive rebound by J. Teague,,86-80,,
0:30.0,,,86-80,,Personal foul by J. Henson (drawn by A. Horford)
0:29.0,,,86-80,,Personal take foul by J. Bayless (drawn by J. Teague)
0:29.0,J. Teague makes free throw 1 of 2,1,87-80,,
0:29.0,T. Sefolosha enters the game for K. Korver,,87-80,,
0:29.0,J. Teague makes free throw 2 of 2,1,88-80,,
0:29.0,,,88-80,,Milwaukee full timeout
0:29.0,,,88-80,,Z. Pachulia enters the game for G. Antetokounmpo
0:29.0,,,88-80,,J. Dudley enters the game for J. Henson
0:25.0,,,88-83,3,K. Middleton makes 3-pt shot from 25 ft (assist by B. Knight)
0:25.0,Atlanta full timeout,,88-83,,
0:25.0,,,88-83,,G. Antetokounmpo enters the game for Z. Pachulia
0:25.0,K. Korver enters the game for T. Sefolosha,,88-83,,
0:24.0,,,88-83,,Personal take foul by G. Antetokounmpo (drawn by A. Horford)
0:24.0,A. Horford makes free throw 1 of 2,1,89-83,,
0:24.0,A. Horford makes free throw 2 of 2,1,90-83,,
0:24.0,,,90-83,,Milwaukee full timeout
0:24.0,,,90-83,,Z. Pachulia enters the game for G. Antetokounmpo
0:24.0,T. Sefolosha enters the game for A. Horford,,90-83,,
0:18.0,,,90-83,,K. Middleton misses 3-pt shot from 25 ft
0:17.0,,,90-83,,Offensive rebound by J. Bayless
0:13.0,,,90-83,,J. Dudley misses 3-pt shot from 23 ft
0:13.0,,,90-83,,Offensive rebound by Team
0:07.0,,,90-83,,J. Bayless misses 2-pt shot from 22 ft
0:06.0,,,90-83,,Offensive rebound by K. Middleton
0:04.0,,,90-83,,K. Middleton misses 2-pt shot from 1 ft
0:01.0,,,90-83,,Offensive rebound by J. Dudley
0:01.0,,,90-85,2,J. Dudley makes 2-pt shot from 2 ft
0:01.0,Offensive foul by K. Korver,,90-85,,
0:01.0,Turnover by K. Korver (offensive foul),,90-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
