time,Memphis,pts.away,score,pts.home,LA Lakers
1:09.0,,,97-93,,K. Bryant misses 3-pt shot from 24 ft
1:06.0,Defensive rebound by M. Gasol,,97-93,,
0:50.0,Q. Pondexter misses 3-pt shot from 23 ft,,97-93,,
0:49.0,Offensive rebound by Team,,97-93,,
0:49.0,,,97-93,,Loose ball foul by J. Lin (drawn by J. Leuer)
0:49.0,Memphis full timeout,,97-93,,
0:49.0,Z. Randolph enters the game for J. Leuer,,97-93,,
0:32.0,M. Gasol misses 2-pt shot from 16 ft,,97-93,,
0:31.0,,,97-93,,Defensive rebound by J. Lin
0:16.0,,,97-93,,Turnover by K. Bryant (bad pass; steal by M. Gasol)
0:12.0,,,97-93,,Personal take foul by N. Young (drawn by M. Conley)
0:12.0,M. Conley makes free throw 1 of 2,1,98-93,,
0:12.0,M. Conley makes free throw 2 of 2,1,99-93,,
0:12.0,,,99-93,,LA Lakers full timeout
0:12.0,J. Leuer enters the game for Z. Randolph,,99-93,,
0:10.0,,,99-93,,K. Bryant misses 3-pt shot from 24 ft
0:07.0,Defensive rebound by Q. Pondexter,,99-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
