time,Chicago,pts.away,score,pts.home,Toronto
2:40.0,,,93-83,,T. Ross misses 3-pt shot from 26 ft
2:38.0,,,93-83,,Offensive rebound by A. Johnson
2:37.0,,,93-83,,Turnover by A. Johnson (bad pass)
2:37.0,Chicago full timeout,,93-83,,
2:24.0,J. Noah misses 2-pt shot from 3 ft,,93-83,,
2:24.0,Offensive rebound by J. Noah,,93-83,,
2:06.0,Turnover by D. Rose (bad pass; steal by J. Johnson),,93-83,,
2:00.0,,,93-86,3,T. Ross makes 3-pt shot from 25 ft (assist by J. Johnson)
1:53.0,Chicago full timeout,,93-86,,
1:53.0,M. Dunleavy enters the game for D. Rose,,93-86,,
1:50.0,Chicago full timeout,,93-86,,
1:47.0,P. Gasol misses 2-pt shot from 2 ft (block by J. Johnson),,93-86,,
1:46.0,,,93-86,,Defensive rebound by K. Lowry
1:44.0,,,93-88,2,A. Johnson makes 2-pt shot at rim (assist by K. Lowry)
1:44.0,Chicago full timeout,,93-88,,
1:32.0,J. Butler makes 2-pt shot from 20 ft (assist by J. Noah),2,95-88,,
1:20.0,,,95-88,,K. Lowry misses 2-pt shot from 10 ft
1:19.0,,,95-88,,Offensive rebound by J. Johnson
1:19.0,,,95-90,2,J. Johnson makes 2-pt shot from 1 ft
0:59.0,Shooting foul by T. Ross (drawn by M. Dunleavy),,95-90,,
0:59.0,M. Dunleavy makes free throw 1 of 3,1,96-90,,
0:59.0,M. Dunleavy misses free throw 2 of 3,,96-90,,
0:59.0,Offensive rebound by Team,,96-90,,
0:59.0,M. Dunleavy makes free throw 3 of 3,1,97-90,,
0:59.0,,,97-90,,Toronto full timeout
0:54.0,,,97-90,,K. Lowry misses 3-pt shot from 25 ft
0:53.0,Defensive rebound by J. Noah,,97-90,,
0:48.0,Turnover by K. Hinrich (bad pass),,97-90,,
0:42.0,,,97-90,,K. Lowry misses 2-pt shot from 8 ft
0:41.0,Defensive rebound by P. Gasol,,97-90,,
0:37.0,Turnover by P. Gasol (lost ball; steal by A. Johnson),,97-90,,
0:34.0,,,97-90,,A. Johnson misses 2-pt shot from 2 ft (block by P. Gasol)
0:33.0,,,97-90,,Offensive rebound by Team
0:33.0,,,97-90,,G. Vasquez enters the game for J. Johnson
0:30.0,Personal foul by P. Gasol (drawn by D. DeRozan),,97-90,,
0:30.0,,,97-91,1,D. DeRozan makes free throw 1 of 2
0:30.0,,,97-91,,J. Johnson enters the game for G. Vasquez
0:30.0,,,97-91,,L. Williams enters the game for K. Lowry
0:30.0,,,97-92,1,D. DeRozan makes free throw 2 of 2
0:30.0,,,97-92,,Personal foul by T. Ross (drawn by J. Butler)
0:30.0,J. Butler makes free throw 1 of 2,1,98-92,,
0:30.0,,,98-92,,J. Valanciunas enters the game for L. Williams
0:30.0,J. Butler makes free throw 2 of 2,1,99-92,,
0:30.0,,,99-92,,Toronto full timeout
0:30.0,,,99-92,,K. Lowry enters the game for J. Valanciunas
0:30.0,,,99-92,,G. Vasquez enters the game for J. Johnson
0:26.0,,,99-92,,T. Ross misses 3-pt shot from 27 ft
0:25.0,,,99-92,,Offensive rebound by Team
0:25.0,Loose ball foul by K. Hinrich (drawn by K. Lowry),,99-92,,
0:25.0,,,99-92,,K. Lowry misses free throw 1 of 2
0:25.0,,,99-92,,Offensive rebound by Team
0:25.0,,,99-92,,J. Johnson enters the game for G. Vasquez
0:25.0,,,99-93,1,K. Lowry makes free throw 2 of 2
0:20.0,,,99-93,,Personal foul by T. Ross (drawn by J. Noah)
0:20.0,J. Noah misses free throw 1 of 2,,99-93,,
0:20.0,Offensive rebound by Team,,99-93,,
0:20.0,,,99-93,,J. Valanciunas enters the game for T. Ross
0:20.0,J. Noah misses free throw 2 of 2,,99-93,,
0:20.0,,,99-93,,Defensive rebound by A. Johnson
0:13.0,,,99-93,,J. Johnson misses 3-pt shot from 27 ft
0:12.0,Defensive rebound by J. Butler,,99-93,,
0:10.0,,,99-93,,Personal foul by D. DeRozan (drawn by J. Butler)
0:10.0,J. Butler makes free throw 1 of 2,1,100-93,,
0:10.0,J. Butler misses free throw 2 of 2,,100-93,,
0:10.0,,,100-93,,Defensive rebound by J. Johnson
0:10.0,,,100-93,,Toronto full timeout
0:10.0,,,100-93,,G. Vasquez enters the game for J. Valanciunas
0:10.0,,,100-93,,T. Ross enters the game for J. Johnson
0:04.0,,,100-93,,D. DeRozan misses 2-pt shot from 3 ft
0:03.0,Defensive rebound by P. Gasol,,100-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
