time,Washington,pts.away,score,pts.home,Toronto
4:43.0,,,106-93,2,L. Williams makes 2-pt shot from 7 ft
4:24.0,,,106-93,,Personal foul by G. Vasquez (drawn by M. Gortat)
4:09.0,J. Wall misses 2-pt shot from 16 ft,,106-93,,
4:08.0,,,106-93,,Defensive rebound by P. Patterson
3:56.0,,,106-93,,J. Valanciunas misses 2-pt shot from 4 ft
3:55.0,Defensive rebound by P. Pierce,,106-93,,
3:34.0,B. Beal misses 2-pt shot from 20 ft,,106-93,,
3:33.0,,,106-93,,Defensive rebound by D. DeRozan
3:23.0,,,106-96,3,G. Vasquez makes 3-pt shot from 27 ft (assist by D. DeRozan)
2:59.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,108-96,,
2:59.0,Shooting foul by D. DeRozan (drawn by M. Gortat),,108-96,,
2:59.0,Official timeout,,108-96,,
2:59.0,,,108-96,,T. Ross enters the game for J. Valanciunas
2:59.0,M. Gortat makes free throw 1 of 1,1,109-96,,
2:53.0,,,109-96,,Offensive foul by D. DeRozan
2:53.0,,,109-96,,Turnover by D. DeRozan (offensive foul)
2:29.0,O. Porter misses 3-pt shot from 23 ft,,109-96,,
2:28.0,,,109-96,,Defensive rebound by D. DeRozan
2:19.0,,,109-98,2,P. Patterson makes 2-pt shot at rim (assist by D. DeRozan)
1:58.0,Shooting foul by L. Williams (drawn by P. Pierce),,109-98,,
1:58.0,P. Pierce misses free throw 1 of 2,,109-98,,
1:58.0,Offensive rebound by Team,,109-98,,
1:58.0,P. Pierce makes free throw 2 of 2,1,110-98,,
1:47.0,,,110-100,2,D. DeRozan makes 2-pt shot from 3 ft
1:40.0,Shooting foul by G. Vasquez (drawn by M. Gortat),,110-100,,
1:40.0,M. Gortat misses free throw 1 of 2,,110-100,,
1:40.0,Offensive rebound by Team,,110-100,,
1:40.0,M. Gortat makes free throw 2 of 2,1,111-100,,
1:29.0,,,111-100,,G. Vasquez misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by O. Porter,,111-100,,
1:09.0,J. Wall makes 3-pt shot from 27 ft,3,114-100,,
1:04.0,,,114-102,2,L. Williams makes 2-pt shot from 8 ft
0:44.0,,,114-102,,Personal foul by T. Ross (drawn by J. Wall)
0:44.0,J. Wall misses free throw 1 of 2,,114-102,,
0:44.0,Offensive rebound by Team,,114-102,,
0:44.0,J. Wall makes free throw 2 of 2,1,115-102,,
0:44.0,,,115-102,,Toronto full timeout
0:44.0,R. Sessions enters the game for M. Gortat,,115-102,,
0:41.0,,,115-104,2,D. DeRozan makes 2-pt shot from 2 ft (assist by G. Vasquez)
0:35.0,,,115-104,,Personal foul by T. Ross (drawn by B. Beal)
0:35.0,B. Beal makes free throw 1 of 2,1,116-104,,
0:35.0,B. Beal makes free throw 2 of 2,1,117-104,,
0:35.0,,,117-104,,Toronto full timeout
0:31.0,,,117-106,2,D. DeRozan makes 2-pt shot from 5 ft (assist by G. Vasquez)
0:30.0,,,117-106,,Personal foul by L. Williams (drawn by J. Wall)
0:30.0,J. Wall misses free throw 1 of 2,,117-106,,
0:30.0,Offensive rebound by Team,,117-106,,
0:30.0,J. Wall misses free throw 2 of 2,,117-106,,
0:30.0,Offensive rebound by O. Porter,,117-106,,
0:05.0,Turnover by Team (shot clock),,117-106,,
0:00.0,,,117-106,,L. Williams misses 3-pt shot from 30 ft
0:00.0,,,117-106,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
