time,New Orleans,pts.away,score,pts.home,San Antonio
0:14.0,,,82-82,2,T. Duncan makes 2-pt shot from 6 ft
0:14.0,New Orleans full timeout,,82-82,,
0:14.0,,,82-82,,C. Joseph enters the game for M. Bonner
0:14.0,R. Anderson enters the game for O. Asik,,82-82,,
0:14.0,J. Fredette enters the game for A. Rivers,,82-82,,
0:01.0,T. Evans misses 2-pt shot from 6 ft,,82-82,,
0:01.0,Offensive rebound by A. Davis,,82-82,,
0:01.0,A. Davis makes 2-pt shot at rim,2,84-82,,
0:01.0,,,84-82,,San Antonio full timeout
0:01.0,O. Asik enters the game for R. Anderson,,84-82,,
0:01.0,A. Rivers enters the game for J. Fredette,,84-82,,
0:01.0,,,84-82,,M. Belinelli enters the game for C. Joseph
0:01.0,,,84-82,,B. Diaw enters the game for P. Mills
0:00.0,,,84-84,2,T. Duncan makes 2-pt shot from 1 ft (assist by B. Diaw)
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Davis vs. T. Duncan (J. Holiday gains possession),,,,Jump ball: A. Davis vs. T. Duncan (J. Holiday gains possession)
4:45.0,J. Holiday makes 2-pt shot from 12 ft,2,86-84,,
4:23.0,,,86-84,,M. Ginobili misses 3-pt shot from 24 ft
4:22.0,Defensive rebound by R. Anderson,,86-84,,
4:08.0,J. Holiday makes 3-pt shot from 25 ft,3,89-84,,
3:47.0,,,89-84,,D. Green misses 3-pt shot from 23 ft
3:46.0,Defensive rebound by J. Fredette,,89-84,,
3:24.0,J. Fredette misses 2-pt shot from 8 ft,,89-84,,
3:23.0,,,89-84,,Defensive rebound by T. Duncan
3:14.0,,,89-86,2,T. Duncan makes 2-pt shot from 4 ft (assist by P. Mills)
2:47.0,R. Anderson misses 3-pt shot from 24 ft,,89-86,,
2:46.0,,,89-86,,Defensive rebound by T. Splitter
2:38.0,,,89-86,,Turnover by D. Green (bad pass; steal by A. Davis)
2:34.0,J. Fredette makes 2-pt shot from 1 ft (assist by J. Holiday),2,91-86,,
2:34.0,,,91-86,,San Antonio full timeout
2:12.0,,,91-88,2,M. Ginobili makes 2-pt shot from 1 ft (assist by P. Mills)
1:57.0,J. Fredette misses 3-pt shot from 27 ft,,91-88,,
1:55.0,Offensive rebound by T. Evans,,91-88,,
1:38.0,R. Anderson misses 3-pt shot from 23 ft,,91-88,,
1:37.0,,,91-88,,Defensive rebound by D. Green
1:20.0,Personal foul by J. Holiday (drawn by T. Duncan),,91-88,,
1:20.0,D. Cunningham enters the game for J. Holiday,,91-88,,
1:17.0,,,91-90,2,M. Ginobili makes 2-pt shot from 1 ft (assist by T. Duncan)
1:02.0,Turnover by R. Anderson (bad pass),,91-90,,
1:02.0,A. Rivers enters the game for D. Cunningham,,91-90,,
0:49.0,Personal block foul by R. Anderson (drawn by M. Ginobili),,91-90,,
0:49.0,,,91-90,,M. Ginobili misses free throw 1 of 2
0:49.0,,,91-90,,Offensive rebound by Team
0:49.0,,,91-91,1,M. Ginobili makes free throw 2 of 2
0:49.0,New Orleans full timeout,,91-91,,
0:42.0,T. Evans misses 2-pt shot from 3 ft (block by D. Green),,91-91,,
0:41.0,,,91-91,,Defensive rebound by D. Green
0:40.0,Personal foul by T. Evans (drawn by D. Green),,91-91,,
0:40.0,,,91-91,,D. Green misses free throw 1 of 2
0:40.0,,,91-91,,Offensive rebound by Team
0:40.0,,,91-92,1,D. Green makes free throw 2 of 2
0:40.0,New Orleans full timeout,,91-92,,
0:40.0,L. Babbitt enters the game for A. Rivers,,91-92,,
0:37.0,A. Davis makes 2-pt shot from 5 ft,2,93-92,,
0:37.0,,,93-92,,Shooting block foul by P. Mills (drawn by A. Davis)
0:37.0,A. Rivers enters the game for L. Babbitt,,93-92,,
0:37.0,A. Davis misses free throw 1 of 1,,93-92,,
0:37.0,,,93-92,,Defensive rebound by M. Ginobili
0:24.0,,,93-94,2,M. Ginobili makes 2-pt shot from 2 ft (assist by T. Duncan)
0:01.0,T. Evans misses 3-pt shot from 23 ft,,93-94,,
0:01.0,,,93-94,,Defensive rebound by T. Duncan
0:01.0,Personal foul by A. Rivers (drawn by T. Duncan),,93-94,,
0:01.0,,,93-95,1,T. Duncan makes free throw 1 of 2
0:01.0,,,93-95,,T. Duncan misses free throw 2 of 2
0:00.0,Defensive rebound by A. Davis,,93-95,,
0:00.0,New Orleans full timeout,,93-95,,
0:00.0,,,93-95,,C. Joseph enters the game for P. Mills
0:00.0,L. Babbitt enters the game for A. Rivers,,93-95,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
