time,Chicago,pts.away,score,pts.home,Milwaukee
3:50.0,Offensive rebound by M. Dunleavy,,79-87,,
3:43.0,Turnover by P. Gasol (lost ball; steal by K. Middleton),,79-87,,
3:38.0,,,79-87,,K. Middleton misses 2-pt shot at rim
3:38.0,Defensive rebound by Team,,79-87,,
3:28.0,D. Rose makes 2-pt shot from 1 ft,2,81-87,,
3:02.0,,,81-87,,Turnover by Team (shot clock)
2:38.0,J. Butler makes 3-pt shot from 24 ft (assist by M. Dunleavy),3,84-87,,
2:19.0,,,84-87,,O. Mayo misses 2-pt shot from 1 ft
2:18.0,,,84-87,,Offensive rebound by Team
2:17.0,Personal block foul by N. Mirotic (drawn by J. Dudley),,84-87,,
1:56.0,,,84-87,,J. Bayless misses 2-pt shot from 16 ft
1:55.0,,,84-87,,Offensive rebound by J. Dudley
1:54.0,,,84-87,,J. Dudley misses 2-pt shot at rim (block by P. Gasol)
1:48.0,,,84-87,,Offensive rebound by O. Mayo
1:47.0,,,84-87,,J. Henson misses 2-pt shot from 1 ft (block by D. Rose)
1:44.0,,,84-87,,Offensive rebound by J. Henson
1:42.0,,,84-90,3,O. Mayo makes 3-pt shot from 26 ft (assist by J. Henson)
1:42.0,Chicago full timeout,,84-90,,
1:32.0,N. Mirotic misses 3-pt shot from 26 ft,,84-90,,
1:30.0,,,84-90,,Defensive rebound by O. Mayo
1:11.0,,,84-90,,J. Dudley misses 2-pt shot at rim
1:10.0,Defensive rebound by P. Gasol,,84-90,,
1:10.0,,,84-90,,Personal foul by J. Henson (drawn by P. Gasol)
1:05.0,D. Rose makes 3-pt shot from 27 ft,3,87-90,,
0:45.0,,,87-90,,K. Middleton misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by D. Rose,,87-90,,
0:38.0,P. Gasol makes 2-pt shot at rim (assist by D. Rose),2,89-90,,
0:38.0,Shooting foul by J. Dudley (drawn by P. Gasol),,89-90,,
0:38.0,P. Gasol makes free throw 1 of 1,1,90-90,,
0:38.0,,,90-90,,Milwaukee full timeout
0:38.0,T. Gibson enters the game for M. Dunleavy,,90-90,,
0:38.0,K. Hinrich enters the game for P. Gasol,,90-90,,
0:38.0,J. Noah enters the game for N. Mirotic,,90-90,,
0:23.0,,,90-90,,J. Bayless misses 2-pt shot at rim
0:20.0,Defensive rebound by T. Gibson,,90-90,,
0:01.0,Turnover by D. Rose (bad pass; steal by K. Middleton),,90-90,,
0:01.0,,,90-90,,Milwaukee full timeout
0:01.0,,,90-90,,Milwaukee full timeout
0:00.0,,,90-92,2,J. Bayless makes 2-pt shot from 1 ft (assist by J. Dudley)
0:00.0,End of 4th quarter,,,,End of 4th quarter
