time,Oklahoma City,pts.away,score,pts.home,New Orleans
1:27.0,Defensive rebound by D. Waiters,,98-91,,
1:42.0,R. Westbrook makes 2-pt shot from 14 ft,2,100-91,,
1:28.0,,,100-91,,E. Gordon misses 3-pt shot from 25 ft
1:07.0,Offensive rebound by S. Adams,,100-91,,
1:09.0,R. Westbrook misses 2-pt shot from 18 ft,,100-91,,
0:36.0,,,100-91,,Offensive rebound by R. Anderson
0:47.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,102-91,,
0:39.0,,,102-91,,T. Evans misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by D. Waiters,,102-91,,
0:34.0,,,102-91,,R. Anderson misses 3-pt shot from 23 ft
8:15.0,Defensive rebound by Team,,102-91,,
0:16.0,,,102-91,,Personal take foul by T. Evans (drawn by A. Morrow)
0:11.0,R. Jackson enters the game for S. Ibaka,,102-91,,
0:11.0,K. Perkins enters the game for S. Adams,,102-91,,
0:11.0,I. Smith enters the game for R. Westbrook,,102-91,,
0:11.0,A. Roberson enters the game for A. Morrow,,102-91,,
0:02.0,Turnover by Team (shot clock),,102-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
