time,Milwaukee,pts.away,score,pts.home,Cleveland
2:15.0,B. Knight makes 2-pt shot at rim (assist by K. Middleton),2,91-73,,
2:08.0,Jump ball: K. Irving vs. B. Knight (J. Jones gains possession),,,,Jump ball: K. Irving vs. B. Knight (J. Jones gains possession)
2:00.0,,,91-76,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by J. Jones)
1:54.0,,,91-76,,Personal foul by T. Thompson (drawn by G. Antetokounmpo)
1:54.0,,,91-76,,A. Price enters the game for K. Irving
1:54.0,K. Marshall enters the game for B. Knight,,91-76,,
1:54.0,,,91-76,,J. Harris enters the game for M. Miller
1:54.0,,,91-76,,A. Kirk enters the game for T. Thompson
1:37.0,G. Antetokounmpo misses 2-pt shot from 15 ft,,91-76,,
1:35.0,,,91-76,,Defensive rebound by J. Jones
1:17.0,,,91-78,2,J. Harris makes 2-pt shot from 18 ft (assist by M. Dellavedova)
0:56.0,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Marshall),2,93-78,,
0:51.0,Personal foul by J. Dudley (drawn by A. Price),,93-78,,
0:51.0,,,93-79,1,A. Price makes free throw 1 of 2
0:51.0,J. O'Bryant enters the game for J. Dudley,,93-79,,
0:51.0,N. Wolters enters the game for J. Henson,,93-79,,
0:51.0,,,93-80,1,A. Price makes free throw 2 of 2
0:42.0,Shooting foul by J. Jones (drawn by J. O'Bryant),,93-80,,
0:42.0,J. O'Bryant misses free throw 1 of 2,,93-80,,
0:42.0,Offensive rebound by Team,,93-80,,
0:42.0,J. O'Bryant misses free throw 2 of 2,,93-80,,
0:41.0,,,93-80,,Defensive rebound by J. Jones
0:28.0,,,93-80,,Turnover by A. Price (bad pass; steal by K. Middleton)
0:06.0,G. Antetokounmpo makes 3-pt shot from 25 ft,3,96-80,,
0:01.0,,,96-80,,A. Price misses 3-pt shot from 26 ft
0:01.0,,,96-80,,Offensive rebound by A. Kirk
0:00.0,,,96-80,,A. Kirk misses 2-pt shot at rim
0:00.0,,,96-80,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
