time,Brooklyn,pts.away,score,pts.home,Washington
4:17.0,,,73-105,,D. Gooden misses 2-pt shot from 5 ft (block by C. Jefferson)
4:17.0,,,73-105,,Offensive rebound by Team
4:12.0,,,73-105,,R. Butler misses 2-pt shot at rim
4:11.0,,,73-105,,Offensive rebound by D. Gooden
4:09.0,,,73-107,2,D. Gooden makes 2-pt shot from 2 ft
4:03.0,S. Karasev makes 2-pt shot at rim (assist by M. Brown),2,75-107,,
3:42.0,,,75-107,,D. Gooden misses 2-pt shot from 20 ft
3:41.0,Defensive rebound by J. Jordan,,75-107,,
3:41.0,,,75-107,,Loose ball foul by D. Blair (drawn by J. Jordan)
3:26.0,,,75-107,,Personal foul by A. Miller (drawn by D. Morris)
3:26.0,D. Morris misses free throw 1 of 2,,75-107,,
3:26.0,Offensive rebound by Team,,75-107,,
3:26.0,,,75-107,,G. Temple enters the game for R. Butler
3:26.0,D. Morris makes free throw 2 of 2,1,76-107,,
3:10.0,,,76-107,,Shooting foul by C. Jefferson (drawn by D. Gooden)
3:10.0,,,76-108,1,D. Gooden makes free throw 1 of 2
3:10.0,,,76-109,1,D. Gooden makes free throw 2 of 2
2:53.0,D. Morris misses 2-pt shot from 20 ft,,76-109,,
2:53.0,Offensive rebound by Team,,76-109,,
2:53.0,Brooklyn full timeout,,76-109,,
2:39.0,M. Brown misses 2-pt shot from 20 ft,,76-109,,
2:37.0,Offensive rebound by J. Jordan,,76-109,,
2:32.0,S. Karasev misses 3-pt shot from 26 ft,,76-109,,
2:31.0,,,76-109,,Defensive rebound by A. Miller
2:19.0,,,76-109,,Shooting foul by C. Jefferson (drawn by M. Webster)
2:19.0,,,76-110,1,M. Webster makes free throw 1 of 2
2:19.0,,,76-110,,M. Webster misses free throw 2 of 2
2:18.0,Defensive rebound by J. Jordan,,76-110,,
2:04.0,Turnover by S. Karasev (bad pass; steal by A. Miller),,76-110,,
2:02.0,,,76-110,,Turnover by A. Miller (bad pass; steal by M. Brown)
1:57.0,S. Karasev misses 2-pt shot from 1 ft (block by D. Gooden),,76-110,,
1:56.0,,,76-110,,Defensive rebound by A. Miller
1:51.0,,,76-110,,M. Webster misses 2-pt shot from 1 ft
1:48.0,Defensive rebound by D. Morris,,76-110,,
1:47.0,Shooting foul by G. Temple (drawn by C. Jefferson),,76-110,,
1:47.0,C. Jefferson misses free throw 1 of 2,,76-110,,
1:47.0,Offensive rebound by Team,,76-110,,
1:47.0,C. Jefferson makes free throw 2 of 2,1,77-110,,
1:30.0,,,77-110,,D. Blair misses 2-pt shot from 8 ft
1:29.0,,,77-110,,Offensive rebound by D. Blair
1:28.0,,,77-112,2,D. Blair makes 2-pt shot from 3 ft
1:15.0,M. Brown misses 2-pt shot from 16 ft,,77-112,,
1:14.0,,,77-112,,Defensive rebound by D. Gooden
1:01.0,,,77-112,,M. Webster misses 3-pt shot from 26 ft
1:00.0,,,77-112,,Offensive rebound by Team
0:49.0,,,77-114,2,D. Blair makes 2-pt shot from 2 ft (assist by G. Temple)
0:34.0,S. Karasev misses 2-pt shot from 19 ft,,77-114,,
0:33.0,,,77-114,,Defensive rebound by Team
0:21.0,,,77-114,,Turnover by G. Temple (bad pass)
0:00.0,End of 4th quarter,,,,End of 4th quarter
