time,Denver,pts.away,score,pts.home,Memphis
4:29.0,Defensive rebound by G. Harris,,79-79,,
4:13.0,J. Nelson misses 3-pt shot from 24 ft,,79-79,,
4:13.0,,,79-79,,Defensive rebound by B. Udrih
4:03.0,,,79-81,2,B. Udrih makes 2-pt shot from 1 ft (assist by M. Gasol)
3:49.0,J. Hickson misses 2-pt shot from 4 ft (block by M. Gasol),,79-81,,
3:47.0,,,79-81,,Defensive rebound by T. Allen
3:33.0,,,79-84,3,C. Lee makes 3-pt shot from 23 ft (assist by T. Allen)
3:10.0,W. Barton misses 2-pt shot from 20 ft,,79-84,,
3:09.0,,,79-84,,Defensive rebound by Z. Randolph
2:53.0,,,79-86,2,M. Gasol makes 2-pt shot from 5 ft
2:51.0,Denver full timeout,,79-86,,
2:51.0,W. Chandler enters the game for W. Barton,,79-86,,
2:51.0,R. Foye enters the game for G. Harris,,79-86,,
2:36.0,W. Chandler misses 2-pt shot from 3 ft,,79-86,,
2:34.0,,,79-86,,Defensive rebound by T. Allen
2:18.0,,,79-86,,M. Gasol misses 2-pt shot from 18 ft
2:18.0,Defensive rebound by R. Foye,,79-86,,
2:11.0,J. Hickson misses 2-pt shot at rim (block by M. Gasol),,79-86,,
2:09.0,Offensive rebound by D. Arthur,,79-86,,
2:09.0,D. Arthur misses 2-pt shot from 1 ft,,79-86,,
2:05.0,,,79-86,,Defensive rebound by Z. Randolph
1:44.0,,,79-86,,M. Gasol misses 2-pt shot from 11 ft
1:44.0,Defensive rebound by J. Nelson,,79-86,,
1:28.0,J. Nelson makes 2-pt shot from 22 ft,2,81-86,,
1:09.0,,,81-86,,Z. Randolph misses 2-pt shot from 7 ft
1:09.0,Defensive rebound by J. Hickson,,81-86,,
0:52.0,J. Nelson misses 2-pt shot from 17 ft,,81-86,,
0:50.0,,,81-86,,Defensive rebound by B. Udrih
0:34.0,Personal foul by J. Hickson (drawn by M. Gasol),,81-86,,
0:34.0,,,81-87,1,M. Gasol makes free throw 1 of 2
0:34.0,,,81-88,1,M. Gasol makes free throw 2 of 2
0:34.0,Denver full timeout,,81-88,,
0:34.0,W. Barton enters the game for J. Hickson,,81-88,,
0:34.0,,,81-88,,N. Calathes enters the game for Z. Randolph
0:29.0,D. Arthur misses 3-pt shot from 25 ft,,81-88,,
0:29.0,,,81-88,,Defensive rebound by M. Gasol
0:17.0,Personal take foul by J. Nelson (drawn by M. Gasol),,81-88,,
0:17.0,,,81-89,1,M. Gasol makes free throw 1 of 2
0:17.0,,,81-90,1,M. Gasol makes free throw 2 of 2
0:17.0,Denver full timeout,,81-90,,
0:14.0,Turnover by D. Arthur (bad pass; steal by T. Allen),,81-90,,
0:11.0,,,81-92,2,T. Allen makes 2-pt shot at rim (assist by M. Gasol)
0:06.0,W. Barton misses 2-pt shot from 9 ft,,81-92,,
0:02.0,,,81-92,,Defensive rebound by N. Calathes
0:00.0,End of 4th quarter,,,,End of 4th quarter
