time,Denver,pts.away,score,pts.home,Portland
7:13.0,,,84-96,,R. Lopez enters the game for C. Kaman
7:13.0,K. Faried makes flagrant free throw 2 of 2,1,85-96,,
7:01.0,N. Robinson misses 3-pt shot from 25 ft,,85-96,,
7:00.0,,,85-96,,Defensive rebound by D. Lillard
6:52.0,,,85-96,,D. Lillard misses 3-pt shot from 25 ft
6:51.0,Defensive rebound by J. Hickson,,85-96,,
6:40.0,J. Hickson misses 2-pt shot from 1 ft,,85-96,,
6:40.0,Offensive rebound by J. Hickson,,85-96,,
6:40.0,T. Lawson misses 2-pt shot from 7 ft,,85-96,,
6:39.0,Offensive rebound by J. Hickson,,85-96,,
6:39.0,J. Hickson makes 2-pt shot from 1 ft,2,87-96,,
6:35.0,,,87-96,,Turnover by S. Blake (lost ball; steal by N. Robinson)
6:26.0,,,87-96,,Shooting block foul by R. Lopez (drawn by D. Gallinari)
6:26.0,,,87-96,,Portland full timeout
6:26.0,,,87-96,,L. Aldridge enters the game for J. Freeland
6:26.0,D. Gallinari misses free throw 1 of 2,,87-96,,
6:26.0,Offensive rebound by Team,,87-96,,
6:26.0,D. Gallinari makes free throw 2 of 2,1,88-96,,
6:10.0,,,88-98,2,D. Lillard makes 2-pt shot from 19 ft
5:47.0,Turnover by J. Hickson (3 sec),,88-98,,
5:47.0,,,88-98,,W. Matthews enters the game for S. Blake
5:27.0,,,88-98,,L. Aldridge misses 2-pt shot from 20 ft
5:27.0,Defensive rebound by K. Faried,,88-98,,
5:16.0,K. Faried makes 2-pt shot at rim (assist by T. Lawson),2,90-98,,
4:50.0,,,90-100,2,R. Lopez makes 2-pt shot from 5 ft (assist by W. Matthews)
4:39.0,T. Lawson misses 2-pt shot from 4 ft,,90-100,,
4:39.0,,,90-100,,Defensive rebound by N. Batum
4:32.0,Personal foul by N. Robinson (drawn by L. Aldridge),,90-100,,
4:26.0,,,90-100,,D. Lillard misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by J. Hickson,,90-100,,
4:19.0,T. Lawson misses 2-pt shot at rim,,90-100,,
4:17.0,Offensive rebound by J. Hickson,,90-100,,
4:17.0,J. Hickson misses 2-pt shot at rim (block by R. Lopez),,90-100,,
4:14.0,,,90-100,,Defensive rebound by R. Lopez
4:14.0,Personal foul by D. Gallinari (drawn by W. Matthews),,90-100,,
4:14.0,,,90-100,,W. Matthews misses free throw 1 of 2
4:14.0,,,90-100,,Offensive rebound by Team
4:14.0,W. Chandler enters the game for D. Gallinari,,90-100,,
4:14.0,A. Afflalo enters the game for N. Robinson,,90-100,,
4:14.0,,,90-100,,W. Matthews misses free throw 2 of 2
4:13.0,Defensive rebound by J. Hickson,,90-100,,
4:04.0,Offensive foul by J. Hickson,,90-100,,
4:04.0,Turnover by J. Hickson (offensive foul),,90-100,,
3:47.0,,,90-102,2,L. Aldridge makes 2-pt shot from 16 ft
3:28.0,A. Afflalo makes 2-pt shot from 10 ft,2,92-102,,
3:18.0,,,92-102,,R. Lopez misses 2-pt shot at rim (block by K. Faried)
3:17.0,Defensive rebound by J. Hickson,,92-102,,
3:11.0,T. Lawson makes 2-pt shot from 1 ft,2,94-102,,
2:49.0,Personal foul by J. Hickson (drawn by L. Aldridge),,94-102,,
2:49.0,Denver full timeout,,94-102,,
2:49.0,T. Mozgov enters the game for J. Hickson,,94-102,,
2:49.0,,,94-103,1,L. Aldridge makes free throw 1 of 2
2:49.0,,,94-104,1,L. Aldridge makes free throw 2 of 2
2:41.0,T. Lawson misses 2-pt shot from 2 ft (block by W. Matthews),,94-104,,
2:39.0,,,94-104,,Defensive rebound by R. Lopez
2:29.0,,,94-106,2,D. Lillard makes 2-pt shot from 1 ft
2:10.0,A. Afflalo makes 2-pt shot from 9 ft,2,96-106,,
1:45.0,,,96-106,,D. Lillard misses 3-pt shot from 23 ft
1:44.0,,,96-106,,Offensive rebound by R. Lopez
1:44.0,,,96-106,,R. Lopez misses 2-pt shot from 1 ft
1:42.0,,,96-106,,Offensive rebound by R. Lopez
1:42.0,,,96-108,2,R. Lopez makes 2-pt shot at rim
1:37.0,,,96-108,,Personal foul by D. Lillard (drawn by T. Lawson)
1:37.0,T. Lawson makes free throw 1 of 2,1,97-108,,
1:37.0,T. Lawson makes free throw 2 of 2,1,98-108,,
1:18.0,,,98-111,3,D. Lillard makes 3-pt shot from 25 ft
1:11.0,A. Afflalo misses 2-pt shot from 3 ft,,98-111,,
1:10.0,,,98-111,,Defensive rebound by R. Lopez
1:00.0,,,98-111,,Portland full timeout
1:00.0,,,98-111,,C. McCollum enters the game for N. Batum
1:00.0,,,98-111,,J. Freeland enters the game for L. Aldridge
1:00.0,,,98-111,,M. Leonard enters the game for R. Lopez
1:00.0,,,98-111,,S. Blake enters the game for W. Matthews
1:00.0,,,98-111,,W. Barton enters the game for D. Lillard
0:50.0,,,98-113,2,J. Freeland makes 2-pt shot from 3 ft
0:41.0,Turnover by A. Afflalo (traveling),,98-113,,
0:21.0,,,98-116,3,W. Barton makes 3-pt shot from 25 ft (assist by M. Leonard)
0:12.0,T. Mozgov makes 2-pt shot from 3 ft (assist by T. Lawson),2,100-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
