time,New York,pts.away,score,pts.home,Miami
3:01.0,Q. Acy enters the game for L. Amundson,,86-101,,
3:01.0,C. Aldrich enters the game for J. Smith,,86-101,,
3:01.0,S. Larkin enters the game for J. Calderon,,86-101,,
2:47.0,C. Aldrich makes 2-pt shot at rim (assist by S. Larkin),2,88-101,,
2:19.0,,,88-103,2,N. Cole makes 2-pt shot from 3 ft (assist by L. Deng)
2:12.0,Turnover by S. Larkin (lost ball; steal by M. Chalmers),,88-103,,
2:11.0,Clear path foul by C. Aldrich,,88-103,,
2:11.0,,,88-104,1,M. Chalmers makes clear path free throw 1 of 2
2:11.0,,,88-105,1,M. Chalmers makes clear path free throw 2 of 2
2:11.0,L. Galloway enters the game for S. Larkin,,88-105,,
1:59.0,,,88-105,,Turnover by L. Deng (lost ball)
1:59.0,,,88-105,,J. Hamilton enters the game for C. Bosh
1:59.0,,,88-105,,T. Johnson enters the game for M. Chalmers
1:46.0,C. Aldrich makes 2-pt shot at rim (assist by Q. Acy),2,90-105,,
1:37.0,Personal foul by L. Thomas (drawn by L. Deng),,90-105,,
1:37.0,,,90-105,,U. Haslem enters the game for C. Andersen
1:37.0,J. Calderon enters the game for L. Thomas,,90-105,,
1:37.0,,,90-105,,S. Napier enters the game for L. Deng
1:28.0,,,90-105,,U. Haslem misses 2-pt shot from 1 ft
1:27.0,,,90-105,,Offensive rebound by U. Haslem
1:26.0,,,90-105,,U. Haslem misses 2-pt shot at rim (block by Q. Acy)
1:25.0,Defensive rebound by Q. Acy,,90-105,,
1:12.0,L. Galloway makes 3-pt shot from 22 ft (assist by J. Calderon),3,93-105,,
0:54.0,,,93-107,2,U. Haslem makes 2-pt shot from 18 ft (assist by J. Hamilton)
0:45.0,Q. Acy misses 3-pt shot from 25 ft,,93-107,,
0:43.0,Offensive rebound by C. Aldrich,,93-107,,
0:35.0,Turnover by Q. Acy (bad pass; steal by J. Hamilton),,93-107,,
0:16.0,,,93-107,,Shooting foul by C. Aldrich (drawn by J. Hamilton)
0:16.0,,,93-108,1,J. Hamilton makes free throw 1 of 2
0:16.0,,,93-109,1,J. Hamilton makes free throw 2 of 2
0:12.0,T. Hardaway misses 3-pt shot from 24 ft,,93-109,,
0:12.0,Offensive rebound by Q. Acy,,93-109,,
0:11.0,Q. Acy makes 2-pt shot from 1 ft,2,95-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
