time,Boston,pts.away,score,pts.home,Toronto
5:29.0,,,80-100,3,K. Lowry makes 3-pt shot from 22 ft (assist by J. Johnson)
5:13.0,J. Sullinger makes 2-pt shot from 19 ft,2,82-100,,
4:55.0,,,82-102,2,K. Lowry makes 2-pt shot from 9 ft
4:38.0,J. Sullinger makes 2-pt shot from 19 ft (assist by J. Young),2,84-102,,
4:20.0,,,84-102,,Turnover by K. Lowry (bad pass; steal by K. Olynyk)
4:16.0,Shooting foul by K. Lowry (drawn by K. Olynyk),,84-102,,
4:16.0,K. Olynyk makes free throw 1 of 2,1,85-102,,
4:16.0,K. Olynyk makes free throw 2 of 2,1,86-102,,
4:00.0,,,86-104,2,J. Johnson makes 2-pt shot at rim
3:53.0,Turnover by M. Smart (lost ball; steal by K. Lowry),,86-104,,
3:48.0,,,86-104,,K. Lowry misses 3-pt shot from 25 ft
3:47.0,Defensive rebound by J. Young,,86-104,,
3:41.0,A. Bradley misses 2-pt shot from 2 ft (block by J. Johnson),,86-104,,
3:39.0,Offensive rebound by K. Olynyk,,86-104,,
3:35.0,K. Olynyk makes 3-pt shot from 27 ft,3,89-104,,
3:13.0,,,89-104,,K. Lowry misses 3-pt shot from 23 ft
3:12.0,,,89-104,,Offensive rebound by A. Johnson
3:08.0,,,89-104,,Toronto full timeout
2:48.0,,,89-104,,L. Williams misses 3-pt shot from 26 ft (block by J. Young)
2:45.0,Defensive rebound by J. Sullinger,,89-104,,
2:39.0,J. Sullinger makes 3-pt shot from 25 ft (assist by K. Olynyk),3,92-104,,
2:16.0,,,92-106,2,A. Johnson makes 2-pt shot from 2 ft (assist by J. Johnson)
2:07.0,K. Olynyk misses 3-pt shot from 24 ft,,92-106,,
2:06.0,,,92-106,,Defensive rebound by J. Valanciunas
1:51.0,,,92-106,,A. Johnson misses 2-pt shot at rim
1:50.0,Defensive rebound by Team,,92-106,,
1:50.0,Boston full timeout,,92-106,,
1:50.0,,,92-106,,P. Patterson enters the game for J. Valanciunas
1:43.0,M. Smart makes 2-pt shot from 3 ft,2,94-106,,
1:29.0,,,94-106,,Turnover by K. Lowry (lost ball; steal by A. Bradley)
1:23.0,A. Bradley misses 3-pt shot from 23 ft,,94-106,,
1:22.0,,,94-106,,Defensive rebound by J. Johnson
1:18.0,Personal foul by M. Smart (drawn by J. Johnson),,94-106,,
1:05.0,,,94-109,3,L. Williams makes 3-pt shot from 22 ft (assist by J. Johnson)
0:50.0,K. Olynyk makes 2-pt shot from 2 ft (assist by J. Young),2,96-109,,
0:29.0,,,96-109,,K. Lowry misses 3-pt shot from 26 ft
0:29.0,,,96-109,,Offensive rebound by A. Johnson
0:11.0,Personal block foul by A. Bradley (drawn by L. Williams),,96-109,,
0:11.0,,,96-109,,L. Williams misses free throw 1 of 2
0:11.0,,,96-109,,Offensive rebound by Team
0:11.0,,,96-109,,L. Williams misses free throw 2 of 2
0:11.0,Defensive rebound by K. Olynyk,,96-109,,
0:03.0,J. Sullinger misses 3-pt shot from 25 ft,,96-109,,
0:01.0,,,96-109,,Defensive rebound by A. Johnson
0:00.0,End of 4th quarter,,,,End of 4th quarter
