time,Atlanta,pts.away,score,pts.home,Chicago
2:06.0,Personal foul by J. Jenkins (drawn by P. Gasol),,85-87,,
1:56.0,,,85-87,,Turnover by A. Brooks (bad pass; steal by M. Muscala)
1:44.0,A. Daye misses 2-pt shot from 9 ft,,85-87,,
1:43.0,Offensive rebound by A. Daye,,85-87,,
1:41.0,Turnover by A. Daye (lost ball; steal by A. Brooks),,85-87,,
1:37.0,Personal foul by M. Muscala (drawn by J. Butler),,85-87,,
1:37.0,,,85-88,1,J. Butler makes free throw 1 of 2
1:37.0,,,85-89,1,J. Butler makes free throw 2 of 2
1:24.0,Turnover by A. Daye (lost ball; steal by J. Butler),,85-89,,
1:16.0,,,85-91,2,P. Gasol makes 2-pt shot from 2 ft (assist by J. Butler)
1:12.0,Atlanta full timeout,,85-91,,
1:12.0,,,85-91,,Violation by Team (delay of game)
0:58.0,S. Mack misses 2-pt shot from 19 ft,,85-91,,
0:57.0,,,85-91,,Defensive rebound by A. Brooks
0:37.0,,,85-91,,N. Mirotic misses 3-pt shot from 25 ft
0:36.0,Defensive rebound by J. Jenkins,,85-91,,
0:23.0,A. Daye misses 3-pt shot from 25 ft,,85-91,,
0:23.0,Offensive rebound by M. Muscala,,85-91,,
0:23.0,,,85-91,,Personal foul by N. Mirotic (drawn by M. Muscala)
0:23.0,Atlanta full timeout,,85-91,,
0:15.0,M. Muscala misses 2-pt shot from 7 ft (block by N. Mirotic),,85-91,,
0:14.0,,,85-91,,Defensive rebound by N. Mirotic
0:00.0,End of 4th quarter,,,,End of 4th quarter
