time,Indiana,pts.away,score,pts.home,Milwaukee
5:25.0,R. Hibbert enters the game for I. Mahinmi,,92-96,,
5:25.0,,,92-97,1,M. Carter-Williams makes free throw 1 of 1
5:02.0,S. Hill misses 2-pt shot from 7 ft (block by G. Antetokounmpo),,92-97,,
5:01.0,Offensive rebound by S. Hill,,92-97,,
5:01.0,Turnover by Team (shot clock),,92-97,,
4:54.0,,,92-100,3,K. Middleton makes 3-pt shot from 23 ft (assist by M. Carter-Williams)
4:41.0,Shooting foul by M. Carter-Williams (drawn by C. Watson),,92-100,,
4:41.0,C. Watson makes free throw 1 of 2,1,93-100,,
4:41.0,,,93-100,,J. Bayless enters the game for M. Carter-Williams
4:41.0,C. Watson makes free throw 2 of 2,1,94-100,,
4:22.0,,,94-100,,J. Bayless misses 3-pt shot from 22 ft
4:22.0,,,94-100,,Offensive rebound by Team
4:22.0,Loose ball foul by L. Scola (drawn by E. Ilyasova),,94-100,,
4:22.0,,,94-101,1,E. Ilyasova makes free throw 1 of 2
4:22.0,C. Miles enters the game for S. Hill,,94-101,,
4:22.0,,,94-102,1,E. Ilyasova makes free throw 2 of 2
4:06.0,C. Watson makes 3-pt shot from 23 ft (assist by L. Scola),3,97-102,,
3:47.0,,,97-102,,Turnover by Z. Pachulia (lost ball; steal by C. Watson)
3:42.0,L. Scola makes 2-pt shot at rim (assist by G. Hill),2,99-102,,
3:41.0,,,99-102,,Milwaukee full timeout
3:25.0,,,99-102,,E. Ilyasova misses 2-pt shot from 1 ft (block by R. Hibbert)
3:23.0,,,99-102,,Offensive rebound by J. Bayless
3:19.0,,,99-102,,Shooting foul by R. Hibbert (drawn by E. Ilyasova)
3:19.0,,,99-103,1,E. Ilyasova makes free throw 1 of 2
3:19.0,,,99-104,1,E. Ilyasova makes free throw 2 of 2
2:57.0,C. Watson misses 2-pt shot from 19 ft,,99-104,,
2:57.0,,,99-104,,Defensive rebound by Team
2:57.0,Loose ball foul by L. Scola (drawn by Z. Pachulia),,99-104,,
2:57.0,,,99-105,1,Z. Pachulia makes free throw 1 of 2
2:57.0,,,99-106,1,Z. Pachulia makes free throw 2 of 2
2:45.0,,,99-106,,Personal foul by K. Middleton (drawn by G. Hill)
2:45.0,G. Hill makes free throw 1 of 2,1,100-106,,
2:45.0,G. Hill makes free throw 2 of 2,1,101-106,,
2:32.0,,,101-108,2,J. Bayless makes 2-pt shot from 7 ft
2:16.0,Jump ball: J. Bayless vs. C. Watson (E. Ilyasova gains possession),,,,Jump ball: J. Bayless vs. C. Watson (E. Ilyasova gains possession)
2:16.0,Turnover by R. Hibbert (lost ball),,101-108,,
2:02.0,,,101-108,,Turnover by J. Bayless (bad pass; steal by R. Hibbert)
2:02.0,,,101-108,,Personal foul by Z. Pachulia (drawn by L. Scola)
2:02.0,L. Scola makes free throw 1 of 2,1,102-108,,
2:02.0,,,102-108,,M. Carter-Williams enters the game for J. Bayless
2:02.0,L. Scola makes free throw 2 of 2,1,103-108,,
1:48.0,,,103-108,,Shooting foul by C. Watson (drawn by M. Carter-Williams)
1:48.0,,,103-108,,M. Carter-Williams misses free throw 1 of 2
1:48.0,,,103-108,,Offensive rebound by Team
1:48.0,,,103-109,1,M. Carter-Williams makes free throw 2 of 2
1:31.0,,,103-109,,Shooting block foul by M. Carter-Williams (drawn by C. Watson)
1:31.0,,,103-109,,J. Bayless enters the game for M. Carter-Williams
1:31.0,C. Watson misses free throw 1 of 3,,103-109,,
1:31.0,Offensive rebound by Team,,103-109,,
1:31.0,C. Watson makes free throw 2 of 3,1,104-109,,
1:31.0,C. Watson makes free throw 3 of 3,1,105-109,,
1:10.0,,,105-109,,J. Bayless misses 2-pt shot from 19 ft
1:09.0,,,105-109,,Offensive rebound by E. Ilyasova
0:50.0,,,105-109,,Offensive foul by J. Bayless
0:50.0,,,105-109,,Turnover by J. Bayless (offensive foul)
0:36.0,C. Miles misses 3-pt shot from 27 ft,,105-109,,
0:33.0,,,105-109,,Defensive rebound by K. Middleton
0:32.0,,,105-109,,Turnover by K. Middleton (lost ball)
0:20.0,R. Hibbert makes 2-pt shot from 16 ft (assist by G. Hill),2,107-109,,
0:13.0,Personal take foul by C. Watson (drawn by G. Antetokounmpo),,107-109,,
0:13.0,,,107-110,1,G. Antetokounmpo makes free throw 1 of 2
0:13.0,,,107-110,,G. Antetokounmpo misses free throw 2 of 2
0:12.0,Defensive rebound by C. Watson,,107-110,,
0:12.0,Indiana full timeout,,107-110,,
0:12.0,D. Rudez enters the game for L. Scola,,107-110,,
0:12.0,L. Allen enters the game for R. Hibbert,,107-110,,
0:12.0,Indiana full timeout,,107-110,,
0:12.0,L. Scola enters the game for L. Allen,,107-110,,
0:02.0,G. Hill misses 3-pt shot from 26 ft,,107-110,,
0:02.0,,,107-110,,Defensive rebound by J. Bayless
0:02.0,Personal take foul by C. Miles (drawn by J. Bayless),,107-110,,
0:02.0,,,107-111,1,J. Bayless makes free throw 1 of 2
0:02.0,,,107-111,,J. Bayless misses free throw 2 of 2
0:01.0,Defensive rebound by L. Scola,,107-111,,
0:00.0,L. Scola misses 3-pt shot from 83 ft,,107-111,,
0:00.0,Offensive rebound by Team,,107-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
