time,Detroit,pts.away,score,pts.home,Miami
0:35.0,,,96-104,,M. Chalmers misses free throw 1 of 2
0:35.0,,,96-104,,Offensive rebound by Team
0:35.0,,,96-105,1,M. Chalmers makes free throw 2 of 2
0:28.0,R. Jackson makes 3-pt shot from 23 ft,3,99-105,,
0:25.0,Personal foul by K. Caldwell-Pope (drawn by D. Wade),,99-105,,
0:25.0,,,99-106,1,D. Wade makes free throw 1 of 2
0:25.0,,,99-107,1,D. Wade makes free throw 2 of 2
0:17.0,R. Jackson misses 3-pt shot from 24 ft,,99-107,,
0:16.0,Offensive rebound by A. Drummond,,99-107,,
0:16.0,A. Drummond makes 2-pt shot from 3 ft,2,101-107,,
0:16.0,Shooting foul by M. Chalmers (drawn by A. Drummond),,101-107,,
0:16.0,A. Drummond makes free throw 1 of 1,1,102-107,,
0:14.0,Personal foul by T. Prince (drawn by D. Wade),,102-107,,
0:14.0,,,102-108,1,D. Wade makes free throw 1 of 2
0:14.0,,,102-109,1,D. Wade makes free throw 2 of 2
0:05.0,T. Prince misses 3-pt shot from 24 ft,,102-109,,
0:04.0,,,102-109,,Defensive rebound by M. Chalmers
0:00.0,End of 4th quarter,,,,End of 4th quarter
