time,San Antonio,pts.away,score,pts.home,Houston
7:08.0,Turnover by P. Mills (lost ball; steal by P. Prigioni),,92-90,,
7:03.0,,,92-92,2,J. Smith makes 2-pt shot at rim (assist by P. Prigioni)
6:52.0,D. Green misses 3-pt shot from 23 ft,,92-92,,
6:50.0,,,92-92,,Defensive rebound by J. Smith
6:46.0,,,92-92,,C. Brewer misses 2-pt shot from 4 ft
6:44.0,Defensive rebound by P. Mills,,92-92,,
6:39.0,T. Duncan makes 2-pt shot at rim (assist by K. Leonard),2,94-92,,
6:34.0,Personal take foul by P. Mills (drawn by J. Smith),,94-92,,
6:34.0,,,94-92,,J. Smith misses free throw 1 of 2
6:34.0,,,94-92,,Offensive rebound by Team
6:34.0,T. Parker enters the game for P. Mills,,94-92,,
6:34.0,,,94-92,,J. Terry enters the game for P. Prigioni
6:34.0,,,94-93,1,J. Smith makes free throw 2 of 2
6:15.0,B. Diaw misses 2-pt shot from 5 ft,,94-93,,
6:14.0,,,94-93,,Defensive rebound by T. Ariza
6:12.0,Personal take foul by D. Green (drawn by J. Smith),,94-93,,
6:12.0,,,94-93,,J. Smith misses free throw 1 of 2
6:12.0,,,94-93,,Offensive rebound by Team
6:12.0,,,94-93,,J. Smith misses free throw 2 of 2
6:12.0,Defensive rebound by K. Leonard,,94-93,,
5:52.0,K. Leonard makes 2-pt shot from 21 ft (assist by D. Green),2,96-93,,
5:42.0,Personal take foul by D. Green (drawn by J. Smith),,96-93,,
5:42.0,,,96-93,,Houston full timeout
5:42.0,,,96-93,,J. Smith misses free throw 1 of 2
5:42.0,,,96-93,,Offensive rebound by Team
5:42.0,,,96-93,,J. Smith misses free throw 2 of 2
5:42.0,Defensive rebound by K. Leonard,,96-93,,
5:25.0,K. Leonard makes 2-pt shot from 11 ft,2,98-93,,
5:20.0,Personal take foul by T. Parker (drawn by J. Smith),,98-93,,
5:20.0,,,98-93,,J. Smith misses free throw 1 of 2
5:20.0,,,98-93,,Offensive rebound by Team
5:20.0,,,98-94,1,J. Smith makes free throw 2 of 2
5:00.0,K. Leonard misses 2-pt shot from 21 ft,,98-94,,
4:58.0,Offensive rebound by B. Diaw,,98-94,,
4:36.0,B. Diaw misses 2-pt shot from 1 ft,,98-94,,
4:35.0,Offensive rebound by B. Diaw,,98-94,,
4:35.0,B. Diaw misses 2-pt shot from 1 ft,,98-94,,
4:35.0,,,98-94,,Defensive rebound by Team
4:35.0,Loose ball foul by B. Diaw (drawn by J. Smith),,98-94,,
4:35.0,,,98-95,1,J. Smith makes free throw 1 of 2
4:35.0,,,98-96,1,J. Smith makes free throw 2 of 2
4:20.0,K. Leonard misses 2-pt shot from 20 ft,,98-96,,
4:18.0,,,98-96,,Defensive rebound by J. Smith
4:12.0,,,98-98,2,C. Brewer makes 2-pt shot from 3 ft (assist by J. Harden)
3:56.0,D. Green misses 3-pt shot from 25 ft,,98-98,,
3:55.0,Offensive rebound by T. Duncan,,98-98,,
3:43.0,,,98-98,,T. Jones enters the game for J. Smith
3:43.0,,,98-98,,D. Howard enters the game for C. Brewer
3:43.0,M. Ginobili enters the game for D. Green,,98-98,,
3:36.0,Shooting foul by J. Harden (drawn by B. Diaw),,98-98,,
3:36.0,B. Diaw makes free throw 1 of 2,1,99-98,,
3:36.0,B. Diaw makes free throw 2 of 2,1,100-98,,
3:24.0,,,100-98,,J. Harden misses 3-pt shot from 24 ft
3:22.0,Defensive rebound by T. Parker,,100-98,,
3:03.0,Shooting foul by T. Jones (drawn by K. Leonard),,100-98,,
3:03.0,K. Leonard makes free throw 1 of 2,1,101-98,,
3:03.0,K. Leonard makes free throw 2 of 2,1,102-98,,
2:45.0,,,102-98,,Turnover by J. Harden (bad pass)
2:45.0,,,102-98,,Houston full timeout
2:23.0,B. Diaw misses 2-pt shot from 6 ft (block by T. Jones),,102-98,,
2:21.0,,,102-98,,Defensive rebound by J. Harden
2:15.0,,,102-98,,J. Terry misses 3-pt shot from 23 ft
2:13.0,Defensive rebound by Team,,102-98,,
1:59.0,Offensive foul by T. Duncan,,102-98,,
1:59.0,Turnover by T. Duncan (offensive foul),,102-98,,
1:45.0,,,102-98,,Turnover by D. Howard (lost ball; steal by T. Duncan)
1:27.0,K. Leonard misses 2-pt shot from 12 ft,,102-98,,
1:26.0,,,102-98,,Defensive rebound by T. Ariza
1:20.0,,,102-100,2,J. Harden makes 2-pt shot from 1 ft
1:04.0,,,102-100,,Personal foul by D. Howard (drawn by T. Duncan)
1:04.0,T. Duncan makes free throw 1 of 2,1,103-100,,
1:04.0,T. Duncan makes free throw 2 of 2,1,104-100,,
1:04.0,,,104-100,,Houston full timeout
1:04.0,,,104-100,,C. Brewer enters the game for T. Jones
0:58.0,,,104-100,,J. Harden misses 2-pt shot from 1 ft
0:56.0,Defensive rebound by K. Leonard,,104-100,,
0:36.0,T. Duncan misses 2-pt shot from 1 ft,,104-100,,
0:35.0,,,104-100,,Defensive rebound by D. Howard
0:29.0,,,104-103,3,J. Harden makes 3-pt shot from 24 ft (assist by J. Terry)
0:06.0,Turnover by M. Ginobili (lost ball),,104-103,,
0:06.0,,,104-103,,Houston full timeout
0:06.0,D. Green enters the game for B. Diaw,,104-103,,
0:03.0,,,104-103,,J. Harden misses 2-pt shot from 1 ft (block by T. Duncan)
0:02.0,Defensive rebound by T. Duncan,,104-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
