time,Cleveland,pts.away,score,pts.home,Chicago
0:21.0,Cleveland full timeout,,84-82,,
0:21.0,K. Irving enters the game for T. Thompson,,84-82,,
0:21.0,J. Jones enters the game for I. Shumpert,,84-82,,
0:19.0,Cleveland full timeout,,84-82,,
0:19.0,Cleveland full timeout,,84-82,,
0:14.0,Offensive foul by L. James,,84-82,,
0:14.0,Turnover by L. James (offensive foul),,84-82,,
0:14.0,T. Thompson enters the game for K. Irving,,84-82,,
0:14.0,I. Shumpert enters the game for J. Jones,,84-82,,
0:09.0,,,84-84,2,D. Rose makes 2-pt shot from 2 ft
0:02.0,L. James misses 2-pt shot from 3 ft (block by N. Mirotic),,84-84,,
0:02.0,Offensive rebound by Team,,84-84,,
0:02.0,,,84-84,,T. Snell enters the game for N. Mirotic
0:02.0,K. Irving enters the game for I. Shumpert,,84-84,,
0:00.0,L. James makes 2-pt shot from 21 ft (assist by M. Dellavedova),2,86-84,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
