time,Washington,pts.away,score,pts.home,Philadelphia
5:49.0,,,70-72,,Offensive rebound by Team
5:49.0,,,70-72,,I. Smith misses free throw 2 of 2
5:48.0,Defensive rebound by M. Gortat,,70-72,,
5:29.0,J. Wall misses 2-pt shot from 20 ft,,70-72,,
5:28.0,Offensive rebound by M. Gortat,,70-72,,
5:11.0,R. Sessions misses 2-pt shot from 8 ft,,70-72,,
5:10.0,Offensive rebound by M. Gortat,,70-72,,
5:07.0,Turnover by R. Sessions (traveling),,70-72,,
4:58.0,,,70-74,2,N. Noel makes 2-pt shot at rim (assist by L. Mbah a Moute)
4:36.0,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall),3,73-74,,
4:18.0,,,73-74,,L. Mbah a Moute misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by N. Hilario,,73-74,,
4:12.0,,,73-74,,Personal foul by J. Grant (drawn by J. Wall)
4:12.0,R. Butler enters the game for N. Hilario,,73-74,,
3:57.0,J. Wall misses 2-pt shot from 18 ft,,73-74,,
3:55.0,,,73-74,,Defensive rebound by I. Smith
3:47.0,,,73-76,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by I. Smith)
3:31.0,O. Porter misses 2-pt shot from 12 ft,,73-76,,
3:31.0,Offensive rebound by Team,,73-76,,
3:31.0,,,73-76,,Loose ball foul by J. Richardson (drawn by M. Gortat)
3:19.0,J. Wall misses 2-pt shot from 1 ft,,73-76,,
3:18.0,,,73-76,,Defensive rebound by L. Mbah a Moute
3:12.0,,,73-79,3,J. Richardson makes 3-pt shot from 25 ft (assist by I. Smith)
2:54.0,O. Porter misses 2-pt shot from 13 ft,,73-79,,
2:52.0,Offensive rebound by R. Sessions,,73-79,,
2:48.0,,,73-79,,Personal foul by J. Grant (drawn by J. Wall)
2:48.0,Washington full timeout,,73-79,,
2:48.0,J. Wall makes free throw 1 of 2,1,74-79,,
2:48.0,J. Wall makes free throw 2 of 2,1,75-79,,
2:29.0,,,75-81,2,N. Noel makes 2-pt shot at rim (assist by J. Richardson)
2:16.0,Shooting foul by N. Noel (drawn by J. Wall),,75-81,,
2:16.0,J. Wall misses free throw 1 of 2,,75-81,,
2:16.0,Offensive rebound by Team,,75-81,,
2:16.0,J. Wall makes free throw 2 of 2,1,76-81,,
1:59.0,,,76-83,2,N. Noel makes 2-pt shot at rim (assist by I. Smith)
1:50.0,J. Wall makes 2-pt shot from 9 ft,2,78-83,,
1:28.0,,,78-83,,J. Richardson misses 2-pt shot from 16 ft
1:26.0,,,78-83,,Offensive rebound by N. Noel
1:25.0,,,78-83,,N. Noel misses 2-pt shot from 8 ft
1:23.0,,,78-83,,Offensive rebound by L. Mbah a Moute
1:02.0,,,78-83,,I. Smith misses 2-pt shot from 16 ft
1:02.0,Defensive rebound by Team,,78-83,,
1:02.0,,,78-83,,Loose ball foul by N. Noel (drawn by R. Sessions)
1:02.0,R. Sessions misses free throw 1 of 2,,78-83,,
1:02.0,Offensive rebound by Team,,78-83,,
1:02.0,R. Sessions makes free throw 2 of 2,1,79-83,,
0:42.0,,,79-85,2,I. Smith makes 2-pt shot from 10 ft
0:42.0,Washington full timeout,,79-85,,
0:35.0,J. Wall misses 3-pt shot from 26 ft,,79-85,,
0:33.0,,,79-85,,Defensive rebound by L. Mbah a Moute
0:31.0,Personal foul by R. Butler (drawn by L. Mbah a Moute),,79-85,,
0:31.0,,,79-85,,L. Mbah a Moute misses free throw 1 of 2
0:31.0,,,79-85,,Offensive rebound by Team
0:31.0,,,79-85,,T. Robinson enters the game for I. Smith
0:31.0,K. Seraphin enters the game for R. Butler,,79-85,,
0:31.0,,,79-85,,L. Mbah a Moute misses free throw 2 of 2
0:31.0,Defensive rebound by Team,,79-85,,
0:31.0,Washington full timeout,,79-85,,
0:31.0,R. Butler enters the game for K. Seraphin,,79-85,,
0:31.0,,,79-85,,I. Smith enters the game for T. Robinson
0:29.0,R. Butler misses 3-pt shot from 29 ft,,79-85,,
0:27.0,,,79-85,,Defensive rebound by N. Noel
0:26.0,Personal foul by O. Porter (drawn by N. Noel),,79-85,,
0:26.0,,,79-86,1,N. Noel makes free throw 1 of 2
0:26.0,,,79-87,1,N. Noel makes free throw 2 of 2
0:19.0,J. Wall makes 2-pt shot from 2 ft,2,81-87,,
0:18.0,Personal foul by J. Wall (drawn by I. Smith),,81-87,,
0:18.0,,,81-87,,I. Smith misses free throw 1 of 2
0:18.0,,,81-87,,Offensive rebound by Team
0:18.0,,,81-88,1,I. Smith makes free throw 2 of 2
0:18.0,Washington full timeout,,81-88,,
0:15.0,J. Wall misses 2-pt shot from 3 ft,,81-88,,
0:11.0,,,81-88,,Defensive rebound by J. Grant
0:10.0,,,81-88,,Turnover by J. Grant (bad pass)
0:07.0,O. Porter misses 3-pt shot from 26 ft,,81-88,,
0:07.0,,,81-88,,Defensive rebound by N. Noel
0:07.0,Personal foul by J. Wall (drawn by N. Noel),,81-88,,
0:07.0,,,81-89,1,N. Noel makes free throw 1 of 2
0:07.0,,,81-89,,N. Noel misses free throw 2 of 2
0:07.0,Defensive rebound by M. Gortat,,81-89,,
0:01.0,R. Butler misses 3-pt shot from 24 ft,,81-89,,
0:00.0,Offensive rebound by Team,,81-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
