time,Memphis,pts.away,score,pts.home,New Orleans
1:20.0,,,93-103,,Shooting foul by T. Prince (drawn by T. Evans)
1:20.0,,,93-104,1,T. Evans makes free throw 1 of 1
1:05.0,T. Allen misses 2-pt shot from 2 ft,,93-104,,
1:04.0,,,93-104,,Defensive rebound by R. Anderson
0:43.0,,,93-104,,Turnover by T. Evans (bad pass; steal by T. Allen)
0:39.0,M. Gasol makes 2-pt shot at rim (assist by T. Allen),2,95-104,,
0:16.0,,,95-106,2,J. Holiday makes 2-pt shot from 2 ft
0:09.0,M. Conley misses 3-pt shot from 26 ft,,95-106,,
0:08.0,,,95-106,,Defensive rebound by A. Davis
0:00.0,End of 4th quarter,,,,End of 4th quarter
