time,Golden State,pts.away,score,pts.home,LA Lakers
8:22.0,Shooting foul by R. Price (drawn by F. Ezeli),,125-92,,
8:22.0,F. Ezeli misses free throw 1 of 2,,125-92,,
8:22.0,Offensive rebound by Team,,125-92,,
8:22.0,F. Ezeli makes free throw 2 of 2,1,126-92,,
8:10.0,Violation by F. Ezeli (def goaltending),,126-92,,
8:10.0,,,126-94,2,E. Davis makes 2-pt shot from 4 ft (assist by R. Sacre)
7:47.0,Shooting foul by R. Price (drawn by S. Livingston),,126-94,,
7:47.0,S. Livingston makes free throw 1 of 2,1,127-94,,
7:47.0,O. Kuzmic enters the game for H. Barnes,,127-94,,
7:47.0,S. Livingston misses free throw 2 of 2,,127-94,,
7:45.0,,,127-94,,Defensive rebound by X. Henry
7:33.0,,,127-94,,Shooting foul by F. Ezeli (drawn by X. Henry)
7:33.0,,,127-95,1,X. Henry makes free throw 1 of 2
7:33.0,,,127-95,,X. Henry misses free throw 2 of 2
7:33.0,,,127-95,,Offensive rebound by R. Sacre
7:23.0,,,127-95,,R. Price misses 2-pt shot from 16 ft
7:22.0,Defensive rebound by S. Livingston,,127-95,,
7:08.0,,,127-95,,Personal foul by R. Price (drawn by S. Livingston)
7:08.0,S. Livingston makes free throw 1 of 2,1,128-95,,
7:08.0,S. Livingston makes free throw 2 of 2,1,129-95,,
6:56.0,,,129-95,,J. Clarkson misses 2-pt shot from 14 ft
6:55.0,Defensive rebound by O. Kuzmic,,129-95,,
6:45.0,Turnover by F. Ezeli (bad pass; steal by J. Clarkson),,129-95,,
6:43.0,,,129-95,,Shooting foul by L. Barbosa (drawn by J. Clarkson)
6:43.0,,,129-96,1,J. Clarkson makes free throw 1 of 2
6:43.0,,,129-97,1,J. Clarkson makes free throw 2 of 2
6:30.0,Turnover by O. Kuzmic (traveling),,129-97,,
6:17.0,,,129-99,2,E. Davis makes 2-pt shot from 13 ft (assist by X. Henry)
6:03.0,Offensive foul by F. Ezeli,,129-99,,
6:03.0,Turnover by F. Ezeli (offensive foul),,129-99,,
5:48.0,,,129-99,,R. Sacre misses 2-pt shot from 10 ft
5:47.0,Defensive rebound by S. Livingston,,129-99,,
5:30.0,F. Ezeli misses 2-pt shot from 9 ft,,129-99,,
5:29.0,Offensive rebound by S. Livingston,,129-99,,
5:29.0,S. Livingston misses 2-pt shot from 3 ft,,129-99,,
5:27.0,Offensive rebound by S. Livingston,,129-99,,
5:25.0,J. Holiday misses 3-pt shot from 26 ft,,129-99,,
5:23.0,,,129-99,,Defensive rebound by R. Price
5:20.0,,,129-99,,Shooting foul by J. Holiday (drawn by J. Clarkson)
5:20.0,,,129-99,,LA Lakers full timeout
5:20.0,,,129-100,1,J. Clarkson makes free throw 1 of 2
5:20.0,,,129-101,1,J. Clarkson makes free throw 2 of 2
5:04.0,Turnover by J. Holiday (bad pass; steal by R. Sacre),,129-101,,
4:56.0,,,129-103,2,X. Henry makes 2-pt shot from 18 ft (assist by R. Price)
4:45.0,Turnover by O. Kuzmic (offensive foul),,129-103,,
4:45.0,Offensive foul by O. Kuzmic,,129-103,,
4:37.0,,,129-103,,Offensive foul by R. Price
4:37.0,,,129-103,,Turnover by R. Price (offensive foul)
4:15.0,O. Kuzmic makes 2-pt shot from 12 ft (assist by L. Barbosa),2,131-103,,
3:50.0,,,131-103,,R. Sacre misses 2-pt shot from 17 ft
3:48.0,Defensive rebound by O. Kuzmic,,131-103,,
3:35.0,O. Kuzmic misses 2-pt shot from 12 ft,,131-103,,
3:34.0,,,131-103,,Defensive rebound by R. Price
3:20.0,,,131-105,2,R. Sacre makes 2-pt shot from 18 ft
2:59.0,Turnover by S. Livingston (lost ball; steal by R. Price),,131-105,,
2:55.0,,,131-105,,Turnover by X. Henry (bad pass; steal by L. Barbosa)
2:46.0,J. Holiday makes 3-pt shot from 25 ft (assist by S. Livingston),3,134-105,,
2:28.0,,,134-105,,Shooting foul by J. Holiday (drawn by X. Henry)
2:28.0,Golden State full timeout,,134-105,,
2:28.0,,,134-106,1,X. Henry makes free throw 1 of 2
2:28.0,,,134-107,1,X. Henry makes free throw 2 of 2
2:12.0,J. Holiday misses 2-pt shot from 22 ft,,134-107,,
2:11.0,,,134-107,,Defensive rebound by R. Sacre
1:53.0,,,134-107,,E. Davis misses 2-pt shot from 6 ft
1:52.0,,,134-107,,Offensive rebound by X. Henry
1:47.0,,,134-107,,R. Price misses 3-pt shot from 26 ft
1:46.0,,,134-107,,Offensive rebound by R. Price
1:39.0,,,134-109,2,E. Davis makes 2-pt shot from 3 ft (assist by R. Price)
1:29.0,Turnover by J. Holiday (bad pass; steal by E. Davis),,134-109,,
1:23.0,,,134-111,2,R. Sacre makes 2-pt shot from 18 ft (assist by R. Price)
1:06.0,Shooting foul by X. Henry (drawn by L. Barbosa),,134-111,,
1:06.0,L. Barbosa makes free throw 1 of 2,1,135-111,,
1:06.0,L. Barbosa makes free throw 2 of 2,1,136-111,,
0:58.0,,,136-111,,R. Sacre misses 2-pt shot from 4 ft
0:56.0,,,136-111,,Offensive rebound by R. Price
0:56.0,,,136-111,,Shooting foul by S. Livingston (drawn by R. Price)
0:56.0,,,136-112,1,R. Price makes free throw 1 of 2
0:56.0,,,136-113,1,R. Price makes free throw 2 of 2
0:42.0,J. Holiday misses 2-pt shot from 6 ft,,136-113,,
0:41.0,,,136-113,,Defensive rebound by J. Clarkson
0:30.0,,,136-113,,E. Davis misses 2-pt shot from 3 ft
0:29.0,,,136-113,,Offensive rebound by R. Price
0:20.0,,,136-113,,J. Clarkson misses 2-pt shot from 4 ft
0:19.0,,,136-113,,Offensive rebound by E. Davis
0:19.0,,,136-115,2,E. Davis makes 2-pt shot from 3 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
