time,LA Clippers,pts.away,score,pts.home,San Antonio
0:39.0,Personal foul by B. Griffin (drawn by B. Diaw),,113-120,,
0:39.0,,,113-120,,B. Diaw misses free throw 1 of 2
0:39.0,,,113-120,,Offensive rebound by Team
0:39.0,,,113-120,,C. Joseph enters the game for T. Parker
0:39.0,J. Crawford enters the game for D. Jordan,,113-120,,
0:39.0,,,113-121,1,B. Diaw makes free throw 2 of 2
0:34.0,Shooting foul by B. Diaw (drawn by C. Paul),,113-121,,
0:34.0,C. Paul makes free throw 1 of 3,1,114-121,,
0:34.0,C. Paul makes free throw 2 of 3,1,115-121,,
0:34.0,D. Jordan enters the game for J. Crawford,,115-121,,
0:34.0,,,115-121,,T. Parker enters the game for C. Joseph
0:34.0,C. Paul makes free throw 3 of 3,1,116-121,,
0:34.0,,,116-121,,San Antonio full timeout
0:28.0,Personal take foul by J. Redick (drawn by B. Diaw),,116-121,,
0:28.0,,,116-121,,B. Diaw misses free throw 1 of 2
0:28.0,,,116-121,,Offensive rebound by Team
0:28.0,,,116-121,,C. Joseph enters the game for T. Parker
0:28.0,,,116-121,,B. Diaw misses free throw 2 of 2
0:26.0,Defensive rebound by M. Barnes,,116-121,,
0:21.0,M. Barnes makes 2-pt shot from 3 ft,2,118-121,,
0:20.0,Personal take foul by J. Redick (drawn by M. Ginobili),,118-121,,
0:20.0,,,118-121,,M. Ginobili misses free throw 1 of 2
0:20.0,,,118-121,,Offensive rebound by Team
0:20.0,,,118-122,1,M. Ginobili makes free throw 2 of 2
0:20.0,LA Clippers full timeout,,118-122,,
0:20.0,J. Crawford enters the game for M. Barnes,,118-122,,
0:14.0,C. Paul misses 3-pt shot from 22 ft,,118-122,,
0:13.0,Offensive rebound by C. Paul,,118-122,,
0:10.0,C. Paul misses 3-pt shot from 25 ft,,118-122,,
0:09.0,,,118-122,,Defensive rebound by D. Green
0:09.0,Personal take foul by J. Redick (drawn by D. Green),,118-122,,
0:09.0,,,118-123,1,D. Green makes free throw 1 of 2
0:09.0,M. Barnes enters the game for D. Jordan,,118-123,,
0:09.0,,,118-123,,T. Parker enters the game for B. Diaw
0:09.0,,,118-124,1,D. Green makes free throw 2 of 2
0:03.0,J. Crawford misses 3-pt shot from 26 ft,,118-124,,
0:03.0,,,118-124,,Defensive rebound by T. Duncan
0:03.0,Personal take foul by M. Barnes (drawn by T. Duncan),,118-124,,
0:03.0,,,118-124,,T. Duncan misses free throw 1 of 2
0:03.0,,,118-124,,Offensive rebound by Team
0:03.0,,,118-124,,K. Anderson enters the game for M. Ginobili
0:03.0,,,118-124,,M. Bonner enters the game for D. Green
0:03.0,,,118-124,,A. Daye enters the game for T. Parker
0:03.0,,,118-125,1,T. Duncan makes free throw 2 of 2
0:01.0,J. Crawford misses 3-pt shot from 41 ft,,118-125,,
0:01.0,Offensive rebound by Team,,118-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
