time,Milwaukee,pts.away,score,pts.home,Washington
5:31.0,,,85-95,,Offensive rebound by Team
5:31.0,,,85-96,1,J. Wall makes free throw 2 of 2
5:19.0,J. Parker misses 2-pt shot from 1 ft,,85-96,,
5:18.0,Offensive rebound by J. Parker,,85-96,,
5:18.0,J. Parker makes 2-pt shot from 1 ft,2,87-96,,
5:18.0,Shooting foul by D. Blair (drawn by J. Parker),,87-96,,
5:18.0,J. Parker makes free throw 1 of 1,1,88-96,,
5:06.0,,,88-98,2,N. Hilario makes 2-pt shot from 15 ft (assist by J. Wall)
4:52.0,B. Knight makes 2-pt shot from 2 ft,2,90-98,,
4:33.0,,,90-98,,J. Wall misses 2-pt shot from 13 ft
4:32.0,Defensive rebound by J. Parker,,90-98,,
4:19.0,J. Parker misses 2-pt shot from 7 ft,,90-98,,
4:18.0,,,90-98,,Defensive rebound by N. Hilario
4:07.0,Personal foul by J. Henson (drawn by N. Hilario),,90-98,,
4:07.0,,,90-98,,M. Gortat enters the game for D. Blair
4:07.0,L. Sanders enters the game for J. Henson,,90-98,,
4:02.0,,,90-100,2,N. Hilario makes 2-pt shot at rim
3:47.0,,,90-100,,Personal foul by J. Wall (drawn by B. Knight)
3:40.0,J. Bayless misses 2-pt shot from 20 ft,,90-100,,
3:39.0,,,90-100,,Defensive rebound by J. Wall
3:25.0,,,90-103,3,G. Temple makes 3-pt shot from 26 ft (assist by J. Wall)
3:10.0,L. Sanders makes 2-pt shot at rim (assist by O. Mayo),2,92-103,,
2:45.0,,,92-105,2,J. Wall makes 2-pt shot from 17 ft
2:26.0,Shooting foul by M. Gortat (drawn by L. Sanders),,92-105,,
2:26.0,Milwaukee full timeout,,92-105,,
2:26.0,L. Sanders makes free throw 1 of 2,1,93-105,,
2:26.0,L. Sanders makes free throw 2 of 2,1,94-105,,
2:02.0,,,94-105,,M. Gortat misses 2-pt shot from 4 ft
2:02.0,Defensive rebound by Team,,94-105,,
1:45.0,O. Mayo misses 2-pt shot from 16 ft,,94-105,,
1:44.0,,,94-105,,Defensive rebound by O. Porter
1:23.0,,,94-105,,Shooting foul by L. Sanders (drawn by J. Wall)
1:23.0,,,94-106,1,J. Wall makes free throw 1 of 2
1:23.0,,,94-106,,J. Wall misses free throw 2 of 2
1:21.0,Defensive rebound by J. Parker,,94-106,,
1:16.0,J. Parker makes 2-pt shot from 1 ft,2,96-106,,
1:16.0,Shooting foul by M. Gortat (drawn by J. Parker),,96-106,,
1:16.0,J. Parker makes free throw 1 of 1,1,97-106,,
0:56.0,,,97-108,2,J. Wall makes 2-pt shot from 20 ft
0:49.0,J. Bayless misses 2-pt shot from 20 ft,,97-108,,
0:48.0,,,97-108,,Defensive rebound by M. Gortat
0:28.0,,,97-108,,J. Wall misses 3-pt shot from 29 ft
0:26.0,,,97-108,,Offensive rebound by N. Hilario
0:05.0,,,97-108,,N. Hilario misses 3-pt shot from 27 ft
0:04.0,Defensive rebound by O. Mayo,,97-108,,
0:01.0,O. Mayo misses 3-pt shot from 28 ft,,97-108,,
0:00.0,,,97-108,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
