time,Minnesota,pts.away,score,pts.home,Orlando
0:28.0,,,94-92,,E. Fournier misses 2-pt shot from 4 ft (block by A. Wiggins)
0:28.0,Defensive rebound by Team,,94-92,,
0:28.0,Minnesota full timeout,,94-92,,
0:28.0,,,94-92,,D. Marble enters the game for T. Harris
0:28.0,,,94-92,,M. Harkless enters the game for N. Vucevic
0:24.0,Turnover by K. Martin (lost ball; steal by M. Harkless),,94-92,,
0:19.0,,,94-92,,D. Marble misses 2-pt shot from 2 ft (block by M. Williams)
0:19.0,,,94-92,,Offensive rebound by Team
0:19.0,,,94-92,,Orlando full timeout
0:19.0,C. Brewer enters the game for K. Martin,,94-92,,
0:19.0,,,94-92,,N. Vucevic enters the game for M. Harkless
0:19.0,,,94-92,,T. Harris enters the game for A. Gordon
0:19.0,,,94-92,,C. Frye enters the game for D. Marble
0:12.0,,,94-92,,Shooting foul by N. Pekovic (drawn by N. Vucevic)
0:12.0,,,94-93,1,N. Vucevic makes free throw 1 of 2
0:12.0,G. Dieng enters the game for C. Brewer,,94-93,,
0:12.0,,,94-93,,A. Gordon enters the game for C. Frye
0:12.0,,,94-94,1,N. Vucevic makes free throw 2 of 2
0:12.0,Minnesota full timeout,,94-94,,
0:12.0,K. Martin enters the game for G. Dieng,,94-94,,
0:00.0,K. Martin misses 2-pt shot from 17 ft,,94-94,,
0:00.0,Offensive rebound by Team,,94-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: N. Pekovic vs. N. Vucevic (M. Williams gains possession),,,,Jump ball: N. Pekovic vs. N. Vucevic (M. Williams gains possession)
4:46.0,K. Martin misses 3-pt shot from 23 ft,,94-94,,
4:45.0,Offensive rebound by Team,,94-94,,
4:45.0,,,94-94,,Personal foul by N. Vucevic (drawn by K. Martin)
4:34.0,Turnover by T. Young (lost ball; steal by N. Vucevic),,94-94,,
4:31.0,,,94-96,2,A. Gordon makes 2-pt shot at rim (assist by N. Vucevic)
4:31.0,,,94-96,,Shooting foul by K. Martin (drawn by A. Gordon)
4:31.0,,,94-97,1,A. Gordon makes free throw 1 of 1
4:23.0,C. Brewer enters the game for A. Wiggins,,94-97,,
4:10.0,C. Brewer misses 3-pt shot from 25 ft,,94-97,,
4:07.0,,,94-97,,Defensive rebound by T. Harris
3:50.0,,,94-97,,Shooting foul by N. Pekovic (drawn by E. Fournier)
3:50.0,,,94-98,1,E. Fournier makes free throw 1 of 2
3:50.0,,,94-99,1,E. Fournier makes free throw 2 of 2
3:42.0,,,94-99,,Personal foul by N. Vucevic (drawn by N. Pekovic)
3:37.0,N. Pekovic makes 2-pt shot from 2 ft (assist by K. Martin),2,96-99,,
3:23.0,,,96-99,,E. Fournier misses 2-pt shot from 4 ft (block by M. Williams)
3:21.0,Defensive rebound by M. Williams,,96-99,,
3:20.0,Shooting foul by T. Harris (drawn by K. Martin),,96-99,,
3:20.0,K. Martin makes free throw 1 of 2,1,97-99,,
3:20.0,K. Martin makes free throw 2 of 2,1,98-99,,
3:03.0,,,98-101,2,E. Payton makes 2-pt shot from 18 ft
2:40.0,T. Young misses 2-pt shot from 7 ft,,98-101,,
2:39.0,Offensive rebound by N. Pekovic,,98-101,,
2:39.0,N. Pekovic misses 2-pt shot from 2 ft (block by A. Gordon),,98-101,,
2:36.0,Offensive rebound by C. Brewer,,98-101,,
2:36.0,Shooting foul by N. Vucevic (drawn by C. Brewer),,98-101,,
2:36.0,C. Brewer misses free throw 1 of 2,,98-101,,
2:36.0,Offensive rebound by Team,,98-101,,
2:36.0,C. Brewer makes free throw 2 of 2,1,99-101,,
2:17.0,,,99-103,2,E. Payton makes 2-pt shot from 6 ft
1:56.0,T. Young misses 2-pt shot from 9 ft,,99-103,,
1:55.0,,,99-103,,Defensive rebound by A. Gordon
1:48.0,,,99-103,,Orlando full timeout
1:35.0,,,99-106,3,A. Gordon makes 3-pt shot from 23 ft (assist by T. Harris)
1:18.0,T. Young misses 2-pt shot from 6 ft,,99-106,,
1:16.0,,,99-106,,Defensive rebound by A. Gordon
1:02.0,,,99-108,2,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Fournier)
0:50.0,Shooting foul by N. Vucevic (drawn by N. Pekovic),,99-108,,
0:50.0,,,99-108,,C. Frye enters the game for N. Vucevic
0:50.0,N. Pekovic misses free throw 1 of 2,,99-108,,
0:50.0,Offensive rebound by Team,,99-108,,
0:50.0,N. Pekovic makes free throw 2 of 2,1,100-108,,
0:40.0,,,100-110,2,E. Fournier makes 2-pt shot at rim (assist by C. Frye)
0:36.0,Shooting foul by T. Harris (drawn by C. Brewer),,100-110,,
0:36.0,C. Brewer makes free throw 1 of 2,1,101-110,,
0:36.0,Z. LaVine enters the game for M. Williams,,101-110,,
0:36.0,,,101-110,,L. Ridnour enters the game for E. Payton
0:36.0,,,101-110,,B. Gordon enters the game for A. Gordon
0:36.0,C. Brewer misses free throw 2 of 2,,101-110,,
0:36.0,,,101-110,,Defensive rebound by Team
0:36.0,,,101-110,,Orlando full timeout
0:36.0,C. Budinger enters the game for T. Young,,101-110,,
0:36.0,R. Hummel enters the game for N. Pekovic,,101-110,,
0:36.0,S. Muhammad enters the game for K. Martin,,101-110,,
0:26.0,,,101-112,2,T. Harris makes 2-pt shot from 7 ft (assist by E. Fournier)
0:22.0,Shooting foul by E. Fournier (drawn by Z. LaVine),,101-112,,
0:22.0,Z. LaVine makes free throw 1 of 2,1,102-112,,
0:22.0,Z. LaVine makes free throw 2 of 2,1,103-112,,
0:22.0,Personal take foul by Z. LaVine (drawn by E. Fournier),,103-112,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
