time,Houston,pts.away,score,pts.home,LA Clippers
5:24.0,,,88-97,,Turnover by J. Redick (bad pass; steal by J. Harden)
5:13.0,J. Harden misses 3-pt shot from 25 ft,,88-97,,
5:11.0,,,88-97,,Defensive rebound by D. Jordan
5:02.0,,,88-97,,LA Clippers full timeout
5:02.0,,,88-97,,M. Barnes enters the game for G. Davis
5:01.0,C. Brewer enters the game for K. Papanikolaou,,88-97,,
4:52.0,Violation by J. Smith (kicked ball),,88-97,,
4:47.0,,,88-97,,Shooting foul by P. Beverley (drawn by J. Crawford)
4:47.0,,,88-98,1,J. Crawford makes free throw 1 of 3
4:47.0,,,88-99,1,J. Crawford makes free throw 2 of 3
4:47.0,,,88-100,1,J. Crawford makes free throw 3 of 3
4:38.0,Turnover by J. Harden (lost ball; steal by D. Jordan),,88-100,,
4:33.0,,,88-100,,Turnover by M. Barnes (bad pass; steal by T. Ariza)
4:29.0,Shooting foul by C. Paul (drawn by C. Brewer),,88-100,,
4:29.0,C. Brewer makes free throw 1 of 2,1,89-100,,
4:29.0,C. Brewer makes free throw 2 of 2,1,90-100,,
4:15.0,,,90-100,,C. Paul misses 2-pt shot from 6 ft
4:15.0,,,90-100,,Offensive rebound by Team
4:15.0,Loose ball foul by J. Smith (drawn by D. Jordan),,90-100,,
4:15.0,,,90-100,,D. Jordan misses free throw 1 of 2
4:15.0,,,90-100,,Offensive rebound by Team
4:15.0,,,90-101,1,D. Jordan makes free throw 2 of 2
4:01.0,P. Beverley misses 3-pt shot from 25 ft,,90-101,,
4:00.0,,,90-101,,Defensive rebound by D. Jordan
3:56.0,,,90-101,,Turnover by M. Barnes (bad pass)
3:46.0,Turnover by J. Harden (bad pass; steal by D. Jordan),,90-101,,
3:40.0,Personal foul by J. Smith (drawn by D. Jordan),,90-101,,
3:40.0,,,90-101,,D. Jordan misses free throw 1 of 2
3:40.0,,,90-101,,Offensive rebound by Team
3:40.0,,,90-102,1,D. Jordan makes free throw 2 of 2
3:32.0,T. Ariza misses 3-pt shot from 24 ft,,90-102,,
3:31.0,,,90-102,,Defensive rebound by J. Redick
3:26.0,Personal take foul by J. Smith (drawn by D. Jordan),,90-102,,
3:26.0,,,90-102,,D. Jordan misses free throw 1 of 2
3:26.0,,,90-102,,Offensive rebound by Team
3:26.0,,,90-103,1,D. Jordan makes free throw 2 of 2
3:12.0,J. Smith makes 3-pt shot from 24 ft (assist by P. Beverley),3,93-103,,
3:07.0,Personal foul by C. Brewer (drawn by D. Jordan),,93-103,,
3:07.0,,,93-103,,D. Jordan misses free throw 1 of 2
3:07.0,,,93-103,,Offensive rebound by Team
3:07.0,,,93-103,,D. Jordan misses free throw 2 of 2
3:06.0,Defensive rebound by T. Ariza,,93-103,,
2:58.0,J. Smith misses 3-pt shot from 25 ft,,93-103,,
2:57.0,,,93-103,,Defensive rebound by M. Barnes
2:55.0,Personal take foul by J. Smith (drawn by D. Jordan),,93-103,,
2:55.0,Official timeout,,93-103,,
2:55.0,J. Terry enters the game for J. Smith,,93-103,,
2:55.0,,,93-103,,D. Jordan misses free throw 1 of 2
2:55.0,,,93-103,,Offensive rebound by Team
2:55.0,,,93-103,,D. Jordan misses free throw 2 of 2
2:53.0,Defensive rebound by J. Harden,,93-103,,
2:45.0,T. Ariza misses 3-pt shot from 24 ft,,93-103,,
2:45.0,,,93-103,,Defensive rebound by D. Jordan
2:45.0,Personal foul by P. Beverley (drawn by D. Jordan),,93-103,,
2:45.0,,,93-104,1,D. Jordan makes free throw 1 of 2
2:45.0,,,93-105,1,D. Jordan makes free throw 2 of 2
2:39.0,C. Brewer makes 2-pt shot from 1 ft,2,95-105,,
2:36.0,Personal take foul by T. Ariza (drawn by D. Jordan),,95-105,,
2:36.0,,,95-106,1,D. Jordan makes free throw 1 of 2
2:36.0,,,95-106,,D. Jordan misses free throw 2 of 2
2:34.0,Defensive rebound by J. Harden,,95-106,,
2:27.0,J. Harden misses 3-pt shot from 24 ft,,95-106,,
2:26.0,,,95-106,,Defensive rebound by D. Jordan
2:26.0,Personal take foul by P. Beverley (drawn by D. Jordan),,95-106,,
2:26.0,,,95-106,,D. Jordan misses free throw 1 of 2
2:26.0,,,95-106,,Offensive rebound by Team
2:26.0,,,95-107,1,D. Jordan makes free throw 2 of 2
2:17.0,C. Brewer misses 3-pt shot from 24 ft,,95-107,,
2:13.0,Offensive rebound by P. Beverley,,95-107,,
2:11.0,P. Beverley misses 2-pt shot at rim (block by D. Jordan),,95-107,,
2:10.0,,,95-107,,Defensive rebound by M. Barnes
2:10.0,Personal take foul by C. Brewer (drawn by C. Paul),,95-107,,
2:10.0,,,95-108,1,C. Paul makes free throw 1 of 2
2:10.0,I. Canaan enters the game for J. Harden,,95-108,,
2:10.0,N. Johnson enters the game for J. Terry,,95-108,,
2:10.0,K. Papanikolaou enters the game for T. Ariza,,95-108,,
2:10.0,C. Capela enters the game for P. Beverley,,95-108,,
2:10.0,,,95-108,,C. Paul misses free throw 2 of 2
2:09.0,Defensive rebound by C. Capela,,95-108,,
2:00.0,C. Brewer misses 2-pt shot from 1 ft,,95-108,,
1:59.0,,,95-108,,Defensive rebound by J. Crawford
1:38.0,,,95-108,,J. Redick misses 3-pt shot from 24 ft
1:36.0,,,95-108,,Offensive rebound by D. Jordan
1:14.0,,,95-108,,J. Crawford misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by C. Capela,,95-108,,
1:00.0,C. Brewer misses 2-pt shot from 12 ft,,95-108,,
1:00.0,,,95-108,,Defensive rebound by D. Jordan
0:39.0,,,95-108,,C. Paul misses 2-pt shot from 3 ft
0:39.0,,,95-108,,Offensive rebound by D. Jordan
0:39.0,,,95-110,2,D. Jordan makes 2-pt shot at rim
0:25.0,I. Canaan misses 3-pt shot from 24 ft,,95-110,,
0:18.0,,,95-110,,Defensive rebound by D. Jordan
0:00.0,End of 4th quarter,,,,End of 4th quarter
