time,San Antonio,pts.away,score,pts.home,LA Clippers
1:44.0,K. Leonard makes 2-pt shot at rim (assist by M. Ginobili),2,83-82,,
1:39.0,,,83-82,,Turnover by B. Griffin (bad pass; steal by B. Diaw)
1:20.0,T. Parker misses 2-pt shot from 18 ft,,83-82,,
1:19.0,Offensive rebound by K. Leonard,,83-82,,
1:02.0,B. Diaw makes 2-pt shot from 12 ft (assist by T. Parker),2,85-82,,
1:02.0,,,85-82,,LA Clippers full timeout
1:02.0,,,85-82,,S. Hawes enters the game for D. Jordan
0:58.0,Personal foul by K. Leonard (drawn by B. Griffin),,85-82,,
0:52.0,,,85-82,,Turnover by C. Paul (lost ball; steal by K. Leonard)
0:52.0,San Antonio full timeout,,85-82,,
0:52.0,,,85-82,,D. Jordan enters the game for J. Redick
0:52.0,,,85-82,,M. Barnes enters the game for S. Hawes
0:33.0,M. Ginobili makes 2-pt shot from 1 ft (assist by K. Leonard),2,87-82,,
0:26.0,,,87-82,,Shooting foul by M. Ginobili (drawn by J. Crawford)
0:26.0,,,87-83,1,J. Crawford makes free throw 1 of 3
0:26.0,,,87-84,1,J. Crawford makes free throw 2 of 3
0:26.0,,,87-85,1,J. Crawford makes free throw 3 of 3
0:26.0,San Antonio full timeout,,87-85,,
0:26.0,,,87-85,,J. Cunningham enters the game for J. Crawford
0:11.0,,,87-85,,Personal foul by J. Cunningham (drawn by M. Ginobili)
0:11.0,M. Ginobili misses free throw 1 of 2,,87-85,,
0:11.0,Offensive rebound by Team,,87-85,,
0:11.0,M. Ginobili misses free throw 2 of 2,,87-85,,
0:10.0,,,87-85,,Defensive rebound by D. Jordan
0:10.0,,,87-85,,LA Clippers full timeout
0:10.0,,,87-85,,S. Hawes enters the game for D. Jordan
0:10.0,,,87-85,,J. Redick enters the game for M. Barnes
0:10.0,,,87-85,,J. Crawford enters the game for J. Cunningham
0:03.0,,,87-85,,C. Paul misses 2-pt shot from 1 ft
0:01.0,,,87-85,,Offensive rebound by B. Griffin
0:01.0,,,87-85,,LA Clippers full timeout
0:01.0,T. Parker misses technical free throw,,87-85,,
0:01.0,Offensive rebound by Team,,87-85,,
0:01.0,San Antonio full timeout,,87-85,,
0:01.0,,,87-85,,J. Cunningham enters the game for J. Redick
0:01.0,,,87-85,,M. Barnes enters the game for S. Hawes
0:00.0,,,87-85,,Personal take foul by M. Barnes (drawn by K. Leonard)
0:00.0,K. Leonard makes free throw 1 of 2,1,88-85,,
0:00.0,K. Leonard makes free throw 2 of 2,1,89-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
