time,Charlotte,pts.away,score,pts.home,Philadelphia
6:29.0,A. Jefferson makes 2-pt shot from 3 ft (assist by L. Stephenson),2,71-81,,
6:08.0,,,71-81,,Turnover by L. Mbah a Moute (bad pass; steal by M. Williams)
5:55.0,M. Williams makes 3-pt shot from 25 ft (assist by L. Stephenson),3,74-81,,
5:31.0,,,74-83,2,N. Noel makes 2-pt shot from 14 ft (assist by T. Frazier)
5:17.0,,,74-83,,Def 3 sec tech foul by H. Thompson
5:17.0,B. Roberts makes technical free throw,1,75-83,,
5:05.0,L. Stephenson misses 2-pt shot from 17 ft,,75-83,,
5:03.0,,,75-83,,Defensive rebound by N. Noel
4:46.0,,,75-83,,L. Mbah a Moute misses 3-pt shot from 22 ft
4:44.0,Defensive rebound by A. Jefferson,,75-83,,
4:40.0,Shooting foul by R. Covington (drawn by G. Henderson),,75-83,,
4:40.0,G. Henderson makes free throw 1 of 2,1,76-83,,
4:40.0,G. Henderson makes free throw 2 of 2,1,77-83,,
4:25.0,,,77-86,3,R. Covington makes 3-pt shot from 26 ft (assist by N. Noel)
4:11.0,A. Jefferson misses 2-pt shot at rim,,77-86,,
4:10.0,Offensive rebound by A. Jefferson,,77-86,,
4:10.0,A. Jefferson makes 2-pt shot at rim,2,79-86,,
3:48.0,,,79-88,2,H. Thompson makes 2-pt shot from 1 ft
3:34.0,B. Roberts misses 2-pt shot from 18 ft,,79-88,,
3:32.0,,,79-88,,Defensive rebound by L. Mbah a Moute
3:18.0,,,79-88,,N. Noel misses 2-pt shot from 15 ft
3:16.0,Defensive rebound by L. Stephenson,,79-88,,
3:02.0,A. Jefferson makes 2-pt shot from 1 ft (assist by G. Henderson),2,81-88,,
2:56.0,,,81-88,,Philadelphia full timeout
2:56.0,Official timeout,,81-88,,
2:56.0,,,81-88,,J. Sampson enters the game for T. Frazier
2:47.0,,,81-88,,L. Mbah a Moute misses 2-pt shot from 2 ft (block by A. Jefferson)
2:45.0,Defensive rebound by A. Jefferson,,81-88,,
2:28.0,A. Jefferson misses 2-pt shot from 1 ft,,81-88,,
2:26.0,,,81-88,,Defensive rebound by H. Thompson
2:10.0,,,81-88,,Shooting foul by M. Williams (drawn by J. Sampson)
2:10.0,,,81-89,1,J. Sampson makes free throw 1 of 2
2:10.0,,,81-89,,J. Sampson misses free throw 2 of 2
2:09.0,Defensive rebound by M. Williams,,81-89,,
1:59.0,,,81-89,,Personal foul by H. Thompson (drawn by M. Williams)
1:59.0,,,81-89,,T. Frazier enters the game for J. Sampson
1:55.0,B. Roberts misses 3-pt shot from 25 ft,,81-89,,
1:53.0,,,81-89,,Defensive rebound by Team
1:30.0,,,81-89,,L. Mbah a Moute misses 2-pt shot from 6 ft
1:29.0,Defensive rebound by G. Henderson,,81-89,,
1:22.0,L. Stephenson misses 3-pt shot from 25 ft,,81-89,,
1:19.0,,,81-89,,Defensive rebound by H. Thompson
1:10.0,Personal foul by L. Stephenson (drawn by L. Mbah a Moute),,81-89,,
1:00.0,,,81-89,,L. Mbah a Moute misses 2-pt shot from 17 ft
0:59.0,Defensive rebound by A. Jefferson,,81-89,,
0:55.0,B. Roberts misses 3-pt shot from 26 ft,,81-89,,
0:52.0,,,81-89,,Defensive rebound by N. Noel
0:31.0,,,81-89,,T. Frazier misses 2-pt shot from 13 ft
0:29.0,Defensive rebound by A. Jefferson,,81-89,,
0:23.0,M. Williams misses 3-pt shot from 23 ft,,81-89,,
0:19.0,,,81-89,,Defensive rebound by N. Noel
0:00.0,End of 4th quarter,,,,End of 4th quarter
