time,Chicago,pts.away,score,pts.home,Brooklyn
1:03.0,,,113-84,,E. Clark misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by Team,,113-84,,
0:54.0,Turnover by T. Snell (bad pass),,113-84,,
0:38.0,,,113-84,,D. Morris misses 2-pt shot from 7 ft
0:37.0,,,113-84,,Offensive rebound by Team
0:34.0,,,113-84,,Shooting foul by N. Mohammed (drawn by J. Jordan)
0:34.0,,,113-85,1,J. Jordan makes free throw 1 of 2
0:34.0,,,113-86,1,J. Jordan makes free throw 2 of 2
0:24.0,E. Moore misses 2-pt shot from 22 ft,,113-86,,
0:23.0,,,113-86,,Defensive rebound by E. Clark
0:09.0,,,113-86,,C. Jefferson misses 2-pt shot from 17 ft
0:08.0,Defensive rebound by T. Snell,,113-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
