time,LA Lakers,pts.away,score,pts.home,San Antonio
1:22.0,,,101-97,3,M. Ginobili makes 3-pt shot from 23 ft (assist by T. Duncan)
1:19.0,,,101-97,,Personal take foul by M. Ginobili (drawn by C. Boozer)
1:11.0,Turnover by K. Bryant (bad pass),,101-97,,
1:00.0,,,101-97,,M. Ginobili misses 2-pt shot from 2 ft
0:59.0,Defensive rebound by K. Bryant,,101-97,,
0:53.0,Turnover by K. Bryant (bad pass; steal by C. Joseph),,101-97,,
0:45.0,,,101-100,3,D. Green makes 3-pt shot from 26 ft (assist by M. Bonner)
0:45.0,LA Lakers full timeout,,101-100,,
0:24.0,K. Bryant misses 2-pt shot from 15 ft,,101-100,,
0:23.0,,,101-100,,Defensive rebound by D. Green
0:07.0,,,101-100,,Shooting foul by J. Hill (drawn by M. Ginobili)
0:07.0,,,101-100,,M. Ginobili misses free throw 1 of 2
0:07.0,,,101-100,,Offensive rebound by Team
0:07.0,,,101-101,1,M. Ginobili makes free throw 2 of 2
0:06.0,LA Lakers full timeout,,101-101,,
0:06.0,,,101-101,,B. Diaw enters the game for M. Bonner
0:03.0,K. Bryant misses 2-pt shot from 13 ft,,101-101,,
0:02.0,Offensive rebound by C. Boozer,,101-101,,
0:01.0,Turnover by C. Boozer (lost ball; steal by C. Joseph),,101-101,,
0:01.0,,,101-101,,San Antonio full timeout
0:01.0,,,101-101,,San Antonio full timeout
0:01.0,,,101-101,,M. Belinelli enters the game for C. Joseph
0:00.0,,,101-101,,T. Duncan misses 2-pt shot from 16 ft
0:00.0,,,101-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:58.0,Jump ball: T. Duncan vs. J. Hill (C. Joseph gains possession),,,,Jump ball: T. Duncan vs. J. Hill (C. Joseph gains possession)
4:48.0,,,101-101,,M. Bonner misses 3-pt shot from 24 ft
4:47.0,Defensive rebound by W. Johnson,,101-101,,
4:33.0,N. Young makes 2-pt shot from 15 ft,2,103-101,,
4:10.0,,,103-101,,Shooting foul by N. Young (drawn by M. Bonner)
4:10.0,,,103-102,1,M. Bonner makes free throw 1 of 2
4:10.0,,,103-102,,M. Bonner misses free throw 2 of 2
4:09.0,Defensive rebound by W. Johnson,,103-102,,
3:45.0,K. Bryant misses 3-pt shot from 24 ft,,103-102,,
3:44.0,Offensive rebound by J. Hill,,103-102,,
3:44.0,J. Hill misses 2-pt shot from 1 ft,,103-102,,
3:43.0,Offensive rebound by Team,,103-102,,
3:38.0,J. Hill makes 2-pt shot at rim (assist by K. Bryant),2,105-102,,
3:16.0,,,105-104,2,C. Joseph makes 2-pt shot from 7 ft
2:50.0,N. Young misses 3-pt shot from 24 ft,,105-104,,
2:50.0,Offensive rebound by Team,,105-104,,
2:50.0,Turnover by Team (shot clock),,105-104,,
2:34.0,,,105-104,,Turnover by C. Joseph (lost ball; steal by W. Johnson)
2:18.0,J. Hill makes 2-pt shot from 16 ft (assist by K. Bryant),2,107-104,,
2:03.0,,,107-106,2,D. Green makes 2-pt shot from 14 ft (assist by C. Joseph)
1:47.0,C. Boozer makes 2-pt shot from 1 ft (assist by K. Bryant),2,109-106,,
1:34.0,,,109-108,2,T. Duncan makes 2-pt shot from 1 ft (assist by M. Ginobili)
1:12.0,K. Bryant misses 2-pt shot from 13 ft,,109-108,,
1:11.0,,,109-108,,Defensive rebound by M. Ginobili
1:04.0,,,109-110,2,T. Duncan makes 2-pt shot at rim (assist by M. Ginobili)
1:04.0,LA Lakers full timeout,,109-110,,
1:04.0,J. Lin enters the game for C. Boozer,,109-110,,
1:04.0,,,109-110,,M. Belinelli enters the game for M. Bonner
0:45.0,K. Bryant misses 2-pt shot at rim,,109-110,,
0:42.0,,,109-110,,Defensive rebound by D. Green
0:32.0,,,109-110,,Turnover by M. Ginobili (bad pass; steal by J. Hill)
0:32.0,,,109-110,,Loose ball foul by T. Duncan (drawn by J. Lin)
0:07.0,N. Young makes 3-pt shot from 29 ft (assist by J. Lin),3,112-110,,
0:07.0,,,112-110,,San Antonio full timeout
0:07.0,,,112-110,,B. Diaw enters the game for D. Green
0:01.0,,,112-110,,M. Ginobili misses 3-pt shot from 25 ft
0:00.0,,,112-110,,Offensive rebound by C. Joseph
0:00.0,End of 1st overtime,,,,End of 1st overtime
