time,Atlanta,pts.away,score,pts.home,Chicago
0:33.0,Offensive rebound by A. Horford,,102-95,,
0:24.0,,,102-95,,Personal foul by K. Hinrich (drawn by J. Teague)
0:24.0,J. Teague misses free throw 1 of 2,,102-95,,
0:24.0,Offensive rebound by Team,,102-95,,
0:24.0,J. Teague makes free throw 2 of 2,1,103-95,,
0:24.0,,,103-95,,Chicago full timeout
0:24.0,T. Sefolosha enters the game for J. Teague,,103-95,,
0:24.0,,,103-95,,A. Brooks enters the game for K. Hinrich
0:14.0,,,103-97,2,A. Brooks makes 2-pt shot from 3 ft
0:12.0,,,103-97,,Personal foul by P. Gasol (drawn by K. Korver)
0:12.0,K. Korver makes free throw 1 of 2,1,104-97,,
0:12.0,K. Korver makes free throw 2 of 2,1,105-97,,
0:12.0,,,105-97,,Chicago full timeout
0:08.0,,,105-97,,Shooting foul by A. Horford (drawn by T. Gibson)
0:08.0,,,105-98,1,T. Gibson makes free throw 1 of 2
0:08.0,,,105-99,1,T. Gibson makes free throw 2 of 2
0:08.0,Atlanta full timeout,,105-99,,
0:08.0,J. Teague enters the game for T. Sefolosha,,105-99,,
0:03.0,,,105-99,,Personal take foul by A. Brooks (drawn by J. Teague)
0:03.0,J. Teague makes free throw 1 of 2,1,106-99,,
0:03.0,J. Teague makes free throw 2 of 2,1,107-99,,
0:00.0,,,107-99,,D. Rose misses 3-pt shot from 48 ft
0:00.0,,,107-99,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
