time,Charlotte,pts.away,score,pts.home,Philadelphia
5:03.0,Defensive rebound by A. Jefferson,,100-79,,
4:48.0,A. Jefferson misses 2-pt shot from 1 ft (block by R. Covington),,100-79,,
4:48.0,Offensive rebound by Team,,100-79,,
4:47.0,G. Henderson misses 2-pt shot from 14 ft,,100-79,,
4:45.0,Offensive rebound by G. Henderson,,100-79,,
4:40.0,G. Henderson misses 3-pt shot from 24 ft,,100-79,,
4:39.0,,,100-79,,Defensive rebound by M. Carter-Williams
4:30.0,,,100-79,,R. Covington misses 3-pt shot from 26 ft
4:29.0,Defensive rebound by M. Kidd-Gilchrist,,100-79,,
4:11.0,A. Jefferson makes 2-pt shot from 3 ft (assist by G. Henderson),2,102-79,,
3:55.0,,,102-79,,M. Carter-Williams misses 2-pt shot from 15 ft
3:54.0,Defensive rebound by A. Jefferson,,102-79,,
3:38.0,M. Williams misses 3-pt shot from 24 ft,,102-79,,
3:36.0,,,102-79,,Defensive rebound by N. Noel
3:30.0,,,102-82,3,R. Covington makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
3:17.0,Offensive foul by M. Williams,,102-82,,
3:17.0,Turnover by M. Williams (offensive foul),,102-82,,
3:06.0,,,102-82,,K. McDaniels misses 3-pt shot from 23 ft
3:04.0,Defensive rebound by M. Williams,,102-82,,
2:53.0,Turnover by K. Walker (lost ball; steal by N. Noel),,102-82,,
2:51.0,,,102-82,,Turnover by N. Noel (bad pass; steal by M. Kidd-Gilchrist)
2:51.0,,,102-82,,Personal foul by M. Carter-Williams (drawn by M. Kidd-Gilchrist)
2:51.0,Official timeout,,102-82,,
2:37.0,A. Jefferson makes 2-pt shot from 5 ft (assist by G. Henderson),2,104-82,,
2:26.0,,,104-82,,M. Carter-Williams misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by A. Jefferson,,104-82,,
2:05.0,Offensive charge foul by G. Henderson,,104-82,,
2:05.0,Turnover by G. Henderson (offensive foul),,104-82,,
1:53.0,,,104-85,3,R. Covington makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
1:37.0,K. Walker misses 2-pt shot from 9 ft (block by H. Thompson),,104-85,,
1:36.0,Offensive rebound by K. Walker,,104-85,,
1:36.0,K. Walker makes 2-pt shot from 9 ft,2,106-85,,
1:26.0,,,106-85,,M. Carter-Williams misses 2-pt shot from 1 ft
1:24.0,Defensive rebound by A. Jefferson,,106-85,,
1:11.0,A. Jefferson misses 2-pt shot from 1 ft,,106-85,,
1:10.0,Offensive rebound by A. Jefferson,,106-85,,
1:10.0,A. Jefferson misses 2-pt shot from 1 ft,,106-85,,
1:08.0,,,106-85,,Defensive rebound by R. Covington
1:00.0,,,106-87,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by R. Covington)
0:48.0,B. Biyombo enters the game for A. Jefferson,,106-87,,
0:42.0,K. Walker makes 3-pt shot from 24 ft,3,109-87,,
0:32.0,,,109-87,,Shooting foul by B. Biyombo (drawn by M. Carter-Williams)
0:32.0,,,109-88,1,M. Carter-Williams makes free throw 1 of 2
0:32.0,,,109-89,1,M. Carter-Williams makes free throw 2 of 2
0:15.0,Turnover by B. Biyombo (lost ball; steal by N. Noel),,109-89,,
0:11.0,,,109-91,2,M. Carter-Williams makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
