time,Atlanta,pts.away,score,pts.home,Orlando
0:17.0,Shooting foul by N. Vucevic (drawn by J. Teague),,94-97,,
0:17.0,J. Teague makes free throw 1 of 2,1,95-97,,
0:17.0,K. Bazemore enters the game for K. Korver,,95-97,,
0:17.0,,,95-97,,C. Frye enters the game for E. Payton
0:17.0,J. Teague makes free throw 2 of 2,1,96-97,,
0:08.0,Personal foul by J. Teague (drawn by T. Harris),,96-97,,
0:08.0,,,96-98,1,T. Harris makes free throw 1 of 2
0:08.0,K. Korver enters the game for K. Bazemore,,96-98,,
0:08.0,,,96-98,,E. Payton enters the game for C. Frye
0:08.0,,,96-98,,T. Harris misses free throw 2 of 2
0:08.0,Defensive rebound by D. Carroll,,96-98,,
0:08.0,Atlanta full timeout,,96-98,,
0:08.0,M. Scott enters the game for D. Carroll,,96-98,,
0:03.0,K. Korver makes 3-pt shot from 25 ft (assist by J. Teague),3,99-98,,
0:03.0,,,99-98,,Orlando full timeout
0:03.0,K. Bazemore enters the game for K. Korver,,99-98,,
0:03.0,T. Sefolosha enters the game for J. Teague,,99-98,,
0:03.0,D. Carroll enters the game for M. Scott,,99-98,,
0:03.0,,,99-98,,C. Frye enters the game for E. Payton
0:00.0,,,99-100,2,T. Harris makes 2-pt shot from 14 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
