time,Utah,pts.away,score,pts.home,Sacramento
3:51.0,,,79-86,,Turnover by R. Gay (offensive foul)
3:51.0,T. Burke enters the game for A. Burks,,79-86,,
3:51.0,R. Hood enters the game for D. Exum,,79-86,,
3:35.0,E. Kanter misses 3-pt shot from 22 ft,,79-86,,
3:35.0,,,79-86,,Defensive rebound by N. Stauskas
3:22.0,,,79-88,2,N. Stauskas makes 2-pt shot from 3 ft (assist by D. Collison)
3:22.0,,,79-88,,Shooting foul by R. Hood (drawn by N. Stauskas)
3:22.0,,,79-89,1,N. Stauskas makes free throw 1 of 1
3:12.0,T. Burke makes 3-pt shot from 24 ft (assist by G. Hayward),3,82-89,,
2:56.0,,,82-89,,Shooting foul by E. Kanter (drawn by D. Collison)
2:56.0,Official timeout,,82-89,,
2:56.0,,,82-90,1,D. Collison makes free throw 1 of 2
2:56.0,,,82-91,1,D. Collison makes free throw 2 of 2
2:47.0,,,82-91,,Personal foul by R. Evans (drawn by G. Hayward)
2:47.0,G. Hayward misses free throw 1 of 2,,82-91,,
2:47.0,Offensive rebound by Team,,82-91,,
2:47.0,R. Gobert enters the game for E. Kanter,,82-91,,
2:47.0,G. Hayward misses free throw 2 of 2,,82-91,,
2:45.0,,,82-91,,Defensive rebound by J. Thompson
2:30.0,,,82-91,,Turnover by N. Stauskas (bad pass; steal by G. Hayward)
2:28.0,Shooting foul by R. Gay (drawn by G. Hayward),,82-91,,
2:28.0,G. Hayward makes free throw 1 of 2,1,83-91,,
2:28.0,G. Hayward makes free throw 2 of 2,1,84-91,,
2:02.0,,,84-91,,J. Thompson misses 2-pt shot from 18 ft
2:02.0,,,84-91,,Offensive rebound by Team
2:02.0,,,84-91,,Turnover by Team (shot clock)
2:02.0,E. Kanter enters the game for R. Gobert,,84-91,,
1:54.0,T. Burke misses 3-pt shot from 25 ft,,84-91,,
1:53.0,,,84-91,,Defensive rebound by N. Stauskas
1:33.0,,,84-93,2,R. Gay makes 2-pt shot from 4 ft
1:18.0,Offensive charge foul by D. Favors,,84-93,,
1:18.0,Turnover by D. Favors (offensive foul),,84-93,,
1:01.0,,,84-93,,D. Collison misses 2-pt shot from 13 ft
1:00.0,Defensive rebound by D. Favors,,84-93,,
0:53.0,G. Hayward makes 2-pt shot from 3 ft (assist by R. Hood),2,86-93,,
0:47.0,Personal take foul by G. Hayward (drawn by R. Gay),,86-93,,
0:47.0,,,86-94,1,R. Gay makes free throw 1 of 2
0:47.0,A. Burks enters the game for R. Hood,,86-94,,
0:47.0,,,86-95,1,R. Gay makes free throw 2 of 2
0:41.0,A. Burks makes 2-pt shot from 8 ft,2,88-95,,
0:36.0,Personal take foul by G. Hayward (drawn by J. Thompson),,88-95,,
0:36.0,,,88-96,1,J. Thompson makes free throw 1 of 2
0:36.0,,,88-96,,J. Thompson misses free throw 2 of 2
0:35.0,,,88-96,,Offensive rebound by J. Thompson
0:33.0,Personal take foul by A. Burks (drawn by J. Thompson),,88-96,,
0:33.0,,,88-97,1,J. Thompson makes free throw 1 of 2
0:33.0,,,88-98,1,J. Thompson makes free throw 2 of 2
0:33.0,Utah full timeout,,88-98,,
0:24.0,E. Kanter makes 3-pt shot from 23 ft (assist by T. Burke),3,91-98,,
0:24.0,Personal take foul by E. Kanter (drawn by J. Thompson),,91-98,,
0:24.0,,,91-99,1,J. Thompson makes free throw 1 of 2
0:24.0,,,91-99,,J. Thompson misses free throw 2 of 2
0:22.0,,,91-99,,Offensive rebound by R. Gay
0:18.0,Personal take foul by E. Kanter (drawn by R. Gay),,91-99,,
0:18.0,R. Gobert enters the game for E. Kanter,,91-99,,
0:18.0,,,91-100,1,R. Gay makes free throw 1 of 2
0:18.0,,,91-101,1,R. Gay makes free throw 2 of 2
0:13.0,Shooting foul by R. Gay (drawn by A. Burks),,91-101,,
0:13.0,A. Burks misses free throw 1 of 2,,91-101,,
0:13.0,Offensive rebound by Team,,91-101,,
0:13.0,A. Burks makes free throw 2 of 2,1,92-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
