time,Dallas,pts.away,score,pts.home,Houston
3:14.0,,,86-81,,Shooting foul by C. Parsons (drawn by D. Motiejunas)
3:14.0,,,86-82,1,D. Motiejunas makes free throw 1 of 2
3:14.0,,,86-82,,D. Motiejunas misses free throw 2 of 2
3:14.0,Defensive rebound by M. Ellis,,86-82,,
2:55.0,M. Ellis makes 2-pt shot from 18 ft,2,88-82,,
2:41.0,Shooting block foul by C. Parsons (drawn by K. Papanikolaou),,88-82,,
2:41.0,Dallas full timeout,,88-82,,
2:41.0,D. Nowitzki enters the game for D. Harris,,88-82,,
2:41.0,,,88-83,1,K. Papanikolaou makes free throw 1 of 2
2:41.0,,,88-84,1,K. Papanikolaou makes free throw 2 of 2
2:25.0,M. Ellis misses 3-pt shot from 25 ft,,88-84,,
2:23.0,Offensive rebound by C. Parsons,,88-84,,
2:08.0,D. Nowitzki misses 2-pt shot from 12 ft,,88-84,,
2:07.0,Offensive rebound by M. Ellis,,88-84,,
1:46.0,Shooting foul by K. Papanikolaou (drawn by C. Parsons),,88-84,,
1:46.0,C. Parsons misses free throw 1 of 2,,88-84,,
1:46.0,Offensive rebound by Team,,88-84,,
1:46.0,C. Parsons makes free throw 2 of 2,1,89-84,,
1:37.0,,,89-84,,Shooting foul by M. Ellis (drawn by J. Harden)
1:37.0,,,89-85,1,J. Harden makes free throw 1 of 2
1:37.0,,,89-86,1,J. Harden makes free throw 2 of 2
1:22.0,M. Ellis makes 2-pt shot from 7 ft,2,91-86,,
1:22.0,,,91-86,,Houston full timeout
1:22.0,B. Wright enters the game for T. Chandler,,91-86,,
1:22.0,A. Aminu enters the game for D. Nowitzki,,91-86,,
1:14.0,,,91-88,2,J. Terry makes 2-pt shot from 1 ft (assist by J. Harden)
1:14.0,Dallas full timeout,,91-88,,
1:14.0,D. Nowitzki enters the game for A. Aminu,,91-88,,
1:14.0,T. Chandler enters the game for B. Wright,,91-88,,
0:59.0,,,91-88,,Personal foul by T. Ariza (drawn by M. Ellis)
0:59.0,M. Ellis misses free throw 1 of 2,,91-88,,
0:59.0,Offensive rebound by Team,,91-88,,
0:59.0,,,91-88,,T. Black enters the game for J. Terry
0:59.0,B. Wright enters the game for D. Nowitzki,,91-88,,
0:59.0,M. Ellis makes free throw 2 of 2,1,92-88,,
0:59.0,,,92-88,,Houston full timeout
0:59.0,,,92-88,,J. Terry enters the game for T. Black
0:59.0,A. Aminu enters the game for T. Chandler,,92-88,,
0:57.0,Personal foul by M. Ellis (drawn by J. Harden),,92-88,,
0:57.0,,,92-89,1,J. Harden makes free throw 1 of 2
0:57.0,D. Nowitzki enters the game for A. Aminu,,92-89,,
0:57.0,,,92-90,1,J. Harden makes free throw 2 of 2
0:35.0,M. Ellis misses 2-pt shot from 19 ft,,92-90,,
0:34.0,,,92-90,,Defensive rebound by K. Papanikolaou
0:28.0,,,92-92,2,J. Harden makes 2-pt shot from 5 ft
0:28.0,,,92-92,,Shooting foul by C. Parsons (drawn by J. Harden)
0:28.0,T. Chandler enters the game for B. Wright,,92-92,,
0:28.0,,,92-92,,F. Garcia enters the game for J. Terry
0:28.0,,,92-93,1,J. Harden makes free throw 1 of 1
0:28.0,Dallas full timeout,,92-93,,
0:23.0,Turnover by M. Ellis (bad pass; steal by J. Harden),,92-93,,
0:21.0,Personal foul by J. Barea (drawn by T. Ariza),,92-93,,
0:21.0,,,92-94,1,T. Ariza makes free throw 1 of 2
0:21.0,,,92-95,1,T. Ariza makes free throw 2 of 2
0:07.0,D. Nowitzki misses 3-pt shot from 25 ft,,92-95,,
0:05.0,Offensive rebound by Team,,92-95,,
0:02.0,M. Ellis misses 3-pt shot from 25 ft,,92-95,,
0:01.0,Offensive rebound by C. Parsons,,92-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
