time,Detroit,pts.away,score,pts.home,Charlotte
5:37.0,,,68-86,2,M. Williams makes 2-pt shot from 17 ft (assist by M. Williams)
5:37.0,Detroit full timeout,,68-86,,
5:37.0,,,68-86,,G. Henderson enters the game for P. Hairston
5:29.0,A. Tolliver misses 3-pt shot from 23 ft,,68-86,,
5:27.0,,,68-86,,Defensive rebound by A. Jefferson
5:08.0,,,68-89,3,M. Williams makes 3-pt shot from 26 ft
4:45.0,Shooting foul by A. Jefferson (drawn by A. Drummond),,68-89,,
4:45.0,A. Drummond misses free throw 1 of 2,,68-89,,
4:45.0,Offensive rebound by Team,,68-89,,
4:45.0,S. Williams enters the game for A. Tolliver,,68-89,,
4:45.0,J. Lucas III enters the game for R. Jackson,,68-89,,
4:45.0,A. Drummond misses free throw 2 of 2,,68-89,,
4:44.0,,,68-89,,Defensive rebound by G. Henderson
4:22.0,,,68-91,2,A. Jefferson makes 2-pt shot from 1 ft (assist by M. Williams)
4:07.0,J. Lucas III makes 2-pt shot from 20 ft,2,70-91,,
3:37.0,,,70-94,3,M. Williams makes 3-pt shot from 26 ft (assist by A. Jefferson)
3:04.0,J. Lucas III misses 2-pt shot from 7 ft,,70-94,,
3:02.0,,,70-94,,Defensive rebound by K. Walker
2:47.0,,,70-94,,M. Williams misses 2-pt shot from 20 ft
2:46.0,Defensive rebound by J. Lucas III,,70-94,,
2:38.0,S. Williams misses 2-pt shot from 2 ft,,70-94,,
2:35.0,,,70-94,,Defensive rebound by K. Walker
2:20.0,,,70-94,,Shooting foul by A. Drummond (drawn by A. Jefferson)
2:20.0,Official timeout,,70-94,,
2:20.0,J. Anthony enters the game for C. Butler,,70-94,,
2:20.0,C. Martin enters the game for A. Drummond,,70-94,,
2:20.0,Q. Miller enters the game for J. Meeks,,70-94,,
2:20.0,,,70-94,,N. Vonleh enters the game for M. Williams
2:20.0,,,70-94,,B. Roberts enters the game for M. Williams
2:20.0,,,70-94,,A. Jefferson misses free throw 1 of 2
2:20.0,,,70-94,,Offensive rebound by Team
2:20.0,,,70-95,1,A. Jefferson makes free throw 2 of 2
2:04.0,J. Lucas III misses 2-pt shot from 19 ft,,70-95,,
2:04.0,Offensive rebound by Team,,70-95,,
2:04.0,,,70-95,,Loose ball foul by N. Vonleh (drawn by S. Williams)
2:04.0,S. Williams makes free throw 1 of 2,1,71-95,,
2:04.0,,,71-95,,B. Biyombo enters the game for A. Jefferson
2:04.0,,,71-95,,J. Taylor enters the game for G. Henderson
2:04.0,,,71-95,,T. Daniels enters the game for K. Walker
2:04.0,S. Williams makes free throw 2 of 2,1,72-95,,
1:51.0,,,72-95,,Turnover by T. Daniels (bad pass; steal by C. Martin)
1:45.0,C. Martin misses 3-pt shot from 25 ft,,72-95,,
1:41.0,,,72-95,,Defensive rebound by B. Roberts
1:33.0,,,72-98,3,T. Daniels makes 3-pt shot from 26 ft (assist by B. Roberts)
1:09.0,C. Martin makes 2-pt shot from 1 ft (assist by Q. Miller),2,74-98,,
0:50.0,,,74-98,,B. Roberts misses 2-pt shot from 19 ft
0:49.0,,,74-98,,Offensive rebound by B. Biyombo
0:39.0,,,74-98,,N. Vonleh misses 2-pt shot from 7 ft
0:38.0,,,74-98,,Offensive rebound by B. Biyombo
0:38.0,,,74-100,2,B. Biyombo makes 2-pt shot at rim
0:26.0,S. Williams makes 2-pt shot from 19 ft (assist by J. Lucas III),2,76-100,,
0:15.0,,,76-102,2,T. Daniels makes 2-pt shot from 18 ft (assist by B. Roberts)
0:11.0,Shooting foul by T. Daniels (drawn by J. Lucas III),,76-102,,
0:11.0,J. Lucas III makes free throw 1 of 2,1,77-102,,
0:11.0,J. Lucas III makes free throw 2 of 2,1,78-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
