time,Atlanta,pts.away,score,pts.home,Brooklyn
3:39.0,,,108-109,2,J. Johnson makes 2-pt shot from 2 ft
3:22.0,D. Carroll misses 2-pt shot from 8 ft (block by B. Lopez),,108-109,,
3:20.0,,,108-109,,Defensive rebound by D. Williams
3:14.0,,,108-109,,J. Johnson misses 3-pt shot from 24 ft
3:13.0,Defensive rebound by J. Teague,,108-109,,
3:02.0,Shooting foul by D. Williams (drawn by J. Teague),,108-109,,
3:02.0,J. Teague misses free throw 1 of 2,,108-109,,
3:02.0,Offensive rebound by Team,,108-109,,
3:02.0,A. Horford enters the game for M. Muscala,,108-109,,
3:02.0,,,108-109,,Brooklyn full timeout
3:02.0,K. Bazemore enters the game for D. Schroder,,108-109,,
3:02.0,J. Teague misses free throw 2 of 2,,108-109,,
3:01.0,,,108-109,,Defensive rebound by J. Johnson
2:36.0,,,108-109,,D. Williams misses 3-pt shot from 26 ft
2:35.0,Defensive rebound by M. Scott,,108-109,,
2:13.0,J. Teague misses 2-pt shot from 8 ft,,108-109,,
2:12.0,,,108-109,,Defensive rebound by B. Lopez
1:50.0,,,108-109,,Offensive charge foul by T. Young
1:50.0,,,108-109,,Turnover by T. Young (offensive foul)
1:50.0,K. Korver enters the game for K. Bazemore,,108-109,,
1:38.0,J. Teague makes 2-pt shot from 1 ft,2,110-109,,
1:19.0,,,110-109,,J. Jack misses 3-pt shot from 22 ft
1:18.0,,,110-109,,Offensive rebound by B. Lopez
1:17.0,,,110-109,,B. Lopez misses 2-pt shot from 1 ft
1:16.0,,,110-109,,Offensive rebound by B. Lopez
1:15.0,,,110-109,,B. Lopez misses 2-pt shot from 2 ft
1:14.0,,,110-109,,Offensive rebound by B. Lopez
1:13.0,,,110-109,,B. Lopez misses 2-pt shot at rim
1:12.0,,,110-109,,Offensive rebound by T. Young
1:11.0,,,110-109,,T. Young misses 2-pt shot from 4 ft
1:09.0,Defensive rebound by D. Carroll,,110-109,,
0:47.0,Turnover by J. Teague (traveling),,110-109,,
0:47.0,K. Bazemore enters the game for K. Korver,,110-109,,
0:34.0,,,110-111,2,D. Williams makes 2-pt shot from 8 ft (assist by J. Johnson)
0:34.0,Atlanta full timeout,,110-111,,
0:34.0,K. Korver enters the game for K. Bazemore,,110-111,,
0:30.0,D. Carroll misses 3-pt shot from 23 ft,,110-111,,
0:29.0,Offensive rebound by D. Carroll,,110-111,,
0:24.0,,,110-111,,Personal foul by T. Young (drawn by J. Teague)
0:24.0,,,110-111,,M. Brown enters the game for T. Young
0:24.0,Atlanta full timeout,,110-111,,
0:24.0,,,110-111,,B. Bogdanovic enters the game for J. Jack
0:19.0,A. Horford makes 2-pt shot at rim (assist by K. Korver),2,112-111,,
0:19.0,,,112-111,,Brooklyn full timeout
0:19.0,K. Bazemore enters the game for M. Scott,,112-111,,
0:19.0,,,112-111,,J. Jack enters the game for M. Brown
0:09.0,,,112-111,,J. Jack misses 3-pt shot from 23 ft
0:07.0,,,112-111,,Offensive rebound by B. Lopez
0:04.0,,,112-111,,B. Bogdanovic misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by J. Teague,,112-111,,
0:03.0,,,112-111,,Personal foul by J. Jack (drawn by J. Teague)
0:03.0,J. Teague makes free throw 1 of 2,1,113-111,,
0:03.0,,,113-111,,E. Clark enters the game for J. Jack
0:03.0,J. Teague makes free throw 2 of 2,1,114-111,,
0:03.0,,,114-111,,Brooklyn full timeout
0:03.0,,,114-111,,J. Jack enters the game for E. Clark
0:02.0,,,114-111,,J. Johnson misses 3-pt shot from 24 ft
0:00.0,,,114-111,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
