time,Detroit,pts.away,score,pts.home,Atlanta
0:57.0,,,86-94,,Offensive rebound by Team
0:57.0,A. Drummond enters the game for K. Singler,,86-94,,
0:57.0,,,86-94,,P. Millsap misses free throw 2 of 2
0:56.0,Defensive rebound by J. Smith,,86-94,,
0:56.0,Detroit full timeout,,86-94,,
0:56.0,K. Singler enters the game for A. Drummond,,86-94,,
0:54.0,D. Augustin misses 3-pt shot from 26 ft,,86-94,,
0:52.0,,,86-94,,Defensive rebound by P. Millsap
0:46.0,Personal take foul by D. Augustin (drawn by J. Teague),,86-94,,
0:46.0,,,86-95,1,J. Teague makes free throw 1 of 2
0:46.0,A. Drummond enters the game for K. Caldwell-Pope,,86-95,,
0:46.0,,,86-96,1,J. Teague makes free throw 2 of 2
0:46.0,Detroit full timeout,,86-96,,
0:46.0,K. Caldwell-Pope enters the game for A. Drummond,,86-96,,
0:38.0,Shooting foul by D. Carroll (drawn by D. Augustin),,86-96,,
0:38.0,D. Augustin makes 2-pt shot from 1 ft,2,88-96,,
0:38.0,D. Augustin makes free throw 1 of 1,1,89-96,,
0:37.0,Personal foul by J. Smith (drawn by J. Teague),,89-96,,
0:37.0,,,89-97,1,J. Teague makes free throw 1 of 2
0:37.0,,,89-98,1,J. Teague makes free throw 2 of 2
0:30.0,C. Butler misses 3-pt shot from 25 ft,,89-98,,
0:28.0,,,89-98,,Defensive rebound by D. Carroll
0:28.0,Personal take foul by J. Smith (drawn by D. Carroll),,89-98,,
0:28.0,,,89-98,,D. Carroll misses free throw 1 of 2
0:28.0,,,89-98,,Offensive rebound by Team
0:28.0,,,89-99,1,D. Carroll makes free throw 2 of 2
0:16.0,D. Augustin misses 2-pt shot at rim,,89-99,,
0:14.0,,,89-99,,Defensive rebound by D. Carroll
0:00.0,End of 4th quarter,,,,End of 4th quarter
