time,Golden State,pts.away,score,pts.home,New Orleans
2:36.0,K. Thompson misses 3-pt shot from 26 ft,,106-107,,
2:35.0,,,106-107,,Defensive rebound by A. Rivers
2:35.0,Loose ball foul by M. Speights (drawn by A. Rivers),,106-107,,
2:19.0,,,106-109,2,D. Cunningham makes 2-pt shot from 21 ft (assist by J. Holiday)
2:04.0,,,106-109,,Personal block foul by R. Anderson (drawn by S. Curry)
2:04.0,S. Curry makes free throw 1 of 2,1,107-109,,
2:04.0,S. Curry makes free throw 2 of 2,1,108-109,,
1:49.0,,,108-109,,Offensive charge foul by D. Cunningham
1:49.0,,,108-109,,Turnover by D. Cunningham (offensive foul)
1:34.0,S. Curry misses 2-pt shot from 8 ft,,108-109,,
1:34.0,Offensive rebound by M. Speights,,108-109,,
1:34.0,M. Speights makes 2-pt shot from 1 ft,2,110-109,,
1:22.0,,,110-109,,Shooting foul by D. Green (drawn by T. Evans)
1:22.0,,,110-110,1,T. Evans makes free throw 1 of 2
1:22.0,,,110-110,,O. Asik enters the game for R. Anderson
1:22.0,,,110-111,1,T. Evans makes free throw 2 of 2
1:08.0,Turnover by S. Curry (bad pass; steal by J. Holiday),,110-111,,
0:50.0,,,110-111,,T. Evans misses 2-pt shot from 17 ft
0:49.0,Defensive rebound by Team,,110-111,,
0:49.0,Golden State full timeout,,110-111,,
0:45.0,A. Iguodala misses 3-pt shot from 25 ft,,110-111,,
0:44.0,Offensive rebound by M. Speights,,110-111,,
0:44.0,Shooting foul by A. Rivers (drawn by M. Speights),,110-111,,
0:44.0,M. Speights misses free throw 1 of 2,,110-111,,
0:44.0,Offensive rebound by Team,,110-111,,
0:44.0,M. Speights makes free throw 2 of 2,1,111-111,,
0:44.0,,,111-111,,New Orleans full timeout
0:44.0,,,111-111,,R. Anderson enters the game for O. Asik
0:44.0,,,111-111,,L. Babbitt enters the game for A. Rivers
0:44.0,H. Barnes enters the game for M. Speights,,111-111,,
0:33.0,,,111-111,,T. Evans misses 2-pt shot at rim (block by D. Green)
0:33.0,,,111-111,,Offensive rebound by Team
0:27.0,,,111-111,,R. Anderson misses 3-pt shot from 24 ft (block by D. Green)
0:26.0,Defensive rebound by S. Curry,,111-111,,
0:04.0,K. Thompson misses 2-pt shot from 20 ft,,111-111,,
0:03.0,,,111-111,,Defensive rebound by T. Evans
0:03.0,,,111-111,,New Orleans full timeout
0:00.0,,,111-111,,T. Evans misses 3-pt shot from 27 ft
0:00.0,,,111-111,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:35.0,S. Curry makes 2-pt shot from 5 ft,2,113-111,,
4:31.0,,,113-111,,R. Anderson misses 3-pt shot from 23 ft
4:30.0,Defensive rebound by A. Iguodala,,113-111,,
4:24.0,K. Thompson misses 2-pt shot from 1 ft (block by T. Evans),,113-111,,
4:23.0,,,113-111,,Defensive rebound by T. Evans
4:17.0,Shooting block foul by A. Iguodala (drawn by T. Evans),,113-111,,
4:17.0,,,113-111,,T. Evans misses free throw 1 of 2
4:17.0,,,113-111,,Offensive rebound by Team
4:17.0,,,113-112,1,T. Evans makes free throw 2 of 2
4:02.0,Shooting foul by R. Anderson (drawn by D. Green),,113-112,,
4:02.0,D. Green makes 2-pt shot from 2 ft,2,115-112,,
4:02.0,D. Green makes free throw 1 of 1,1,116-112,,
3:43.0,,,116-112,,T. Evans misses 2-pt shot from 2 ft
3:41.0,,,116-112,,Offensive rebound by L. Babbitt
3:39.0,,,116-112,,L. Babbitt misses 3-pt shot from 23 ft
3:39.0,Defensive rebound by Team,,116-112,,
3:27.0,S. Curry makes 3-pt shot from 25 ft,3,119-112,,
3:27.0,,,119-112,,New Orleans full timeout
3:09.0,,,119-112,,T. Evans misses 2-pt shot from 3 ft (block by D. Green)
3:07.0,,,119-112,,Offensive rebound by T. Evans
3:03.0,,,119-112,,Turnover by L. Babbitt (bad pass; steal by D. Green)
3:00.0,Shooting foul by T. Evans (drawn by A. Iguodala),,119-112,,
3:00.0,,,119-112,,A. Rivers enters the game for T. Evans
3:00.0,A. Iguodala makes free throw 1 of 2,1,120-112,,
3:00.0,,,120-112,,J. Withey enters the game for D. Cunningham
3:00.0,A. Iguodala misses free throw 2 of 2,,120-112,,
2:58.0,,,120-112,,Defensive rebound by J. Withey
2:52.0,,,120-112,,Shooting foul by S. Curry (drawn by J. Holiday)
2:52.0,,,120-113,1,J. Holiday makes free throw 1 of 2
2:52.0,,,120-114,1,J. Holiday makes free throw 2 of 2
2:37.0,S. Curry makes 3-pt shot from 26 ft,3,123-114,,
2:28.0,,,123-114,,J. Holiday misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by D. Green,,123-114,,
2:11.0,D. Green makes 2-pt shot from 2 ft (assist by S. Curry),2,125-114,,
2:11.0,,,125-114,,New Orleans full timeout
2:01.0,,,125-116,2,J. Holiday makes 2-pt shot from 1 ft
2:01.0,,,125-116,,Shooting foul by H. Barnes (drawn by J. Holiday)
2:01.0,,,125-117,1,J. Holiday makes free throw 1 of 1
1:49.0,Turnover by S. Curry (bad pass; steal by J. Holiday),,125-117,,
1:27.0,,,125-117,,J. Holiday misses 2-pt shot from 1 ft
1:27.0,,,125-117,,Offensive rebound by J. Withey
1:27.0,,,125-119,2,J. Withey makes 2-pt shot from 2 ft
1:07.0,A. Iguodala misses 2-pt shot from 1 ft,,125-119,,
1:05.0,,,125-119,,Defensive rebound by A. Rivers
0:57.0,,,125-119,,A. Rivers misses 2-pt shot from 2 ft
0:56.0,Defensive rebound by D. Green,,125-119,,
0:34.0,S. Curry misses 2-pt shot from 2 ft,,125-119,,
0:33.0,,,125-119,,Defensive rebound by R. Anderson
0:26.0,,,125-119,,R. Anderson misses 3-pt shot from 24 ft
0:25.0,Defensive rebound by A. Iguodala,,125-119,,
0:22.0,,,125-119,,Personal foul by J. Holiday (drawn by S. Curry)
0:22.0,,,125-119,,D. Cunningham enters the game for R. Anderson
0:22.0,Golden State full timeout,,125-119,,
0:21.0,,,125-119,,Personal take foul by A. Rivers (drawn by K. Thompson)
0:21.0,K. Thompson makes free throw 1 of 2,1,126-119,,
0:21.0,K. Thompson misses free throw 2 of 2,,126-119,,
0:21.0,,,126-119,,Defensive rebound by J. Withey
0:21.0,,,126-119,,New Orleans full timeout
0:21.0,,,126-119,,R. Anderson enters the game for J. Withey
0:17.0,,,126-122,3,J. Holiday makes 3-pt shot from 25 ft (assist by A. Rivers)
0:16.0,,,126-122,,Personal take foul by A. Rivers (drawn by K. Thompson)
0:16.0,K. Thompson makes free throw 1 of 2,1,127-122,,
0:16.0,K. Thompson makes free throw 2 of 2,1,128-122,,
0:10.0,,,128-122,,A. Rivers misses 3-pt shot from 25 ft (block by K. Thompson)
0:09.0,Defensive rebound by S. Curry,,128-122,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
