time,Charlotte,pts.away,score,pts.home,New York
2:18.0,,,105-73,,S. Larkin misses 2-pt shot from 22 ft
2:17.0,Defensive rebound by P. Hairston,,105-73,,
2:15.0,Turnover by P. Hairston (bad pass; steal by L. Galloway),,105-73,,
2:06.0,,,105-76,3,Q. Acy makes 3-pt shot from 23 ft (assist by T. Hardaway)
1:51.0,B. Roberts makes 2-pt shot from 19 ft,2,107-76,,
1:30.0,,,107-78,2,T. Hardaway makes 2-pt shot at rim
1:15.0,P. Hairston misses 3-pt shot from 26 ft,,107-78,,
1:14.0,,,107-78,,Defensive rebound by Q. Acy
1:05.0,,,107-78,,Offensive foul by Q. Acy
1:05.0,,,107-78,,Turnover by Q. Acy (offensive foul)
0:59.0,Turnover by N. Vonleh (bad pass; steal by L. Galloway),,107-78,,
0:55.0,,,107-80,2,L. Galloway makes 2-pt shot at rim
0:47.0,P. Hairston makes 3-pt shot from 25 ft (assist by N. Vonleh),3,110-80,,
0:37.0,,,110-80,,Q. Acy misses 3-pt shot from 26 ft
0:36.0,Defensive rebound by J. Taylor,,110-80,,
0:26.0,Turnover by J. Taylor (lost ball; steal by Q. Acy),,110-80,,
0:24.0,Personal foul by J. Taylor (drawn by Q. Acy),,110-80,,
0:24.0,,,110-80,,Q. Acy misses free throw 1 of 2
0:24.0,,,110-80,,Offensive rebound by Team
0:24.0,,,110-81,1,Q. Acy makes free throw 2 of 2
0:24.0,Away from play foul by N. Vonleh (drawn by T. Hardaway),,110-81,,
0:24.0,,,110-82,1,T. Hardaway makes free throw 1 of 1
0:00.0,End of 4th quarter,,,,End of 4th quarter
