time,Philadelphia,pts.away,score,pts.home,Boston
4:43.0,Defensive rebound by T. Frazier,,82-91,,
4:42.0,,,82-91,,Personal foul by J. Sullinger (drawn by T. Frazier)
4:42.0,T. Frazier misses free throw 1 of 2,,82-91,,
4:42.0,Offensive rebound by Team,,82-91,,
4:42.0,,,82-91,,A. Bradley enters the game for M. Thornton
4:42.0,T. Frazier misses free throw 2 of 2,,82-91,,
4:40.0,,,82-91,,Defensive rebound by J. Sullinger
4:20.0,,,82-91,,A. Bradley misses 2-pt shot from 7 ft
4:19.0,,,82-91,,Offensive rebound by J. Sullinger
4:18.0,,,82-93,2,J. Sullinger makes 2-pt shot from 1 ft
4:18.0,Philadelphia full timeout,,82-93,,
4:18.0,K. McDaniels enters the game for H. Thompson,,82-93,,
4:02.0,Turnover by R. Covington (bad pass; steal by A. Bradley),,82-93,,
3:58.0,,,82-95,2,J. Crowder makes 2-pt shot at rim
3:41.0,H. Sims makes 2-pt shot from 10 ft (assist by T. Frazier),2,84-95,,
3:24.0,,,84-97,2,A. Bradley makes 2-pt shot from 18 ft (assist by M. Smart)
3:07.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,84-97,,
3:06.0,Offensive rebound by K. McDaniels,,84-97,,
3:03.0,Turnover by K. McDaniels (bad pass; steal by J. Crowder),,84-97,,
2:52.0,,,84-99,2,A. Bradley makes 2-pt shot from 1 ft (assist by M. Smart)
2:52.0,Philadelphia full timeout,,84-99,,
2:52.0,H. Thompson enters the game for K. McDaniels,,84-99,,
2:52.0,J. Grant enters the game for H. Sims,,84-99,,
2:43.0,R. Covington makes 2-pt shot from 1 ft (assist by T. Frazier),2,86-99,,
2:24.0,,,86-99,,Shooting foul by J. Grant (drawn by T. Zeller)
2:24.0,,,86-100,1,T. Zeller makes free throw 1 of 2
2:24.0,,,86-101,1,T. Zeller makes free throw 2 of 2
2:10.0,R. Covington makes 3-pt shot from 26 ft (assist by T. Frazier),3,89-101,,
1:50.0,,,89-101,,Shooting foul by T. Frazier (drawn by J. Sullinger)
1:50.0,,,89-102,1,J. Sullinger makes free throw 1 of 2
1:50.0,,,89-103,1,J. Sullinger makes free throw 2 of 2
1:44.0,R. Covington misses 3-pt shot from 26 ft,,89-103,,
1:41.0,,,89-103,,Defensive rebound by J. Crowder
1:30.0,,,89-105,2,T. Zeller makes 2-pt shot from 1 ft (assist by M. Smart)
1:15.0,T. Frazier makes 2-pt shot from 14 ft (assist by H. Thompson),2,91-105,,
1:04.0,J. Sampson enters the game for L. Mbah a Moute,,91-105,,
1:04.0,,,91-105,,P. Pressey enters the game for M. Smart
0:59.0,,,91-105,,J. Sullinger misses 3-pt shot from 25 ft
0:58.0,Defensive rebound by T. Frazier,,91-105,,
0:52.0,,,91-105,,Personal block foul by J. Sullinger (drawn by J. Grant)
0:52.0,J. Grant misses free throw 1 of 2,,91-105,,
0:52.0,Offensive rebound by Team,,91-105,,
0:52.0,K. McDaniels enters the game for T. Frazier,,91-105,,
0:52.0,J. Grant misses free throw 2 of 2,,91-105,,
0:50.0,,,91-105,,Defensive rebound by J. Sullinger
0:41.0,,,91-107,2,P. Pressey makes 2-pt shot from 3 ft
0:35.0,J. Sampson makes 2-pt shot from 2 ft,2,93-107,,
0:35.0,Shooting foul by P. Pressey (drawn by J. Sampson),,93-107,,
0:35.0,J. Sampson misses free throw 1 of 1,,93-107,,
0:33.0,Offensive rebound by J. Grant,,93-107,,
0:24.0,J. Sampson misses 3-pt shot from 26 ft,,93-107,,
0:24.0,Offensive rebound by H. Thompson,,93-107,,
0:21.0,R. Covington makes 3-pt shot from 22 ft (assist by H. Thompson),3,96-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
