time,Minnesota,pts.away,score,pts.home,Denver
1:45.0,Turnover by G. Dieng (lost ball; steal by K. Faried),,108-100,,
1:42.0,,,108-100,,Shooting foul by T. Young (drawn by W. Chandler)
1:42.0,,,108-103,3,W. Chandler makes 3-pt shot from 27 ft (assist by T. Lawson)
1:42.0,,,108-103,,W. Chandler misses free throw 1 of 1
1:41.0,,,108-103,,Offensive rebound by K. Faried
1:41.0,,,108-105,2,K. Faried makes 2-pt shot from 1 ft
1:20.0,M. Williams makes 2-pt shot from 19 ft (assist by G. Dieng),2,110-105,,
1:20.0,,,110-105,,Denver full timeout
1:15.0,,,110-105,,W. Chandler misses 3-pt shot from 24 ft
1:14.0,Defensive rebound by A. Wiggins,,110-105,,
0:58.0,M. Williams misses 3-pt shot from 26 ft,,110-105,,
0:57.0,Offensive rebound by A. Wiggins,,110-105,,
0:34.0,M. Williams makes 2-pt shot from 15 ft,2,112-105,,
0:34.0,,,112-105,,Violation by K. Faried (def goaltending)
0:34.0,,,112-105,,Denver full timeout
0:34.0,,,112-105,,J. Nelson enters the game for K. Faried
0:34.0,,,112-105,,D. Arthur enters the game for J. Hickson
0:27.0,,,112-105,,A. Afflalo misses 2-pt shot from 2 ft
0:26.0,Defensive rebound by R. Hummel,,112-105,,
0:25.0,,,112-105,,Personal take foul by J. Nelson (drawn by M. Williams)
0:24.0,,,112-105,,Personal take foul by W. Chandler (drawn by A. Wiggins)
0:24.0,A. Wiggins misses free throw 1 of 2,,112-105,,
0:24.0,Offensive rebound by Team,,112-105,,
0:24.0,C. Budinger enters the game for G. Dieng,,112-105,,
0:24.0,A. Wiggins makes free throw 2 of 2,1,113-105,,
0:17.0,,,113-105,,T. Lawson misses 2-pt shot from 2 ft
0:17.0,,,113-105,,Offensive rebound by Team
0:11.0,,,113-105,,A. Afflalo misses 3-pt shot from 24 ft
0:09.0,Defensive rebound by R. Hummel,,113-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
