time,Golden State,pts.away,score,pts.home,Memphis
1:14.0,S. Curry misses 3-pt shot from 25 ft,,102-92,,
1:13.0,Offensive rebound by K. Thompson,,102-92,,
0:57.0,S. Curry misses 3-pt shot from 25 ft,,102-92,,
0:55.0,Offensive rebound by D. Green,,102-92,,
0:42.0,Shooting foul by M. Gasol (drawn by D. Green),,102-92,,
0:42.0,D. Green makes free throw 1 of 2,1,103-92,,
0:42.0,D. Green makes free throw 2 of 2,1,104-92,,
0:32.0,,,104-95,3,V. Carter makes 3-pt shot from 25 ft (assist by M. Conley)
0:31.0,,,104-95,,Personal take foul by V. Carter (drawn by S. Curry)
0:31.0,S. Curry makes free throw 1 of 2,1,105-95,,
0:31.0,S. Curry makes free throw 2 of 2,1,106-95,,
0:26.0,,,106-95,,M. Conley misses 3-pt shot from 25 ft
0:25.0,Defensive rebound by K. Thompson,,106-95,,
0:22.0,,,106-95,,Personal take foul by J. Green (drawn by K. Thompson)
0:22.0,K. Thompson makes free throw 1 of 2,1,107-95,,
0:22.0,,,107-95,,N. Calathes enters the game for M. Conley
0:22.0,,,107-95,,J. Green enters the game for M. Gasol
0:22.0,K. Thompson makes free throw 2 of 2,1,108-95,,
0:16.0,,,108-95,,C. Lee misses 2-pt shot from 8 ft
0:15.0,Defensive rebound by D. Green,,108-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
