time,Dallas,pts.away,score,pts.home,LA Lakers
4:42.0,,,111-96,3,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Brown)
4:29.0,M. Ellis misses 3-pt shot from 25 ft,,111-96,,
4:28.0,,,111-96,,Defensive rebound by T. Black
4:22.0,,,111-99,3,J. Clarkson makes 3-pt shot from 26 ft
4:22.0,Dallas full timeout,,111-99,,
4:22.0,D. Nowitzki enters the game for C. Villanueva,,111-99,,
4:14.0,Turnover by D. Nowitzki (bad pass),,111-99,,
4:01.0,,,111-99,,Shooting foul by D. Nowitzki (drawn by T. Black)
4:01.0,,,111-99,,T. Black misses free throw 1 of 2
4:01.0,,,111-99,,Offensive rebound by Team
4:01.0,,,111-100,1,T. Black makes free throw 2 of 2
3:38.0,R. Rondo misses 2-pt shot from 16 ft,,111-100,,
3:37.0,,,111-100,,Defensive rebound by T. Black
3:22.0,,,111-100,,Turnover by R. Kelly (traveling)
3:10.0,Shooting foul by E. Davis (drawn by D. Nowitzki),,111-100,,
3:10.0,D. Nowitzki makes free throw 1 of 2,1,112-100,,
3:10.0,D. Nowitzki makes free throw 2 of 2,1,113-100,,
2:59.0,,,113-100,,J. Clarkson misses 2-pt shot from 21 ft
2:57.0,Defensive rebound by R. Rondo,,113-100,,
2:36.0,Shooting foul by J. Clarkson (drawn by D. Nowitzki),,113-100,,
2:36.0,D. Nowitzki makes free throw 1 of 2,1,114-100,,
2:36.0,B. James enters the game for T. Chandler,,114-100,,
2:36.0,R. Felton enters the game for M. Ellis,,114-100,,
2:36.0,D. Nowitzki makes free throw 2 of 2,1,115-100,,
2:22.0,,,115-100,,T. Black misses 2-pt shot from 16 ft
2:21.0,Defensive rebound by R. Jefferson,,115-100,,
2:09.0,R. Felton makes 3-pt shot from 25 ft (assist by R. Rondo),3,118-100,,
2:01.0,Personal take foul by R. Felton (drawn by J. Clarkson),,118-100,,
2:01.0,,,118-101,1,J. Clarkson makes free throw 1 of 2
2:01.0,A. Aminu enters the game for D. Nowitzki,,118-101,,
2:01.0,,,118-102,1,J. Clarkson makes free throw 2 of 2
2:01.0,Dallas full timeout,,118-102,,
2:01.0,D. Powell enters the game for R. Jefferson,,118-102,,
1:47.0,Turnover by A. Aminu (bad pass),,118-102,,
1:30.0,,,118-102,,J. Brown misses 2-pt shot from 2 ft (block by D. Powell)
1:28.0,Defensive rebound by R. Rondo,,118-102,,
1:22.0,B. James makes 2-pt shot at rim (assist by R. Rondo),2,120-102,,
1:08.0,,,120-102,,Turnover by T. Black (lost ball; steal by A. Aminu)
0:56.0,G. Smith enters the game for A. Aminu,,120-102,,
0:45.0,Turnover by D. Powell (lost ball; steal by R. Kelly),,120-102,,
0:33.0,,,120-104,2,T. Black makes 2-pt shot at rim (assist by E. Davis)
0:24.0,Turnover by R. Rondo (bad pass; steal by T. Black),,120-104,,
0:07.0,,,120-104,,J. Brown misses 2-pt shot from 2 ft
0:07.0,,,120-104,,Offensive rebound by E. Davis
0:07.0,,,120-106,2,E. Davis makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
