time,Houston,pts.away,score,pts.home,Denver
6:49.0,Turnover by D. Howard (bad pass; steal by W. Chandler),,85-84,,
6:42.0,,,85-84,,J. Hickson misses 2-pt shot from 18 ft
6:42.0,Defensive rebound by D. Motiejunas,,85-84,,
6:42.0,,,85-84,,Personal take foul by N. Robinson (drawn by J. Harden)
6:42.0,Houston full timeout,,85-84,,
6:42.0,,,85-84,,D. Arthur enters the game for K. Faried
6:42.0,,,85-84,,T. Lawson enters the game for N. Robinson
6:33.0,T. Ariza misses 3-pt shot from 24 ft,,85-84,,
6:31.0,,,85-84,,Defensive rebound by D. Arthur
6:19.0,,,85-87,3,W. Chandler makes 3-pt shot from 25 ft (assist by T. Lawson)
6:04.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,88-87,,
5:46.0,,,88-87,,T. Lawson misses 2-pt shot from 16 ft
5:44.0,Defensive rebound by T. Ariza,,88-87,,
5:23.0,D. Howard makes 2-pt shot from 1 ft (assist by J. Harden),2,90-87,,
5:02.0,,,90-87,,Loose ball foul by W. Chandler (drawn by P. Beverley)
5:02.0,,,90-87,,Turnover by W. Chandler (offensive foul)
5:02.0,P. Beverley makes free throw 1 of 2,1,91-87,,
5:02.0,T. Black enters the game for D. Howard,,91-87,,
5:02.0,P. Beverley makes free throw 2 of 2,1,92-87,,
4:53.0,,,92-87,,Turnover by D. Arthur (bad pass; steal by T. Black)
4:47.0,Turnover by J. Harden (bad pass; steal by T. Lawson),,92-87,,
4:44.0,,,92-87,,Shooting foul by T. Ariza (drawn by W. Chandler)
4:44.0,,,92-88,1,W. Chandler makes free throw 1 of 2
4:44.0,,,92-88,,K. Faried enters the game for J. Hickson
4:44.0,,,92-89,1,W. Chandler makes free throw 2 of 2
4:22.0,T. Ariza misses 3-pt shot from 23 ft,,92-89,,
4:21.0,,,92-89,,Defensive rebound by Team
3:52.0,Turnover by T. Black (lost ball),,92-89,,
3:44.0,Personal foul by P. Beverley (drawn by T. Lawson),,92-89,,
3:44.0,D. Howard enters the game for T. Black,,92-89,,
3:37.0,,,92-92,3,D. Arthur makes 3-pt shot from 25 ft (assist by T. Lawson)
3:09.0,J. Harden misses 2-pt shot from 6 ft,,92-92,,
3:08.0,,,92-92,,Defensive rebound by K. Faried
3:03.0,,,92-92,,Turnover by T. Lawson (traveling)
2:45.0,,,92-92,,Personal foul by W. Chandler (drawn by D. Howard)
2:45.0,Official timeout,,92-92,,
2:45.0,D. Howard misses free throw 1 of 2,,92-92,,
2:45.0,Offensive rebound by Team,,92-92,,
2:45.0,D. Howard makes free throw 2 of 2,1,93-92,,
2:32.0,,,93-92,,A. Afflalo misses 3-pt shot from 26 ft
2:30.0,Defensive rebound by T. Ariza,,93-92,,
2:24.0,Shooting foul by K. Faried (drawn by D. Howard),,93-92,,
2:24.0,D. Howard misses free throw 1 of 2,,93-92,,
2:24.0,Offensive rebound by Team,,93-92,,
2:24.0,D. Howard misses free throw 2 of 2,,93-92,,
2:22.0,,,93-92,,Defensive rebound by D. Arthur
2:09.0,,,93-94,2,A. Afflalo makes 2-pt shot from 2 ft (assist by K. Faried)
1:51.0,Offensive foul by D. Howard,,93-94,,
1:51.0,Turnover by D. Howard (offensive foul),,93-94,,
1:37.0,,,93-94,,A. Afflalo misses 2-pt shot from 15 ft
1:34.0,Defensive rebound by T. Ariza,,93-94,,
1:28.0,Turnover by J. Harden (bad pass; steal by A. Afflalo),,93-94,,
1:26.0,,,93-94,,A. Afflalo misses 2-pt shot from 1 ft
1:25.0,,,93-94,,Offensive rebound by K. Faried
1:24.0,,,93-96,2,K. Faried makes 2-pt shot at rim
1:24.0,Houston full timeout,,93-96,,
1:13.0,J. Harden misses 3-pt shot from 25 ft,,93-96,,
1:10.0,Offensive rebound by P. Beverley,,93-96,,
1:10.0,,,93-96,,Personal foul by T. Lawson (drawn by D. Howard)
1:10.0,D. Howard makes free throw 1 of 2,1,94-96,,
1:10.0,D. Howard makes free throw 2 of 2,1,95-96,,
1:01.0,Personal foul by P. Beverley (drawn by T. Lawson),,95-96,,
1:01.0,,,95-96,,Denver full timeout
0:46.0,,,95-96,,D. Arthur misses 2-pt shot from 13 ft
0:44.0,,,95-96,,Offensive rebound by W. Chandler
0:22.0,,,95-96,,T. Lawson misses 2-pt shot from 17 ft
0:21.0,Defensive rebound by D. Motiejunas,,95-96,,
0:21.0,Houston full timeout,,95-96,,
0:10.0,J. Harden makes 3-pt shot from 25 ft,3,98-96,,
0:10.0,,,98-96,,Denver full timeout
0:07.0,,,98-96,,Turnover by K. Faried (bad pass; steal by J. Harden)
0:07.0,,,98-96,,Personal take foul by A. Afflalo (drawn by J. Harden)
0:07.0,J. Harden makes free throw 1 of 2,1,99-96,,
0:07.0,J. Harden misses free throw 2 of 2,,99-96,,
0:04.0,,,99-96,,Defensive rebound by Team
0:00.0,,,99-99,3,A. Afflalo makes 3-pt shot from 26 ft (assist by T. Lawson)
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:59.0,Jump ball: K. Faried vs. D. Howard (P. Beverley gains possession),,,,Jump ball: K. Faried vs. D. Howard (P. Beverley gains possession)
4:42.0,T. Ariza misses 3-pt shot from 22 ft,,99-99,,
4:42.0,,,99-99,,Defensive rebound by Team
4:20.0,,,99-99,,W. Chandler misses 2-pt shot from 8 ft
4:18.0,Defensive rebound by D. Howard,,99-99,,
4:05.0,D. Motiejunas makes 2-pt shot from 6 ft (assist by J. Harden),2,101-99,,
3:55.0,,,101-101,2,D. Arthur makes 2-pt shot from 18 ft (assist by T. Lawson)
3:41.0,Shooting foul by K. Faried (drawn by D. Motiejunas),,101-101,,
3:41.0,D. Motiejunas makes 2-pt shot from 5 ft,2,103-101,,
3:41.0,,,103-101,,D. Gallinari enters the game for K. Faried
3:41.0,D. Motiejunas misses free throw 1 of 1,,103-101,,
3:39.0,,,103-101,,Defensive rebound by W. Chandler
3:23.0,,,103-101,,A. Afflalo misses 2-pt shot from 8 ft
3:22.0,Defensive rebound by D. Howard,,103-101,,
3:04.0,Offensive foul by D. Motiejunas,,103-101,,
3:04.0,Turnover by D. Motiejunas (offensive foul),,103-101,,
2:43.0,,,103-104,3,D. Gallinari makes 3-pt shot from 25 ft (assist by T. Lawson)
2:34.0,,,103-104,,Personal foul by W. Chandler (drawn by J. Harden)
2:15.0,J. Harden makes 2-pt shot from 1 ft,2,105-104,,
2:04.0,Violation by J. Harden (kicked ball),,105-104,,
2:04.0,,,105-104,,Denver full timeout
2:04.0,N. Johnson enters the game for D. Motiejunas,,105-104,,
1:51.0,,,105-104,,D. Arthur misses 3-pt shot from 26 ft
1:49.0,Defensive rebound by P. Beverley,,105-104,,
1:46.0,Shooting foul by D. Arthur (drawn by J. Harden),,105-104,,
1:46.0,J. Harden makes free throw 1 of 2,1,106-104,,
1:46.0,J. Harden makes free throw 2 of 2,1,107-104,,
1:38.0,,,107-104,,W. Chandler misses 3-pt shot from 25 ft
1:37.0,,,107-104,,Offensive rebound by D. Arthur
1:36.0,,,107-104,,Shooting foul by N. Johnson (drawn by D. Arthur)
1:36.0,,,107-104,,D. Arthur misses free throw 1 of 2
1:36.0,,,107-104,,Offensive rebound by Team
1:36.0,D. Motiejunas enters the game for N. Johnson,,107-104,,
1:36.0,,,107-105,1,D. Arthur makes free throw 2 of 2
1:16.0,J. Harden makes 2-pt shot from 20 ft,2,109-105,,
1:03.0,,,109-107,2,D. Arthur makes 2-pt shot from 14 ft (assist by T. Lawson)
0:39.0,Turnover by D. Howard (offensive goaltending),,109-107,,
0:39.0,N. Johnson enters the game for D. Motiejunas,,109-107,,
0:25.0,,,109-107,,Shooting foul by D. Howard (drawn by A. Afflalo)
0:25.0,,,109-108,1,A. Afflalo makes free throw 1 of 2
0:25.0,,,109-108,,A. Afflalo misses free throw 2 of 2
0:24.0,Defensive rebound by J. Harden,,109-108,,
0:24.0,,,109-108,,Personal foul by D. Arthur (drawn by J. Harden)
0:24.0,J. Harden makes free throw 1 of 2,1,110-108,,
0:24.0,J. Harden makes free throw 2 of 2,1,111-108,,
0:24.0,,,111-108,,Denver full timeout
0:20.0,,,111-108,,D. Gallinari misses 3-pt shot from 23 ft
0:18.0,Defensive rebound by P. Beverley,,111-108,,
0:18.0,,,111-108,,Personal take foul by T. Lawson (drawn by P. Beverley)
0:18.0,P. Beverley makes free throw 1 of 2,1,112-108,,
0:18.0,P. Beverley makes free throw 2 of 2,1,113-108,,
0:18.0,,,113-108,,Denver full timeout
0:12.0,,,113-111,3,A. Afflalo makes 3-pt shot from 24 ft (assist by D. Gallinari)
0:11.0,,,113-111,,Personal take foul by T. Lawson (drawn by P. Beverley)
0:11.0,P. Beverley makes free throw 1 of 2,1,114-111,,
0:11.0,P. Beverley makes free throw 2 of 2,1,115-111,,
0:04.0,,,115-111,,A. Afflalo misses 3-pt shot from 27 ft
0:03.0,Defensive rebound by N. Johnson,,115-111,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
