time,Utah,pts.away,score,pts.home,Denver
4:07.0,E. Millsap enters the game for G. Hayward,,79-98,,
4:07.0,J. Evans enters the game for T. Booker,,79-98,,
4:07.0,,,79-98,,E. Green enters the game for W. Chandler
4:07.0,,,79-98,,J. Nurkic enters the game for K. Faried
4:07.0,,,79-98,,J. Lauvergne enters the game for T. Lawson
4:07.0,,,79-98,,G. Harris enters the game for J. Nelson
3:48.0,E. Millsap misses 2-pt shot from 9 ft,,79-98,,
3:47.0,,,79-98,,Defensive rebound by J. Lauvergne
3:41.0,,,79-98,,Turnover by J. Nurkic (bad pass; steal by E. Millsap)
3:38.0,,,79-98,,Violation by J. Nurkic (def goaltending)
3:38.0,E. Millsap makes 2-pt shot from 1 ft,2,81-98,,
3:26.0,Personal foul by C. Johnson (drawn by G. Harris),,81-98,,
3:20.0,,,81-100,2,G. Harris makes 2-pt shot from 11 ft
2:56.0,,,81-100,,Personal foul by W. Barton (drawn by C. Johnson)
2:56.0,,,81-100,,Denver full timeout
2:56.0,C. Johnson makes free throw 1 of 3,1,82-100,,
2:56.0,C. Johnson makes free throw 2 of 3,1,83-100,,
2:56.0,C. Johnson makes free throw 3 of 3,1,84-100,,
2:44.0,,,84-100,,Turnover by J. Lauvergne (bad pass; steal by J. Cooley)
2:40.0,Shooting foul by J. Lauvergne (drawn by J. Evans),,84-100,,
2:40.0,J. Evans makes free throw 1 of 2,1,85-100,,
2:40.0,J. Evans makes free throw 2 of 2,1,86-100,,
2:26.0,,,86-100,,Shooting foul by J. Cooley (drawn by J. Lauvergne)
2:26.0,,,86-101,1,J. Lauvergne makes free throw 1 of 2
2:26.0,,,86-101,,J. Lauvergne misses free throw 2 of 2
2:25.0,Defensive rebound by E. Millsap,,86-101,,
2:09.0,B. Cotton misses 2-pt shot from 17 ft,,86-101,,
2:08.0,,,86-101,,Defensive rebound by W. Barton
1:58.0,,,86-103,2,G. Harris makes 2-pt shot from 17 ft (assist by W. Barton)
1:45.0,C. Johnson misses 3-pt shot from 22 ft,,86-103,,
1:45.0,Offensive rebound by Team,,86-103,,
1:36.0,Turnover by B. Cotton (lost ball; steal by G. Harris),,86-103,,
1:32.0,,,86-105,2,W. Barton makes 2-pt shot at rim (assist by G. Harris)
1:22.0,Shooting foul by G. Harris (drawn by E. Millsap),,86-105,,
1:22.0,E. Millsap misses free throw 1 of 2,,86-105,,
1:22.0,Offensive rebound by Team,,86-105,,
1:22.0,E. Millsap misses free throw 2 of 2,,86-105,,
1:20.0,,,86-105,,Defensive rebound by J. Lauvergne
1:04.0,,,86-105,,Turnover by J. Nurkic (bad pass)
0:52.0,E. Millsap makes 2-pt shot at rim,2,88-105,,
0:41.0,,,88-105,,Shooting foul by J. Evans (drawn by J. Lauvergne)
0:41.0,,,88-106,1,J. Lauvergne makes free throw 1 of 2
0:41.0,,,88-107,1,J. Lauvergne makes free throw 2 of 2
0:29.0,E. Millsap makes 3-pt shot from 26 ft (assist by J. Evans),3,91-107,,
0:06.0,,,91-107,,J. Nurkic misses 2-pt shot from 3 ft
0:05.0,,,91-107,,Offensive rebound by Team
0:05.0,,,91-107,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
