time,Denver,pts.away,score,pts.home,Utah
1:56.0,,,76-91,,Turnover by D. Favors (offensive goaltending)
1:56.0,J. Nurkic enters the game for I. Clark,,76-91,,
1:56.0,,,76-91,,R. Gobert enters the game for J. Ingles
1:45.0,W. Barton makes 2-pt shot from 9 ft,2,78-91,,
1:35.0,,,78-93,2,R. Gobert makes 2-pt shot from 2 ft (assist by D. Exum)
1:35.0,,,78-93,,Shooting foul by J. Nurkic (drawn by R. Gobert)
1:35.0,,,78-93,,R. Gobert misses free throw 1 of 1
1:34.0,Defensive rebound by W. Barton,,78-93,,
1:28.0,W. Barton makes 2-pt shot from 17 ft,2,80-93,,
1:22.0,,,80-95,2,R. Gobert makes 2-pt shot at rim (assist by D. Exum)
1:08.0,G. Harris misses 2-pt shot from 19 ft (block by D. Favors),,80-95,,
1:08.0,Offensive rebound by Team,,80-95,,
1:08.0,,,80-95,,C. Johnson enters the game for G. Hayward
1:08.0,,,80-95,,E. Millsap enters the game for D. Favors
1:08.0,,,80-95,,J. Cooley enters the game for R. Gobert
1:08.0,I. Clark enters the game for J. Nurkic,,80-95,,
1:08.0,,,80-95,,B. Cotton enters the game for T. Burke
1:00.0,W. Barton misses 2-pt shot from 4 ft (block by J. Cooley),,80-95,,
1:00.0,Offensive rebound by J. Lauvergne,,80-95,,
0:59.0,J. Lauvergne makes 2-pt shot from 2 ft,2,82-95,,
0:44.0,,,82-95,,J. Cooley misses 2-pt shot from 4 ft (block by J. Lauvergne)
0:44.0,,,82-95,,Offensive rebound by J. Cooley
0:44.0,,,82-97,2,J. Cooley makes 2-pt shot from 4 ft
0:39.0,Shooting foul by J. Cooley (drawn by G. Harris),,82-97,,
0:39.0,G. Harris makes free throw 1 of 2,1,83-97,,
0:39.0,G. Harris makes free throw 2 of 2,1,84-97,,
0:18.0,,,84-97,,J. Cooley misses 2-pt shot from 12 ft
0:17.0,Defensive rebound by W. Barton,,84-97,,
0:11.0,E. Green misses 3-pt shot from 23 ft,,84-97,,
0:09.0,,,84-97,,Defensive rebound by J. Cooley
0:09.0,Personal foul by G. Harris (drawn by J. Cooley),,84-97,,
0:09.0,,,84-97,,J. Cooley misses free throw 1 of 2
0:09.0,,,84-97,,Offensive rebound by Team
0:09.0,,,84-98,1,J. Cooley makes free throw 2 of 2
0:05.0,Turnover by W. Barton (lost ball; steal by E. Millsap),,84-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
