time,Boston,pts.away,score,pts.home,Orlando
2:32.0,,,84-88,3,T. Harris makes 3-pt shot from 26 ft (assist by E. Payton)
2:17.0,Turnover by M. Smart (bad pass; steal by M. Harkless),,84-88,,
2:14.0,,,84-90,2,M. Harkless makes 2-pt shot at rim
2:14.0,Boston full timeout,,84-90,,
2:14.0,L. Datome enters the game for J. Crowder,,84-90,,
2:14.0,J. Jerebko enters the game for E. Turner,,84-90,,
2:00.0,I. Thomas misses 3-pt shot from 26 ft,,84-90,,
1:59.0,,,84-90,,Defensive rebound by M. Harkless
1:34.0,,,84-92,2,V. Oladipo makes 2-pt shot from 2 ft
1:24.0,L. Datome makes 2-pt shot from 12 ft,2,86-92,,
1:02.0,,,86-94,2,T. Harris makes 2-pt shot from 2 ft (assist by V. Oladipo)
0:54.0,M. Smart misses 2-pt shot from 19 ft,,86-94,,
0:53.0,,,86-94,,Defensive rebound by M. Harkless
0:51.0,,,86-94,,Turnover by M. Harkless (bad pass)
0:51.0,,,86-94,,Loose ball foul by V. Oladipo (drawn by I. Thomas)
0:51.0,I. Thomas makes free throw 1 of 2,1,87-94,,
0:51.0,,,87-94,,D. Dedmon enters the game for A. Gordon
0:51.0,,,87-94,,C. Frye enters the game for M. Harkless
0:51.0,J. Crowder enters the game for L. Datome,,87-94,,
0:51.0,I. Thomas misses free throw 2 of 2,,87-94,,
0:51.0,,,87-94,,Defensive rebound by V. Oladipo
0:50.0,,,87-94,,Orlando full timeout
0:50.0,E. Turner enters the game for I. Thomas,,87-94,,
0:50.0,,,87-94,,A. Gordon enters the game for C. Frye
0:50.0,,,87-94,,M. Harkless enters the game for D. Dedmon
0:50.0,,,87-94,,Turnover by E. Payton (bad pass; steal by M. Smart)
0:46.0,J. Crowder misses 2-pt shot at rim (block by A. Gordon),,87-94,,
0:44.0,,,87-94,,Defensive rebound by M. Harkless
0:43.0,Personal foul by M. Smart (drawn by V. Oladipo),,87-94,,
0:43.0,,,87-95,1,V. Oladipo makes free throw 1 of 2
0:43.0,,,87-96,1,V. Oladipo makes free throw 2 of 2
0:43.0,Boston full timeout,,87-96,,
0:43.0,I. Thomas enters the game for J. Crowder,,87-96,,
0:36.0,B. Bass makes 3-pt shot from 23 ft (assist by I. Thomas),3,90-96,,
0:35.0,,,90-96,,Orlando full timeout
0:35.0,J. Crowder enters the game for I. Thomas,,90-96,,
0:35.0,,,90-96,,C. Frye enters the game for A. Gordon
0:32.0,,,90-98,2,M. Harkless makes 2-pt shot at rim
0:28.0,Turnover by M. Smart (offensive foul),,90-98,,
0:28.0,M. Smart ejected from game,,90-98,,
0:28.0,,,90-99,1,E. Payton makes flagrant free throw 1 of 2
0:28.0,I. Thomas enters the game for M. Smart,,90-99,,
0:28.0,,,90-100,1,E. Payton makes flagrant free throw 2 of 2
0:26.0,,,90-100,,Turnover by E. Payton (bad pass)
0:26.0,,,90-100,,Loose ball foul by E. Payton (drawn by J. Crowder)
0:26.0,J. Crowder makes free throw 1 of 2,1,91-100,,
0:26.0,,,91-100,,D. Dedmon enters the game for E. Payton
0:26.0,J. Crowder makes free throw 2 of 2,1,92-100,,
0:26.0,,,92-100,,Orlando full timeout
0:26.0,,,92-100,,E. Payton enters the game for D. Dedmon
0:26.0,Personal foul by J. Crowder (drawn by C. Frye),,92-100,,
0:26.0,,,92-101,1,C. Frye makes free throw 1 of 2
0:26.0,,,92-101,,C. Frye misses free throw 2 of 2
0:25.0,Defensive rebound by B. Bass,,92-101,,
0:18.0,E. Turner makes 3-pt shot from 23 ft (assist by J. Crowder),3,95-101,,
0:18.0,,,95-101,,M. Harkless misses flagrant free throw 1 of 2
0:18.0,,,95-101,,Offensive rebound by Team
0:18.0,,,95-101,,M. Harkless misses flagrant free throw 2 of 2
0:18.0,,,95-101,,Offensive rebound by Team
0:18.0,,,95-101,,B. Gordon enters the game for M. Harkless
0:13.0,Personal take foul by I. Thomas (drawn by B. Gordon),,95-101,,
0:13.0,,,95-102,1,B. Gordon makes free throw 1 of 2
0:13.0,,,95-102,,A. Gordon enters the game for C. Frye
0:13.0,,,95-103,1,B. Gordon makes free throw 2 of 2
0:03.0,I. Thomas makes 3-pt shot from 24 ft (assist by B. Bass),3,98-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
