time,Toronto,pts.away,score,pts.home,Philadelphia
3:23.0,,,78-80,,Offensive rebound by J. Grant
3:05.0,Personal foul by G. Vasquez (drawn by M. Carter-Williams),,78-80,,
3:05.0,,,78-80,,M. Carter-Williams misses free throw 1 of 2
3:05.0,,,78-80,,Offensive rebound by Team
3:05.0,,,78-80,,L. Mbah a Moute enters the game for H. Sims
3:05.0,,,78-81,1,M. Carter-Williams makes free throw 2 of 2
2:50.0,K. Lowry makes 3-pt shot from 24 ft,3,81-81,,
2:28.0,,,81-81,,J. Grant misses 2-pt shot from 8 ft
2:27.0,Defensive rebound by K. Lowry,,81-81,,
2:19.0,Toronto full timeout,,81-81,,
2:19.0,Official timeout,,81-81,,
2:19.0,,,81-81,,K. McDaniels enters the game for J. Grant
2:12.0,D. DeRozan makes 2-pt shot from 1 ft (assist by P. Patterson),2,83-81,,
1:53.0,,,83-81,,N. Noel misses 2-pt shot from 4 ft
1:52.0,Defensive rebound by J. Valanciunas,,83-81,,
1:32.0,G. Vasquez misses 3-pt shot from 26 ft,,83-81,,
1:30.0,Offensive rebound by P. Patterson,,83-81,,
1:15.0,Shooting foul by N. Noel (drawn by K. Lowry),,83-81,,
1:15.0,K. Lowry makes free throw 1 of 2,1,84-81,,
1:15.0,K. Lowry makes free throw 2 of 2,1,85-81,,
1:15.0,,,85-81,,Philadelphia full timeout
1:03.0,,,85-84,3,M. Carter-Williams makes 3-pt shot from 24 ft (assist by L. Mbah a Moute)
0:45.0,Turnover by K. Lowry (lost ball; steal by M. Carter-Williams),,85-84,,
0:42.0,,,85-86,2,M. Carter-Williams makes 2-pt shot from 1 ft
0:34.0,K. Lowry misses 3-pt shot from 24 ft,,85-86,,
0:31.0,Offensive rebound by D. DeRozan,,85-86,,
0:26.0,G. Vasquez makes 2-pt shot from 2 ft (assist by D. DeRozan),2,87-86,,
0:26.0,,,87-86,,Philadelphia full timeout
0:11.0,,,87-86,,Turnover by M. Carter-Williams (bad pass; steal by J. Valanciunas)
0:11.0,,,87-86,,Personal foul by M. Carter-Williams (drawn by J. Valanciunas)
0:11.0,J. Valanciunas makes free throw 1 of 2,1,88-86,,
0:11.0,J. Valanciunas makes free throw 2 of 2,1,89-86,,
0:11.0,,,89-86,,Philadelphia full timeout
0:11.0,A. Johnson enters the game for J. Valanciunas,,89-86,,
0:11.0,,,89-86,,H. Thompson enters the game for N. Noel
0:11.0,,,89-86,,H. Sims enters the game for K. McDaniels
0:08.0,,,89-86,,H. Sims misses 3-pt shot from 25 ft
0:06.0,Defensive rebound by Team,,89-86,,
0:06.0,Toronto full timeout,,89-86,,
0:06.0,,,89-86,,N. Noel enters the game for H. Thompson
0:06.0,J. Valanciunas enters the game for A. Johnson,,89-86,,
0:06.0,,,89-86,,J. Grant enters the game for H. Sims
0:06.0,,,89-86,,Personal foul by J. Grant (drawn by K. Lowry)
0:06.0,K. Lowry makes free throw 1 of 2,1,90-86,,
0:06.0,A. Johnson enters the game for J. Valanciunas,,90-86,,
0:06.0,K. Lowry makes free throw 2 of 2,1,91-86,,
0:01.0,,,91-86,,L. Mbah a Moute misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by P. Patterson,,91-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
