time,LA Clippers,pts.away,score,pts.home,Sacramento
5:34.0,,,102-91,,Sacramento full timeout
5:30.0,,,102-91,,Personal take foul by D. Collison (drawn by D. Jordan)
5:30.0,D. Jordan misses free throw 1 of 2,,102-91,,
5:30.0,Offensive rebound by Team,,102-91,,
5:30.0,D. Jordan misses free throw 2 of 2,,102-91,,
5:29.0,,,102-91,,Defensive rebound by R. Gay
5:10.0,,,102-93,2,R. Gay makes 2-pt shot from 9 ft
4:58.0,J. Crawford misses 3-pt shot from 41 ft,,102-93,,
4:57.0,,,102-93,,Defensive rebound by J. Thompson
4:54.0,,,102-93,,Shooting foul by D. Jordan (drawn by B. McLemore)
4:54.0,,,102-94,1,B. McLemore makes free throw 1 of 2
4:54.0,,,102-95,1,B. McLemore makes free throw 2 of 2
4:51.0,,,102-95,,Personal take foul by D. Collison (drawn by D. Jordan)
4:51.0,D. Jordan makes free throw 1 of 2,1,103-95,,
4:51.0,D. Jordan misses free throw 2 of 2,,103-95,,
4:50.0,Offensive rebound by D. Jordan,,103-95,,
4:26.0,C. Paul misses 2-pt shot from 19 ft,,103-95,,
4:26.0,,,103-95,,Defensive rebound by D. Williams
4:22.0,,,103-95,,Shooting foul by C. Paul (drawn by J. Thompson)
4:22.0,,,103-96,1,J. Thompson makes free throw 1 of 2
4:22.0,S. Hawes enters the game for D. Jordan,,103-96,,
4:22.0,,,103-97,1,J. Thompson makes free throw 2 of 2
4:07.0,J. Crawford misses 3-pt shot from 25 ft,,103-97,,
4:06.0,,,103-97,,Defensive rebound by D. Williams
3:56.0,,,103-97,,Turnover by R. Gay (lost ball; steal by B. Griffin)
3:39.0,,,103-97,,Personal foul by B. McLemore (drawn by B. Griffin)
3:39.0,B. Griffin misses free throw 1 of 2,,103-97,,
3:39.0,Offensive rebound by Team,,103-97,,
3:39.0,J. Redick enters the game for S. Hawes,,103-97,,
3:39.0,B. Griffin makes free throw 2 of 2,1,104-97,,
3:26.0,,,104-97,,Shooting foul by J. Crawford (drawn by R. Gay)
3:26.0,,,104-98,1,R. Gay makes free throw 1 of 2
3:26.0,,,104-99,1,R. Gay makes free throw 2 of 2
3:16.0,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul),2,106-99,,
3:00.0,,,106-99,,Turnover by R. Gay (lost ball; steal by M. Barnes)
2:38.0,C. Paul makes 2-pt shot from 2 ft,2,108-99,,
2:21.0,,,108-99,,B. McLemore misses 3-pt shot from 23 ft
2:20.0,Defensive rebound by M. Barnes,,108-99,,
2:07.0,B. Griffin makes 2-pt shot from 3 ft (assist by C. Paul),2,110-99,,
2:07.0,,,110-99,,Sacramento full timeout
1:49.0,,,110-99,,Shooting foul by M. Barnes (drawn by R. Gay)
1:49.0,,,110-100,1,R. Gay makes free throw 1 of 2
1:49.0,,,110-101,1,R. Gay makes free throw 2 of 2
1:38.0,C. Paul makes 2-pt shot from 2 ft,2,112-101,,
1:26.0,,,112-103,2,J. Thompson makes 2-pt shot from 6 ft (assist by B. McLemore)
1:04.0,J. Crawford misses 2-pt shot from 11 ft (block by D. Collison),,112-103,,
1:03.0,,,112-103,,Defensive rebound by J. Thompson
0:58.0,,,112-103,,B. McLemore misses 2-pt shot from 2 ft
0:57.0,,,112-103,,Offensive rebound by B. McLemore
0:52.0,,,112-106,3,D. Collison makes 3-pt shot from 23 ft (assist by D. Williams)
0:32.0,J. Redick makes 3-pt shot from 23 ft (assist by B. Griffin),3,115-106,,
0:23.0,,,115-106,,Shooting foul by M. Barnes (drawn by R. Gay)
0:23.0,S. Hawes enters the game for M. Barnes,,115-106,,
0:23.0,,,115-107,1,R. Gay makes free throw 1 of 2
0:23.0,,,115-108,1,R. Gay makes free throw 2 of 2
0:18.0,,,115-108,,Personal take foul by D. Collison (drawn by C. Paul)
0:18.0,C. Paul makes free throw 1 of 2,1,116-108,,
0:18.0,C. Paul makes free throw 2 of 2,1,117-108,,
0:18.0,,,117-108,,Sacramento full timeout
0:09.0,,,117-108,,B. McLemore misses 3-pt shot from 22 ft
0:08.0,,,117-108,,Offensive rebound by D. Williams
0:04.0,,,117-108,,D. Williams misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by B. Griffin,,117-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
