time,Charlotte,pts.away,score,pts.home,Atlanta
2:10.0,,,75-98,,J. Jenkins misses 3-pt shot from 24 ft
2:07.0,,,75-98,,Offensive rebound by M. Scott
1:46.0,,,75-101,3,J. Jenkins makes 3-pt shot from 24 ft (assist by M. Scott)
1:32.0,,,75-101,,Personal foul by S. Mack (drawn by B. Roberts)
1:32.0,,,75-101,,Atlanta full timeout
1:32.0,B. Roberts makes free throw 1 of 2,1,76-101,,
1:32.0,B. Roberts makes free throw 2 of 2,1,77-101,,
1:16.0,,,77-104,3,S. Mack makes 3-pt shot from 24 ft (assist by M. Scott)
0:58.0,Turnover by P. Hairston (bad pass; steal by A. Daye),,77-104,,
0:40.0,,,77-104,,S. Mack misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by P. Hairston,,77-104,,
0:26.0,T. Daniels makes 3-pt shot from 27 ft (assist by P. Hairston),3,80-104,,
0:02.0,,,80-104,,M. Scott misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by B. Roberts,,80-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
