time,Brooklyn,pts.away,score,pts.home,New York
5:20.0,J. Johnson makes 2-pt shot from 5 ft (assist by D. Williams),2,87-79,,
5:07.0,,,87-79,,C. Anthony misses 2-pt shot from 20 ft
5:06.0,Defensive rebound by J. Johnson,,87-79,,
4:58.0,,,87-79,,Def 3 sec tech foul by C. Aldrich
4:58.0,D. Williams misses technical free throw,,87-79,,
4:58.0,Offensive rebound by Team,,87-79,,
4:58.0,,,87-79,,J. Calderon enters the game for P. Prigioni
4:50.0,K. Garnett misses 2-pt shot from 20 ft,,87-79,,
4:49.0,,,87-79,,Defensive rebound by C. Anthony
4:36.0,,,87-79,,Turnover by S. Larkin (bad pass; steal by J. Johnson)
4:29.0,J. Johnson makes 2-pt shot at rim,2,89-79,,
4:28.0,,,89-79,,New York full timeout
4:09.0,,,89-82,3,J. Calderon makes 3-pt shot from 25 ft (assist by C. Anthony)
3:53.0,B. Lopez makes 2-pt shot from 20 ft (assist by D. Williams),2,91-82,,
3:27.0,,,91-84,2,C. Aldrich makes 2-pt shot from 13 ft (assist by C. Anthony)
3:13.0,B. Lopez misses 2-pt shot from 22 ft,,91-84,,
3:12.0,,,91-84,,Defensive rebound by A. Stoudemire
3:06.0,Personal foul by K. Garnett (drawn by A. Stoudemire),,91-84,,
3:06.0,,,91-84,,I. Shumpert enters the game for S. Larkin
2:54.0,,,91-86,2,A. Stoudemire makes 2-pt shot from 1 ft
2:54.0,,,91-86,,Shooting foul by B. Lopez (drawn by A. Stoudemire)
2:54.0,,,91-86,,A. Stoudemire misses free throw 1 of 1
2:53.0,,,91-86,,Offensive rebound by C. Aldrich
2:39.0,,,91-86,,I. Shumpert misses 3-pt shot from 23 ft
2:38.0,,,91-86,,Offensive rebound by A. Stoudemire
2:25.0,,,91-86,,Shooting foul by B. Lopez (drawn by A. Stoudemire)
2:25.0,,,91-87,1,A. Stoudemire makes free throw 1 of 2
2:25.0,,,91-88,1,A. Stoudemire makes free throw 2 of 2
2:14.0,Turnover by K. Garnett (traveling),,91-88,,
1:58.0,,,91-88,,C. Anthony misses 2-pt shot from 19 ft
1:57.0,Defensive rebound by B. Lopez,,91-88,,
1:55.0,Brooklyn full timeout,,91-88,,
1:42.0,D. Williams makes 3-pt shot from 22 ft (assist by J. Johnson),3,94-88,,
1:19.0,,,94-91,3,J. Calderon makes 3-pt shot from 25 ft (assist by I. Shumpert)
1:11.0,,,94-91,,Personal foul by C. Anthony (drawn by J. Johnson)
0:58.0,Turnover by J. Johnson (bad pass; steal by J. Calderon),,94-91,,
0:51.0,,,94-91,,C. Aldrich misses 2-pt shot from 2 ft (block by B. Lopez)
0:49.0,,,94-91,,Offensive rebound by C. Aldrich
0:48.0,,,94-91,,C. Anthony misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by J. Johnson,,94-91,,
0:46.0,,,94-91,,Personal foul by I. Shumpert (drawn by J. Johnson)
0:46.0,J. Johnson makes free throw 1 of 2,1,95-91,,
0:46.0,J. Johnson makes free throw 2 of 2,1,96-91,,
0:46.0,,,96-91,,New York full timeout
0:46.0,,,96-91,,S. Larkin enters the game for C. Aldrich
0:46.0,A. Anderson enters the game for B. Lopez,,96-91,,
0:41.0,,,96-93,2,J. Calderon makes 2-pt shot from 14 ft
0:18.0,K. Garnett misses 2-pt shot from 1 ft,,96-93,,
0:16.0,,,96-93,,Defensive rebound by C. Anthony
0:09.0,,,96-93,,C. Anthony misses 3-pt shot from 24 ft
0:08.0,Defensive rebound by D. Williams,,96-93,,
0:05.0,,,96-93,,Personal foul by S. Larkin (drawn by J. Johnson)
0:05.0,J. Johnson makes free throw 1 of 2,1,97-93,,
0:05.0,J. Johnson makes free throw 2 of 2,1,98-93,,
0:05.0,,,98-93,,New York full timeout
0:03.0,,,98-93,,C. Anthony misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by J. Johnson,,98-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
