time,Orlando,pts.away,score,pts.home,New York
4:05.0,Defensive rebound by N. Vucevic,,93-94,,
4:01.0,Shooting foul by S. Larkin (drawn by T. Harris),,93-94,,
4:01.0,T. Harris makes 2-pt shot at rim (assist by N. Vucevic),2,95-94,,
4:01.0,,,95-94,,P. Prigioni enters the game for S. Larkin
4:01.0,T. Harris makes free throw 1 of 1,1,96-94,,
3:41.0,,,96-97,3,L. Galloway makes 3-pt shot from 25 ft (assist by J. Smith)
3:32.0,N. Vucevic makes 2-pt shot at rim (assist by E. Payton),2,98-97,,
3:16.0,,,98-99,2,C. Anthony makes 2-pt shot from 2 ft
3:02.0,T. Harris misses 2-pt shot from 3 ft,,98-99,,
3:01.0,,,98-99,,Defensive rebound by P. Prigioni
2:41.0,,,98-101,2,L. Thomas makes 2-pt shot from 19 ft (assist by C. Anthony)
2:39.0,Orlando full timeout,,98-101,,
2:31.0,Offensive foul by N. Vucevic,,98-101,,
2:31.0,Turnover by N. Vucevic (offensive foul),,98-101,,
2:12.0,,,98-101,,L. Galloway misses 3-pt shot from 25 ft
2:10.0,,,98-101,,Offensive rebound by J. Smith
1:57.0,,,98-101,,J. Smith misses 2-pt shot from 15 ft
1:56.0,,,98-101,,Offensive rebound by L. Thomas
1:56.0,,,98-103,2,L. Thomas makes 2-pt shot at rim
1:48.0,E. Payton makes 2-pt shot from 2 ft,2,100-103,,
1:39.0,Personal foul by T. Harris (drawn by C. Anthony),,100-103,,
1:39.0,E. Fournier enters the game for E. Payton,,100-103,,
1:25.0,,,100-105,2,L. Thomas makes 2-pt shot from 4 ft (assist by L. Galloway)
1:16.0,E. Fournier makes 2-pt shot from 1 ft (assist by C. Frye),2,102-105,,
0:54.0,,,102-108,3,L. Galloway makes 3-pt shot from 23 ft (assist by L. Thomas)
0:54.0,Orlando full timeout,,102-108,,
0:50.0,T. Harris misses 3-pt shot from 25 ft,,102-108,,
0:48.0,,,102-108,,Defensive rebound by J. Smith
0:42.0,Personal foul by T. Harris (drawn by P. Prigioni),,102-108,,
0:42.0,,,102-109,1,P. Prigioni makes free throw 1 of 2
0:42.0,,,102-110,1,P. Prigioni makes free throw 2 of 2
0:42.0,Orlando full timeout,,102-110,,
0:40.0,V. Oladipo misses 3-pt shot from 23 ft,,102-110,,
0:38.0,,,102-110,,Defensive rebound by P. Prigioni
0:36.0,Personal foul by C. Frye (drawn by P. Prigioni),,102-110,,
0:36.0,,,102-111,1,P. Prigioni makes free throw 1 of 2
0:36.0,,,102-112,1,P. Prigioni makes free throw 2 of 2
0:26.0,N. Vucevic makes 2-pt shot from 3 ft,2,104-112,,
0:21.0,,,104-112,,New York full timeout
0:21.0,,,104-112,,New York full timeout
0:21.0,D. Marble enters the game for C. Frye,,104-112,,
0:19.0,Personal foul by E. Fournier (drawn by L. Galloway),,104-112,,
0:19.0,,,104-112,,L. Galloway misses free throw 1 of 2
0:19.0,,,104-112,,Offensive rebound by Team
0:19.0,,,104-113,1,L. Galloway makes free throw 2 of 2
0:19.0,Orlando full timeout,,104-113,,
0:19.0,C. Frye enters the game for D. Marble,,104-113,,
0:12.0,V. Oladipo makes 2-pt shot from 1 ft,2,106-113,,
0:07.0,,,106-113,,Turnover by P. Prigioni (bad pass; steal by N. Vucevic)
0:03.0,V. Oladipo misses 3-pt shot from 25 ft,,106-113,,
0:01.0,,,106-113,,Defensive rebound by C. Anthony
0:00.0,End of 4th quarter,,,,End of 4th quarter
