time,Milwaukee,pts.away,score,pts.home,Philadelphia
5:12.0,,,88-64,,Philadelphia full timeout
5:12.0,N. Wolters enters the game for B. Knight,,88-64,,
5:12.0,,,88-64,,F. Aldemir enters the game for M. Carter-Williams
4:52.0,,,88-64,,T. Wroten misses 3-pt shot from 25 ft
4:50.0,Defensive rebound by O. Mayo,,88-64,,
4:49.0,Shooting foul by M. Thomas (drawn by O. Mayo),,88-64,,
4:49.0,O. Mayo makes free throw 1 of 2,1,89-64,,
4:49.0,O. Mayo misses free throw 2 of 2,,89-64,,
4:48.0,,,89-64,,Defensive rebound by Team
4:48.0,Loose ball foul by Z. Pachulia (drawn by F. Aldemir),,89-64,,
4:40.0,,,89-64,,Turnover by J. Grant (bad pass; steal by N. Wolters)
4:37.0,N. Wolters misses 2-pt shot from 1 ft,,89-64,,
4:34.0,,,89-64,,Defensive rebound by J. Grant
4:28.0,,,89-64,,R. Covington misses 3-pt shot from 25 ft
4:27.0,Defensive rebound by Z. Pachulia,,89-64,,
4:07.0,Z. Pachulia makes 2-pt shot from 3 ft,2,91-64,,
4:07.0,Shooting foul by J. Grant (drawn by Z. Pachulia),,91-64,,
4:07.0,Z. Pachulia makes free throw 1 of 1,1,92-64,,
3:50.0,,,92-64,,T. Wroten misses 2-pt shot from 14 ft
3:48.0,Defensive rebound by Team,,92-64,,
3:38.0,O. Mayo makes 3-pt shot from 23 ft (assist by N. Wolters),3,95-64,,
3:37.0,,,95-64,,Philadelphia full timeout
3:37.0,,,95-64,,J. Sampson enters the game for T. Wroten
3:24.0,,,95-64,,Shooting foul by J. Bayless (drawn by J. Grant)
3:24.0,,,95-65,1,J. Grant makes free throw 1 of 2
3:24.0,,,95-66,1,J. Grant makes free throw 2 of 2
3:12.0,Turnover by J. O'Bryant (offensive foul),,95-66,,
3:12.0,Offensive foul by J. O'Bryant,,95-66,,
3:02.0,,,95-68,2,J. Sampson makes 2-pt shot from 4 ft
2:46.0,O. Mayo misses 3-pt shot from 25 ft,,95-68,,
2:45.0,,,95-68,,Defensive rebound by F. Aldemir
2:34.0,,,95-68,,Shooting foul by O. Mayo (drawn by R. Covington)
2:34.0,,,95-68,,R. Covington misses free throw 1 of 2
2:34.0,,,95-68,,Offensive rebound by Team
2:34.0,,,95-69,1,R. Covington makes free throw 2 of 2
2:23.0,Offensive foul by Z. Pachulia,,95-69,,
2:23.0,Turnover by Z. Pachulia (offensive foul),,95-69,,
2:23.0,,,95-69,,K. McDaniels enters the game for R. Covington
2:14.0,Personal foul by N. Wolters (drawn by K. McDaniels),,95-69,,
2:14.0,,,95-70,1,K. McDaniels makes free throw 1 of 2
2:14.0,,,95-71,1,K. McDaniels makes free throw 2 of 2
2:02.0,N. Wolters misses 2-pt shot from 3 ft,,95-71,,
2:00.0,,,95-71,,Defensive rebound by F. Aldemir
1:59.0,,,95-71,,Turnover by K. McDaniels (offensive foul)
1:59.0,,,95-71,,Offensive foul by K. McDaniels
1:51.0,Z. Pachulia misses 2-pt shot from 2 ft,,95-71,,
1:49.0,,,95-71,,Defensive rebound by J. Sampson
1:43.0,,,95-71,,Turnover by J. Sampson (bad pass; steal by Z. Pachulia)
1:40.0,Turnover by Z. Pachulia (bad pass; steal by K. McDaniels),,95-71,,
1:25.0,,,95-73,2,K. McDaniels makes 2-pt shot from 1 ft (assist by J. Sampson)
1:03.0,Z. Pachulia misses 2-pt shot from 6 ft (block by J. Grant),,95-73,,
1:01.0,,,95-73,,Defensive rebound by J. Sampson
0:59.0,,,95-75,2,J. Sampson makes 2-pt shot from 2 ft
0:47.0,J. O'Bryant makes 2-pt shot at rim (assist by Z. Pachulia),2,97-75,,
0:46.0,Violation by Team (jump ball),,97-75,,
0:32.0,,,97-75,,Turnover by K. McDaniels (lost ball; steal by O. Mayo)
0:08.0,Turnover by Team (shot clock),,97-75,,
0:01.0,,,97-77,2,F. Aldemir makes 2-pt shot from 16 ft (assist by J. Sampson)
0:00.0,End of 4th quarter,,,,End of 4th quarter
