time,Minnesota,pts.away,score,pts.home,Golden State
3:24.0,,,93-99,2,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala)
3:02.0,Z. LaVine misses 3-pt shot from 26 ft,,93-99,,
3:01.0,,,93-99,,Defensive rebound by A. Iguodala
2:59.0,,,93-99,,Turnover by A. Iguodala (bad pass; steal by L. Brown)
2:45.0,C. Budinger makes 2-pt shot from 1 ft,2,95-99,,
2:30.0,,,95-102,3,K. Thompson makes 3-pt shot from 23 ft (assist by A. Bogut)
2:18.0,Official timeout,,95-102,,
2:18.0,,,95-102,,H. Barnes enters the game for A. Iguodala
2:17.0,Turnover by Z. LaVine (bad pass; steal by K. Thompson),,95-102,,
2:14.0,,,95-104,2,S. Curry makes 2-pt shot from 2 ft (assist by K. Thompson)
2:14.0,,,95-104,,Shooting foul by L. Brown (drawn by S. Curry)
2:14.0,,,95-105,1,S. Curry makes free throw 1 of 1
2:02.0,Shooting foul by A. Bogut (drawn by L. Brown),,95-105,,
2:02.0,L. Brown makes free throw 1 of 2,1,96-105,,
2:02.0,L. Brown misses free throw 2 of 2,,96-105,,
2:00.0,,,96-105,,Defensive rebound by H. Barnes
1:50.0,,,96-107,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
1:43.0,L. Brown misses 3-pt shot from 23 ft,,96-107,,
1:42.0,,,96-107,,Defensive rebound by A. Bogut
1:22.0,,,96-107,,Turnover by D. Green (bad pass; steal by J. Hamilton)
1:16.0,L. Brown misses 2-pt shot at rim,,96-107,,
1:15.0,Offensive rebound by L. Brown,,96-107,,
1:13.0,Z. LaVine misses 3-pt shot from 28 ft,,96-107,,
1:09.0,,,96-107,,Defensive rebound by S. Curry
0:55.0,,,96-107,,S. Curry misses 3-pt shot from 27 ft
0:53.0,Defensive rebound by C. Budinger,,96-107,,
0:48.0,Z. LaVine makes 2-pt shot from 2 ft,2,98-107,,
0:48.0,Shooting foul by A. Bogut (drawn by Z. LaVine),,98-107,,
0:48.0,,,98-107,,A. Iguodala enters the game for A. Bogut
0:48.0,Z. LaVine makes free throw 1 of 1,1,99-107,,
0:28.0,,,99-107,,K. Thompson misses 3-pt shot from 26 ft
0:27.0,,,99-107,,Offensive rebound by H. Barnes
0:13.0,,,99-110,3,K. Thompson makes 3-pt shot from 22 ft (assist by S. Curry)
0:08.0,A. Onuaku enters the game for J. Hamilton,,99-110,,
0:08.0,Minnesota full timeout,,99-110,,
0:08.0,,,99-110,,J. Holiday enters the game for S. Curry
0:02.0,L. Brown makes 2-pt shot from 11 ft (assist by A. Onuaku),2,101-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
