time,Minnesota,pts.away,score,pts.home,San Antonio
1:48.0,Offensive rebound by A. Payne,,86-120,,
1:48.0,Shooting foul by M. Belinelli (drawn by A. Payne),,86-120,,
1:48.0,A. Payne makes free throw 1 of 2,1,87-120,,
1:48.0,,,87-120,,C. Joseph enters the game for P. Mills
1:48.0,A. Payne makes free throw 2 of 2,1,88-120,,
1:27.0,,,88-120,,Turnover by J. Ayres (lost ball; steal by C. Budinger)
1:21.0,L. Brown misses 2-pt shot from 1 ft,,88-120,,
1:20.0,,,88-120,,Defensive rebound by J. Ayres
1:06.0,,,88-120,,J. Ayres misses 2-pt shot from 7 ft
1:05.0,Defensive rebound by C. Budinger,,88-120,,
0:56.0,Z. LaVine makes 3-pt shot from 24 ft (assist by L. Brown),3,91-120,,
0:39.0,,,91-123,3,C. Joseph makes 3-pt shot from 25 ft (assist by M. Bonner)
0:33.0,Z. LaVine makes 3-pt shot from 26 ft (assist by L. Brown),3,94-123,,
0:09.0,,,94-123,,M. Belinelli misses 3-pt shot from 24 ft
0:08.0,Defensive rebound by Z. LaVine,,94-123,,
0:00.0,Z. LaVine makes 3-pt shot from 24 ft,3,97-123,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
